,Ref,Team,Wins,Losses,Win %
496,McGeough,Carolina Hurricanes,0,1,0.0
497,McGeough,Nashville Predators,0,0,
498,McGeough,Atlanta Thrashers,0,0,
499,McGeough,Minnesota Wild,0,0,
500,McGeough,Columbus Blue Jackets,0,0,
501,McGeough,Winnipeg Jets,0,0,
502,McGeough,Arizona Coyotes,0,0,
503,McGeough,Vegas Golden Knights,0,0,
504,Don Koharski,Buffalo Sabres,30,28,0.5172413793103449
505,Don Koharski,New York Rangers,29,36,0.4461538461538462
506,Don Koharski,Pittsburgh Penguins,27,30,0.47368421052631576
507,Don Koharski,Tampa Bay Lightning,34,39,0.4657534246575342
508,Don Koharski,Chicago Blackhawks,32,44,0.42105263157894735
509,Don Koharski,Detroit Red Wings,51,21,0.7083333333333334
510,Don Koharski,Calgary Flames,27,31,0.46551724137931033
511,Don Koharski,Winnipeg Jets (1979),4,4,0.5
512,Don Koharski,Anaheim Ducks,26,22,0.5416666666666666
513,Don Koharski,Edmonton Oilers,26,32,0.4482758620689655
514,Don Koharski,Dallas Stars,32,38,0.45714285714285713
515,Don Koharski,Vancouver Canucks,34,24,0.5862068965517241
516,Don Koharski,San Jose Sharks,23,22,0.5111111111111111
517,Don Koharski,St. Louis Blues,31,37,0.45588235294117646
518,Don Koharski,Los Angeles Kings,35,28,0.5555555555555556
519,Don Koharski,Toronto Maple Leafs,30,41,0.4225352112676056
520,Don Koharski,Hartford Whalers,5,5,0.5
521,Don Koharski,Washington Capitals,29,22,0.5686274509803921
522,Don Koharski,Florida Panthers,29,34,0.4603174603174603
523,Don Koharski,New York Islanders,28,33,0.45901639344262296
524,Don Koharski,Montréal Canadiens,24,39,0.38095238095238093
525,Don Koharski,Philadelphia Flyers,24,43,0.3582089552238806
526,Don Koharski,Quebec Nordiques,1,0,1.0
527,Don Koharski,Boston Bruins,28,33,0.45901639344262296
528,Don Koharski,New Jersey Devils,36,14,0.72
529,Don Koharski,Ottawa Senators,24,20,0.5454545454545454
530,Don Koharski,Colorado Avalanche,33,23,0.5892857142857143
531,Don Koharski,Phoenix Coyotes,26,31,0.45614035087719296
532,Don Koharski,Carolina Hurricanes,24,22,0.5217391304347826
533,Don Koharski,Nashville Predators,21,12,0.6363636363636364
534,Don Koharski,Atlanta Thrashers,14,13,0.5185185185185185
535,Don Koharski,Minnesota Wild,14,12,0.5384615384615384
536,Don Koharski,Columbus Blue Jackets,12,10,0.5454545454545454
537,Don Koharski,Winnipeg Jets,0,0,
538,Don Koharski,Arizona Coyotes,0,0,
539,Don Koharski,Vegas Golden Knights,0,0,
540,Ron Asselstine,Buffalo Sabres,10,7,0.5882352941176471
541,Ron Asselstine,New York Rangers,13,6,0.6842105263157895
542,Ron Asselstine,Pittsburgh Penguins,6,8,0.42857142857142855
543,Ron Asselstine,Tampa Bay Lightning,8,11,0.42105263157894735
544,Ron Asselstine,Chicago Blackhawks,6,6,0.5
545,Ron Asselstine,Detroit Red Wings,4,4,0.5
546,Ron Asselstine,Calgary Flames,2,5,0.2857142857142857
547,Ron Asselstine,Winnipeg Jets (1979),3,2,0.6
548,Ron Asselstine,Anaheim Ducks,3,4,0.42857142857142855
549,Ron Asselstine,Edmonton Oilers,2,3,0.4
550,Ron Asselstine,Dallas Stars,2,3,0.4
551,Ron Asselstine,Vancouver Canucks,4,1,0.8
552,Ron Asselstine,San Jose Sharks,1,5,0.16666666666666666
553,Ron Asselstine,St. Louis Blues,5,3,0.625
554,Ron Asselstine,Los Angeles Kings,3,8,0.2727272727272727
555,Ron Asselstine,Toronto Maple Leafs,8,10,0.4444444444444444
556,Ron Asselstine,Hartford Whalers,6,8,0.42857142857142855
557,Ron Asselstine,Washington Capitals,9,1,0.9
558,Ron Asselstine,Florida Panthers,7,8,0.4666666666666667
559,Ron Asselstine,New York Islanders,5,7,0.4166666666666667
560,Ron Asselstine,Montréal Canadiens,9,11,0.45
561,Ron Asselstine,Philadelphia Flyers,8,10,0.4444444444444444
562,Ron Asselstine,Quebec Nordiques,1,0,1.0
563,Ron Asselstine,Boston Bruins,8,6,0.5714285714285714
564,Ron Asselstine,New Jersey Devils,7,0,1.0
565,Ron Asselstine,Ottawa Senators,5,9,0.35714285714285715
566,Ron Asselstine,Colorado Avalanche,2,2,0.5
567,Ron Asselstine,Phoenix Coyotes,2,1,0.6666666666666666
568,Ron Asselstine,Carolina Hurricanes,0,0,
569,Ron Asselstine,Nashville Predators,0,0,
570,Ron Asselstine,Atlanta Thrashers,0,0,
571,Ron Asselstine,Minnesota Wild,0,0,
572,Ron Asselstine,Columbus Blue Jackets,0,0,
573,Ron Asselstine,Winnipeg Jets,0,0,
574,Ron Asselstine,Arizona Coyotes,0,0,
575,Ron Asselstine,Vegas Golden Knights,0,0,
576,Paul Stewart,Buffalo Sabres,21,24,0.4666666666666667
577,Paul Stewart,New York Rangers,14,21,0.4
578,Paul Stewart,Pittsburgh Penguins,27,21,0.5625
579,Paul Stewart,Tampa Bay Lightning,12,29,0.2926829268292683
580,Paul Stewart,Chicago Blackhawks,18,15,0.5454545454545454
581,Paul Stewart,Detroit Red Wings,17,7,0.7083333333333334
582,Paul Stewart,Calgary Flames,12,14,0.46153846153846156
583,Paul Stewart,Winnipeg Jets (1979),4,2,0.6666666666666666
584,Paul Stewart,Anaheim Ducks,11,9,0.55
585,Paul Stewart,Edmonton Oilers,14,9,0.6086956521739131
586,Paul Stewart,Dallas Stars,18,9,0.6666666666666666
587,Paul Stewart,Vancouver Canucks,11,11,0.5
588,Paul Stewart,San Jose Sharks,8,10,0.4444444444444444
589,Paul Stewart,St. Louis Blues,18,22,0.45
590,Paul Stewart,Los Angeles Kings,10,11,0.47619047619047616
591,Paul Stewart,Toronto Maple Leafs,17,13,0.5666666666666667
592,Paul Stewart,Hartford Whalers,6,7,0.46153846153846156
593,Paul Stewart,Washington Capitals,18,14,0.5625
594,Paul Stewart,Florida Panthers,16,29,0.35555555555555557
595,Paul Stewart,New York Islanders,17,24,0.4146341463414634
596,Paul Stewart,Montréal Canadiens,13,16,0.4482758620689655
597,Paul Stewart,Philadelphia Flyers,18,6,0.75
598,Paul Stewart,Quebec Nordiques,1,0,1.0
599,Paul Stewart,Boston Bruins,23,15,0.6052631578947368
600,Paul Stewart,New Jersey Devils,29,18,0.6170212765957447
601,Paul Stewart,Ottawa Senators,15,16,0.4838709677419355
602,Paul Stewart,Colorado Avalanche,9,9,0.5
603,Paul Stewart,Phoenix Coyotes,15,17,0.46875
604,Paul Stewart,Carolina Hurricanes,16,12,0.5714285714285714
605,Paul Stewart,Nashville Predators,10,14,0.4166666666666667
606,Paul Stewart,Atlanta Thrashers,7,15,0.3181818181818182
607,Paul Stewart,Minnesota Wild,0,3,0.0
608,Paul Stewart,Columbus Blue Jackets,6,9,0.4
609,Paul Stewart,Winnipeg Jets,0,0,
610,Paul Stewart,Arizona Coyotes,0,0,
611,Paul Stewart,Vegas Golden Knights,0,0,
612,Pierre Champoux,Buffalo Sabres,9,12,0.42857142857142855
613,Pierre Champoux,New York Rangers,10,10,0.5
614,Pierre Champoux,Pittsburgh Penguins,11,11,0.5
615,Pierre Champoux,Tampa Bay Lightning,8,10,0.4444444444444444
616,Pierre Champoux,Chicago Blackhawks,3,5,0.375
617,Pierre Champoux,Detroit Red Wings,6,0,1.0
618,Pierre Champoux,Calgary Flames,2,1,0.6666666666666666
619,Pierre Champoux,Winnipeg Jets (1979),0,0,
620,Pierre Champoux,Anaheim Ducks,4,5,0.4444444444444444
621,Pierre Champoux,Edmonton Oilers,4,5,0.4444444444444444
622,Pierre Champoux,Dallas Stars,4,2,0.6666666666666666
623,Pierre Champoux,Vancouver Canucks,1,4,0.2
624,Pierre Champoux,San Jose Sharks,3,4,0.42857142857142855
625,Pierre Champoux,St. Louis Blues,1,7,0.125
626,Pierre Champoux,Los Angeles Kings,0,4,0.0
627,Pierre Champoux,Toronto Maple Leafs,3,8,0.2727272727272727
628,Pierre Champoux,Hartford Whalers,8,11,0.42105263157894735
629,Pierre Champoux,Washington Capitals,8,11,0.42105263157894735
630,Pierre Champoux,Florida Panthers,8,7,0.5333333333333333
631,Pierre Champoux,New York Islanders,8,11,0.42105263157894735
632,Pierre Champoux,Montréal Canadiens,15,10,0.6
633,Pierre Champoux,Philadelphia Flyers,22,5,0.8148148148148148
634,Pierre Champoux,Quebec Nordiques,8,0,1.0
635,Pierre Champoux,Boston Bruins,7,12,0.3684210526315789
636,Pierre Champoux,New Jersey Devils,11,6,0.6470588235294118
637,Pierre Champoux,Ottawa Senators,20,22,0.47619047619047616
638,Pierre Champoux,Colorado Avalanche,1,3,0.25
639,Pierre Champoux,Phoenix Coyotes,3,1,0.75
640,Pierre Champoux,Carolina Hurricanes,3,3,0.5
641,Pierre Champoux,Nashville Predators,0,1,0.0
642,Pierre Champoux,Atlanta Thrashers,1,1,0.5
643,Pierre Champoux,Minnesota Wild,0,0,
644,Pierre Champoux,Columbus Blue Jackets,0,0,
645,Pierre Champoux,Winnipeg Jets,0,0,
646,Pierre Champoux,Arizona Coyotes,0,0,
647,Pierre Champoux,Vegas Golden Knights,0,0,
648,Don Van Massenhoven,Buffalo Sabres,24,19,0.5581395348837209
649,Don Van Massenhoven,New York Rangers,24,20,0.5454545454545454
650,Don Van Massenhoven,Pittsburgh Penguins,14,16,0.4666666666666667
651,Don Van Massenhoven,Tampa Bay Lightning,9,22,0.2903225806451613
652,Don Van Massenhoven,Chicago Blackhawks,20,19,0.5128205128205128
653,Don Van Massenhoven,Detroit Red Wings,19,10,0.6551724137931034
654,Don Van Massenhoven,Calgary Flames,12,14,0.46153846153846156
655,Don Van Massenhoven,Winnipeg Jets (1979),0,2,0.0
656,Don Van Massenhoven,Anaheim Ducks,12,13,0.48
657,Don Van Massenhoven,Edmonton Oilers,16,21,0.43243243243243246
658,Don Van Massenhoven,Dallas Stars,14,12,0.5384615384615384
659,Don Van Massenhoven,Vancouver Canucks,19,18,0.5135135135135135
660,Don Van Massenhoven,San Jose Sharks,13,15,0.4642857142857143
661,Don Van Massenhoven,St. Louis Blues,21,16,0.5675675675675675
662,Don Van Massenhoven,Los Angeles Kings,23,16,0.5897435897435898
663,Don Van Massenhoven,Toronto Maple Leafs,28,16,0.6363636363636364
664,Don Van Massenhoven,Hartford Whalers,5,8,0.38461538461538464
665,Don Van Massenhoven,Washington Capitals,16,25,0.3902439024390244
666,Don Van Massenhoven,Florida Panthers,13,17,0.43333333333333335
667,Don Van Massenhoven,New York Islanders,16,29,0.35555555555555557
668,Don Van Massenhoven,Montréal Canadiens,17,15,0.53125
669,Don Van Massenhoven,Philadelphia Flyers,28,15,0.6511627906976745
670,Don Van Massenhoven,Quebec Nordiques,1,0,1.0
671,Don Van Massenhoven,Boston Bruins,21,17,0.5526315789473685
672,Don Van Massenhoven,New Jersey Devils,15,17,0.46875
673,Don Van Massenhoven,Ottawa Senators,28,25,0.5283018867924528
674,Don Van Massenhoven,Colorado Avalanche,18,15,0.5454545454545454
675,Don Van Massenhoven,Phoenix Coyotes,9,16,0.36
676,Don Van Massenhoven,Carolina Hurricanes,14,21,0.4
677,Don Van Massenhoven,Nashville Predators,6,8,0.42857142857142855
678,Don Van Massenhoven,Atlanta Thrashers,4,4,0.5
679,Don Van Massenhoven,Minnesota Wild,6,4,0.6
680,Don Van Massenhoven,Columbus Blue Jackets,4,4,0.5
681,Don Van Massenhoven,Winnipeg Jets,0,0,
682,Don Van Massenhoven,Arizona Coyotes,0,0,
683,Don Van Massenhoven,Vegas Golden Knights,0,0,
684,Scott Driscoll,Buffalo Sabres,21,18,0.5384615384615384
685,Scott Driscoll,New York Rangers,6,5,0.5454545454545454
686,Scott Driscoll,Pittsburgh Penguins,9,11,0.45
687,Scott Driscoll,Tampa Bay Lightning,12,10,0.5454545454545454
688,Scott Driscoll,Chicago Blackhawks,6,7,0.46153846153846156
689,Scott Driscoll,Detroit Red Wings,8,3,0.7272727272727273
690,Scott Driscoll,Calgary Flames,2,6,0.25
691,Scott Driscoll,Winnipeg Jets (1979),0,1,0.0
692,Scott Driscoll,Anaheim Ducks,2,2,0.5
693,Scott Driscoll,Edmonton Oilers,1,3,0.25
694,Scott Driscoll,Dallas Stars,1,3,0.25
695,Scott Driscoll,Vancouver Canucks,0,1,0.0
696,Scott Driscoll,San Jose Sharks,1,4,0.2
697,Scott Driscoll,St. Louis Blues,7,5,0.5833333333333334
698,Scott Driscoll,Los Angeles Kings,1,1,0.5
699,Scott Driscoll,Toronto Maple Leafs,12,6,0.6666666666666666
700,Scott Driscoll,Hartford Whalers,3,8,0.2727272727272727
701,Scott Driscoll,Washington Capitals,10,10,0.5
702,Scott Driscoll,Florida Panthers,7,9,0.4375
703,Scott Driscoll,New York Islanders,7,9,0.4375
704,Scott Driscoll,Montréal Canadiens,5,1,0.8333333333333334
705,Scott Driscoll,Philadelphia Flyers,6,8,0.42857142857142855
706,Scott Driscoll,Quebec Nordiques,0,0,
707,Scott Driscoll,Boston Bruins,5,8,0.38461538461538464
708,Scott Driscoll,New Jersey Devils,10,5,0.6666666666666666
709,Scott Driscoll,Ottawa Senators,11,11,0.5
710,Scott Driscoll,Colorado Avalanche,6,4,0.6
711,Scott Driscoll,Phoenix Coyotes,3,4,0.42857142857142855
712,Scott Driscoll,Carolina Hurricanes,3,4,0.42857142857142855
713,Scott Driscoll,Nashville Predators,2,0,1.0
714,Scott Driscoll,Atlanta Thrashers,0,0,
715,Scott Driscoll,Minnesota Wild,0,0,
716,Scott Driscoll,Columbus Blue Jackets,0,0,
717,Scott Driscoll,Winnipeg Jets,0,0,
718,Scott Driscoll,Arizona Coyotes,0,0,
719,Scott Driscoll,Vegas Golden Knights,0,0,
720,Terry Gregson,Buffalo Sabres,25,26,0.49019607843137253
721,Terry Gregson,New York Rangers,22,28,0.44
722,Terry Gregson,Pittsburgh Penguins,13,18,0.41935483870967744
723,Terry Gregson,Tampa Bay Lightning,14,27,0.34146341463414637
724,Terry Gregson,Chicago Blackhawks,13,25,0.34210526315789475
725,Terry Gregson,Detroit Red Wings,34,9,0.7906976744186046
726,Terry Gregson,Calgary Flames,21,15,0.5833333333333334
727,Terry Gregson,Winnipeg Jets (1979),4,7,0.36363636363636365
728,Terry Gregson,Anaheim Ducks,16,10,0.6153846153846154
729,Terry Gregson,Edmonton Oilers,32,11,0.7441860465116279
730,Terry Gregson,Dallas Stars,18,14,0.5625
731,Terry Gregson,Vancouver Canucks,22,23,0.4888888888888889
732,Terry Gregson,San Jose Sharks,21,14,0.6
733,Terry Gregson,St. Louis Blues,20,19,0.5128205128205128
734,Terry Gregson,Los Angeles Kings,14,23,0.3783783783783784
735,Terry Gregson,Toronto Maple Leafs,33,20,0.6226415094339622
736,Terry Gregson,Hartford Whalers,4,7,0.36363636363636365
737,Terry Gregson,Washington Capitals,25,22,0.5319148936170213
738,Terry Gregson,Florida Panthers,13,20,0.3939393939393939
739,Terry Gregson,New York Islanders,7,22,0.2413793103448276
740,Terry Gregson,Montréal Canadiens,22,31,0.41509433962264153
741,Terry Gregson,Philadelphia Flyers,22,20,0.5238095238095238
742,Terry Gregson,Quebec Nordiques,3,2,0.6
743,Terry Gregson,Boston Bruins,23,19,0.5476190476190477
744,Terry Gregson,New Jersey Devils,21,10,0.6774193548387096
745,Terry Gregson,Ottawa Senators,30,15,0.6666666666666666
746,Terry Gregson,Colorado Avalanche,25,22,0.5319148936170213
747,Terry Gregson,Phoenix Coyotes,7,16,0.30434782608695654
748,Terry Gregson,Carolina Hurricanes,13,13,0.5
749,Terry Gregson,Nashville Predators,6,10,0.375
750,Terry Gregson,Atlanta Thrashers,1,16,0.058823529411764705
751,Terry Gregson,Minnesota Wild,11,13,0.4583333333333333
752,Terry Gregson,Columbus Blue Jackets,4,12,0.25
753,Terry Gregson,Winnipeg Jets,0,0,
754,Terry Gregson,Arizona Coyotes,0,0,
755,Terry Gregson,Vegas Golden Knights,0,0,
756,Brian Murphy,Buffalo Sabres,8,9,0.47058823529411764
757,Brian Murphy,New York Rangers,10,10,0.5
758,Brian Murphy,Pittsburgh Penguins,5,4,0.5555555555555556
759,Brian Murphy,Tampa Bay Lightning,2,15,0.11764705882352941
760,Brian Murphy,Chicago Blackhawks,6,4,0.6
761,Brian Murphy,Detroit Red Wings,6,1,0.8571428571428571
762,Brian Murphy,Calgary Flames,3,1,0.75
763,Brian Murphy,Winnipeg Jets (1979),0,0,
764,Brian Murphy,Anaheim Ducks,1,3,0.25
765,Brian Murphy,Edmonton Oilers,3,1,0.75
766,Brian Murphy,Dallas Stars,3,1,0.75
767,Brian Murphy,Vancouver Canucks,1,3,0.25
768,Brian Murphy,San Jose Sharks,2,4,0.3333333333333333
769,Brian Murphy,St. Louis Blues,5,7,0.4166666666666667
770,Brian Murphy,Los Angeles Kings,0,3,0.0
771,Brian Murphy,Toronto Maple Leafs,7,1,0.875
772,Brian Murphy,Hartford Whalers,6,3,0.6666666666666666
773,Brian Murphy,Washington Capitals,19,10,0.6551724137931034
774,Brian Murphy,Florida Panthers,7,5,0.5833333333333334
775,Brian Murphy,New York Islanders,11,18,0.3793103448275862
776,Brian Murphy,Montréal Canadiens,9,7,0.5625
777,Brian Murphy,Philadelphia Flyers,9,8,0.5294117647058824
778,Brian Murphy,Quebec Nordiques,1,0,1.0
779,Brian Murphy,Boston Bruins,17,21,0.4473684210526316
780,Brian Murphy,New Jersey Devils,14,11,0.56
781,Brian Murphy,Ottawa Senators,8,11,0.42105263157894735
782,Brian Murphy,Colorado Avalanche,2,0,1.0
783,Brian Murphy,Phoenix Coyotes,3,3,0.5
784,Brian Murphy,Carolina Hurricanes,4,4,0.5
785,Brian Murphy,Nashville Predators,3,2,0.6
786,Brian Murphy,Atlanta Thrashers,3,6,0.3333333333333333
787,Brian Murphy,Minnesota Wild,2,3,0.4
788,Brian Murphy,Columbus Blue Jackets,1,2,0.3333333333333333
789,Brian Murphy,Winnipeg Jets,0,0,
790,Brian Murphy,Arizona Coyotes,0,0,
791,Brian Murphy,Vegas Golden Knights,0,0,
792,D. Marouelli,Buffalo Sabres,0,0,
793,D. Marouelli,New York Rangers,0,1,0.0
794,D. Marouelli,Pittsburgh Penguins,0,0,
795,D. Marouelli,Tampa Bay Lightning,0,0,
796,D. Marouelli,Chicago Blackhawks,0,0,
797,D. Marouelli,Detroit Red Wings,0,0,
798,D. Marouelli,Calgary Flames,0,0,
799,D. Marouelli,Winnipeg Jets (1979),0,0,
800,D. Marouelli,Anaheim Ducks,0,0,
801,D. Marouelli,Edmonton Oilers,0,0,
802,D. Marouelli,Dallas Stars,0,0,
803,D. Marouelli,Vancouver Canucks,0,0,
804,D. Marouelli,San Jose Sharks,0,0,
805,D. Marouelli,St. Louis Blues,0,0,
806,D. Marouelli,Los Angeles Kings,0,0,
807,D. Marouelli,Toronto Maple Leafs,0,0,
808,D. Marouelli,Hartford Whalers,0,0,
809,D. Marouelli,Washington Capitals,0,0,
810,D. Marouelli,Florida Panthers,0,0,
811,D. Marouelli,New York Islanders,0,0,
812,D. Marouelli,Montréal Canadiens,0,0,
813,D. Marouelli,Philadelphia Flyers,1,1,0.5
814,D. Marouelli,Quebec Nordiques,1,0,1.0
815,D. Marouelli,Boston Bruins,0,0,
816,D. Marouelli,New Jersey Devils,0,0,
817,D. Marouelli,Ottawa Senators,0,0,
818,D. Marouelli,Colorado Avalanche,0,0,
819,D. Marouelli,Phoenix Coyotes,0,0,
820,D. Marouelli,Carolina Hurricanes,0,0,
821,D. Marouelli,Nashville Predators,0,0,
822,D. Marouelli,Atlanta Thrashers,0,0,
823,D. Marouelli,Minnesota Wild,0,0,
824,D. Marouelli,Columbus Blue Jackets,0,0,
825,D. Marouelli,Winnipeg Jets,0,0,
826,D. Marouelli,Arizona Coyotes,0,0,
827,D. Marouelli,Vegas Golden Knights,0,0,
828,Koharski,Buffalo Sabres,0,0,
829,Koharski,New York Rangers,0,0,
830,Koharski,Pittsburgh Penguins,0,0,
831,Koharski,Tampa Bay Lightning,0,0,
832,Koharski,Chicago Blackhawks,1,1,0.5
833,Koharski,Detroit Red Wings,1,2,0.3333333333333333
834,Koharski,Calgary Flames,2,1,0.6666666666666666
835,Koharski,Winnipeg Jets (1979),0,1,0.0
836,Koharski,Anaheim Ducks,1,0,1.0
837,Koharski,Edmonton Oilers,0,0,
838,Koharski,Dallas Stars,2,2,0.5
839,Koharski,Vancouver Canucks,3,1,0.75
840,Koharski,San Jose Sharks,2,4,0.3333333333333333
841,Koharski,St. Louis Blues,1,0,1.0
842,Koharski,Los Angeles Kings,0,0,
843,Koharski,Toronto Maple Leafs,1,0,1.0
844,Koharski,Hartford Whalers,0,1,0.0
845,Koharski,Washington Capitals,0,0,
846,Koharski,Florida Panthers,0,1,0.0
847,Koharski,New York Islanders,0,2,0.0
848,Koharski,Montréal Canadiens,4,1,0.8
849,Koharski,Philadelphia Flyers,0,1,0.0
850,Koharski,Quebec Nordiques,0,0,
851,Koharski,Boston Bruins,0,0,
852,Koharski,New Jersey Devils,0,1,0.0
853,Koharski,Ottawa Senators,0,1,0.0
854,Koharski,Colorado Avalanche,1,0,1.0
855,Koharski,Phoenix Coyotes,1,0,1.0
856,Koharski,Carolina Hurricanes,0,0,
857,Koharski,Nashville Predators,0,0,
858,Koharski,Atlanta Thrashers,0,0,
859,Koharski,Minnesota Wild,0,0,
860,Koharski,Columbus Blue Jackets,0,0,
861,Koharski,Winnipeg Jets,0,0,
862,Koharski,Arizona Coyotes,0,0,
863,Koharski,Vegas Golden Knights,0,0,
864,Sharrers,Buffalo Sabres,0,0,
865,Sharrers,New York Rangers,0,0,
866,Sharrers,Pittsburgh Penguins,0,0,
867,Sharrers,Tampa Bay Lightning,0,0,
868,Sharrers,Chicago Blackhawks,0,0,
869,Sharrers,Detroit Red Wings,1,0,1.0
870,Sharrers,Calgary Flames,0,0,
871,Sharrers,Winnipeg Jets (1979),0,0,
872,Sharrers,Anaheim Ducks,0,0,
873,Sharrers,Edmonton Oilers,1,1,0.5
874,Sharrers,Dallas Stars,1,0,1.0
875,Sharrers,Vancouver Canucks,0,4,0.0
876,Sharrers,San Jose Sharks,0,1,0.0
877,Sharrers,St. Louis Blues,1,0,1.0
878,Sharrers,Los Angeles Kings,0,0,
879,Sharrers,Toronto Maple Leafs,0,0,
880,Sharrers,Hartford Whalers,1,1,0.5
881,Sharrers,Washington Capitals,0,0,
882,Sharrers,Florida Panthers,0,0,
883,Sharrers,New York Islanders,0,0,
884,Sharrers,Montréal Canadiens,1,0,1.0
885,Sharrers,Philadelphia Flyers,0,0,
886,Sharrers,Quebec Nordiques,0,0,
887,Sharrers,Boston Bruins,0,0,
888,Sharrers,New Jersey Devils,1,0,1.0
889,Sharrers,Ottawa Senators,0,0,
890,Sharrers,Colorado Avalanche,0,0,
891,Sharrers,Phoenix Coyotes,0,0,
892,Sharrers,Carolina Hurricanes,0,0,
893,Sharrers,Nashville Predators,0,0,
894,Sharrers,Atlanta Thrashers,0,0,
895,Sharrers,Minnesota Wild,0,0,
896,Sharrers,Columbus Blue Jackets,0,0,
897,Sharrers,Winnipeg Jets,0,0,
898,Sharrers,Arizona Coyotes,0,0,
899,Sharrers,Vegas Golden Knights,0,0,
900,Paul Devorski,Buffalo Sabres,38,43,0.4691358024691358
901,Paul Devorski,New York Rangers,46,48,0.48936170212765956
902,Paul Devorski,Pittsburgh Penguins,46,62,0.42592592592592593
903,Paul Devorski,Tampa Bay Lightning,32,39,0.4507042253521127
904,Paul Devorski,Chicago Blackhawks,32,31,0.5079365079365079
905,Paul Devorski,Detroit Red Wings,58,25,0.6987951807228916
906,Paul Devorski,Calgary Flames,33,41,0.44594594594594594
907,Paul Devorski,Winnipeg Jets (1979),4,4,0.5
908,Paul Devorski,Anaheim Ducks,38,31,0.5507246376811594
909,Paul Devorski,Edmonton Oilers,38,48,0.4418604651162791
910,Paul Devorski,Dallas Stars,25,38,0.3968253968253968
911,Paul Devorski,Vancouver Canucks,38,46,0.4523809523809524
912,Paul Devorski,San Jose Sharks,45,31,0.5921052631578947
913,Paul Devorski,St. Louis Blues,39,39,0.5
914,Paul Devorski,Los Angeles Kings,25,39,0.390625
915,Paul Devorski,Toronto Maple Leafs,51,50,0.504950495049505
916,Paul Devorski,Hartford Whalers,4,6,0.4
917,Paul Devorski,Washington Capitals,57,45,0.5588235294117647
918,Paul Devorski,Florida Panthers,49,40,0.550561797752809
919,Paul Devorski,New York Islanders,37,48,0.43529411764705883
920,Paul Devorski,Montréal Canadiens,36,41,0.4675324675324675
921,Paul Devorski,Philadelphia Flyers,62,44,0.5849056603773585
922,Paul Devorski,Quebec Nordiques,2,0,1.0
923,Paul Devorski,Boston Bruins,36,42,0.46153846153846156
924,Paul Devorski,New Jersey Devils,48,40,0.5454545454545454
925,Paul Devorski,Ottawa Senators,37,33,0.5285714285714286
926,Paul Devorski,Colorado Avalanche,46,34,0.575
927,Paul Devorski,Phoenix Coyotes,34,19,0.6415094339622641
928,Paul Devorski,Carolina Hurricanes,35,38,0.4794520547945205
929,Paul Devorski,Nashville Predators,24,32,0.42857142857142855
