,Ref,Team,Wins,Losses,Win %
8140,Paul Devorsky,Chicago Blackhawks,0,0,
8141,Paul Devorsky,Detroit Red Wings,0,0,
8142,Paul Devorsky,Calgary Flames,0,0,
8143,Paul Devorsky,Winnipeg Jets (1979),0,0,
8144,Paul Devorsky,Anaheim Ducks,0,0,
8145,Paul Devorsky,Edmonton Oilers,0,0,
8146,Paul Devorsky,Dallas Stars,0,0,
8147,Paul Devorsky,Vancouver Canucks,0,0,
8148,Paul Devorsky,San Jose Sharks,0,0,
8149,Paul Devorsky,St. Louis Blues,0,0,
8150,Paul Devorsky,Los Angeles Kings,0,0,
8151,Paul Devorsky,Toronto Maple Leafs,0,0,
8152,Paul Devorsky,Hartford Whalers,0,0,
8153,Paul Devorsky,Washington Capitals,0,0,
8154,Paul Devorsky,Florida Panthers,0,0,
8155,Paul Devorsky,New York Islanders,0,0,
8156,Paul Devorsky,Montréal Canadiens,0,0,
8157,Paul Devorsky,Philadelphia Flyers,0,0,
8158,Paul Devorsky,Quebec Nordiques,0,0,
8159,Paul Devorsky,Boston Bruins,0,0,
8160,Paul Devorsky,New Jersey Devils,0,0,
8161,Paul Devorsky,Ottawa Senators,0,0,
8162,Paul Devorsky,Colorado Avalanche,0,0,
8163,Paul Devorsky,Phoenix Coyotes,0,0,
8164,Paul Devorsky,Carolina Hurricanes,0,0,
8165,Paul Devorsky,Nashville Predators,0,0,
8166,Paul Devorsky,Atlanta Thrashers,0,0,
8167,Paul Devorsky,Minnesota Wild,0,0,
8168,Paul Devorsky,Columbus Blue Jackets,0,0,
8169,Paul Devorsky,Winnipeg Jets,0,0,
8170,Paul Devorsky,Arizona Coyotes,0,0,
8171,Paul Devorsky,Vegas Golden Knights,0,0,
8172,Gord Proseker,Buffalo Sabres,0,0,
8173,Gord Proseker,New York Rangers,1,0,1.0
8174,Gord Proseker,Pittsburgh Penguins,0,0,
8175,Gord Proseker,Tampa Bay Lightning,0,0,
8176,Gord Proseker,Chicago Blackhawks,0,0,
8177,Gord Proseker,Detroit Red Wings,0,0,
8178,Gord Proseker,Calgary Flames,0,0,
8179,Gord Proseker,Winnipeg Jets (1979),0,0,
8180,Gord Proseker,Anaheim Ducks,0,0,
8181,Gord Proseker,Edmonton Oilers,0,0,
8182,Gord Proseker,Dallas Stars,0,0,
8183,Gord Proseker,Vancouver Canucks,0,0,
8184,Gord Proseker,San Jose Sharks,0,0,
8185,Gord Proseker,St. Louis Blues,0,0,
8186,Gord Proseker,Los Angeles Kings,0,0,
8187,Gord Proseker,Toronto Maple Leafs,0,0,
8188,Gord Proseker,Hartford Whalers,0,0,
8189,Gord Proseker,Washington Capitals,0,0,
8190,Gord Proseker,Florida Panthers,0,0,
8191,Gord Proseker,New York Islanders,0,0,
8192,Gord Proseker,Montréal Canadiens,0,0,
8193,Gord Proseker,Philadelphia Flyers,0,0,
8194,Gord Proseker,Quebec Nordiques,0,0,
8195,Gord Proseker,Boston Bruins,0,0,
8196,Gord Proseker,New Jersey Devils,0,1,0.0
8197,Gord Proseker,Ottawa Senators,0,0,
8198,Gord Proseker,Colorado Avalanche,0,0,
8199,Gord Proseker,Phoenix Coyotes,0,0,
8200,Gord Proseker,Carolina Hurricanes,0,0,
8201,Gord Proseker,Nashville Predators,0,0,
8202,Gord Proseker,Atlanta Thrashers,0,0,
8203,Gord Proseker,Minnesota Wild,0,0,
8204,Gord Proseker,Columbus Blue Jackets,0,0,
8205,Gord Proseker,Winnipeg Jets,0,0,
8206,Gord Proseker,Arizona Coyotes,0,0,
8207,Gord Proseker,Vegas Golden Knights,0,0,
8208,Dave Jackson (8),Buffalo Sabres,0,0,
8209,Dave Jackson (8),New York Rangers,0,0,
8210,Dave Jackson (8),Pittsburgh Penguins,0,0,
8211,Dave Jackson (8),Tampa Bay Lightning,0,0,
8212,Dave Jackson (8),Chicago Blackhawks,0,0,
8213,Dave Jackson (8),Detroit Red Wings,0,1,0.0
8214,Dave Jackson (8),Calgary Flames,0,0,
8215,Dave Jackson (8),Winnipeg Jets (1979),0,0,
8216,Dave Jackson (8),Anaheim Ducks,0,0,
8217,Dave Jackson (8),Edmonton Oilers,0,0,
8218,Dave Jackson (8),Dallas Stars,0,0,
8219,Dave Jackson (8),Vancouver Canucks,0,0,
8220,Dave Jackson (8),San Jose Sharks,1,0,1.0
8221,Dave Jackson (8),St. Louis Blues,0,0,
8222,Dave Jackson (8),Los Angeles Kings,0,0,
8223,Dave Jackson (8),Toronto Maple Leafs,0,0,
8224,Dave Jackson (8),Hartford Whalers,0,0,
8225,Dave Jackson (8),Washington Capitals,0,0,
8226,Dave Jackson (8),Florida Panthers,0,0,
8227,Dave Jackson (8),New York Islanders,0,0,
8228,Dave Jackson (8),Montréal Canadiens,0,0,
8229,Dave Jackson (8),Philadelphia Flyers,0,0,
8230,Dave Jackson (8),Quebec Nordiques,0,0,
8231,Dave Jackson (8),Boston Bruins,0,0,
8232,Dave Jackson (8),New Jersey Devils,0,0,
8233,Dave Jackson (8),Ottawa Senators,0,0,
8234,Dave Jackson (8),Colorado Avalanche,0,0,
8235,Dave Jackson (8),Phoenix Coyotes,0,0,
8236,Dave Jackson (8),Carolina Hurricanes,0,0,
8237,Dave Jackson (8),Nashville Predators,0,0,
8238,Dave Jackson (8),Atlanta Thrashers,0,0,
8239,Dave Jackson (8),Minnesota Wild,0,0,
8240,Dave Jackson (8),Columbus Blue Jackets,0,0,
8241,Dave Jackson (8),Winnipeg Jets,0,0,
8242,Dave Jackson (8),Arizona Coyotes,0,0,
8243,Dave Jackson (8),Vegas Golden Knights,0,0,
8244,Stephen Walcom,Buffalo Sabres,0,0,
8245,Stephen Walcom,New York Rangers,0,0,
8246,Stephen Walcom,Pittsburgh Penguins,0,0,
8247,Stephen Walcom,Tampa Bay Lightning,0,0,
8248,Stephen Walcom,Chicago Blackhawks,0,1,0.0
8249,Stephen Walcom,Detroit Red Wings,0,0,
8250,Stephen Walcom,Calgary Flames,0,0,
8251,Stephen Walcom,Winnipeg Jets (1979),0,0,
8252,Stephen Walcom,Anaheim Ducks,0,0,
8253,Stephen Walcom,Edmonton Oilers,0,0,
8254,Stephen Walcom,Dallas Stars,0,0,
8255,Stephen Walcom,Vancouver Canucks,0,0,
8256,Stephen Walcom,San Jose Sharks,0,0,
8257,Stephen Walcom,St. Louis Blues,0,0,
8258,Stephen Walcom,Los Angeles Kings,0,0,
8259,Stephen Walcom,Toronto Maple Leafs,0,0,
8260,Stephen Walcom,Hartford Whalers,1,0,1.0
8261,Stephen Walcom,Washington Capitals,0,0,
8262,Stephen Walcom,Florida Panthers,0,0,
8263,Stephen Walcom,New York Islanders,0,0,
8264,Stephen Walcom,Montréal Canadiens,1,0,1.0
8265,Stephen Walcom,Philadelphia Flyers,0,0,
8266,Stephen Walcom,Quebec Nordiques,0,0,
8267,Stephen Walcom,Boston Bruins,0,0,
8268,Stephen Walcom,New Jersey Devils,0,1,0.0
8269,Stephen Walcom,Ottawa Senators,0,0,
8270,Stephen Walcom,Colorado Avalanche,0,0,
8271,Stephen Walcom,Phoenix Coyotes,0,0,
8272,Stephen Walcom,Carolina Hurricanes,0,0,
8273,Stephen Walcom,Nashville Predators,0,0,
8274,Stephen Walcom,Atlanta Thrashers,0,0,
8275,Stephen Walcom,Minnesota Wild,0,0,
8276,Stephen Walcom,Columbus Blue Jackets,0,0,
8277,Stephen Walcom,Winnipeg Jets,0,0,
8278,Stephen Walcom,Arizona Coyotes,0,0,
8279,Stephen Walcom,Vegas Golden Knights,0,0,
8280,Rob Martell,Buffalo Sabres,24,28,0.46153846153846156
8281,Rob Martell,New York Rangers,25,18,0.5813953488372093
8282,Rob Martell,Pittsburgh Penguins,30,26,0.5357142857142857
8283,Rob Martell,Tampa Bay Lightning,41,32,0.5616438356164384
8284,Rob Martell,Chicago Blackhawks,33,35,0.4852941176470588
8285,Rob Martell,Detroit Red Wings,24,24,0.5
8286,Rob Martell,Calgary Flames,23,22,0.5111111111111111
8287,Rob Martell,Winnipeg Jets (1979),0,0,
8288,Rob Martell,Anaheim Ducks,43,23,0.6515151515151515
8289,Rob Martell,Edmonton Oilers,19,27,0.41304347826086957
8290,Rob Martell,Dallas Stars,34,25,0.576271186440678
8291,Rob Martell,Vancouver Canucks,23,21,0.5227272727272727
8292,Rob Martell,San Jose Sharks,30,22,0.5769230769230769
8293,Rob Martell,St. Louis Blues,34,26,0.5666666666666667
8294,Rob Martell,Los Angeles Kings,30,24,0.5555555555555556
8295,Rob Martell,Toronto Maple Leafs,14,23,0.3783783783783784
8296,Rob Martell,Hartford Whalers,0,1,0.0
8297,Rob Martell,Washington Capitals,35,25,0.5833333333333334
8298,Rob Martell,Florida Panthers,31,50,0.38271604938271603
8299,Rob Martell,New York Islanders,18,37,0.32727272727272727
8300,Rob Martell,Montréal Canadiens,16,25,0.3902439024390244
8301,Rob Martell,Philadelphia Flyers,39,20,0.6610169491525424
8302,Rob Martell,Quebec Nordiques,0,0,
8303,Rob Martell,Boston Bruins,27,22,0.5510204081632653
8304,Rob Martell,New Jersey Devils,16,29,0.35555555555555557
8305,Rob Martell,Ottawa Senators,25,24,0.5102040816326531
8306,Rob Martell,Colorado Avalanche,27,30,0.47368421052631576
8307,Rob Martell,Phoenix Coyotes,22,24,0.4782608695652174
8308,Rob Martell,Carolina Hurricanes,28,23,0.5490196078431373
8309,Rob Martell,Nashville Predators,36,32,0.5294117647058824
8310,Rob Martell,Atlanta Thrashers,22,29,0.43137254901960786
8311,Rob Martell,Minnesota Wild,24,28,0.46153846153846156
8312,Rob Martell,Columbus Blue Jackets,25,44,0.36231884057971014
8313,Rob Martell,Winnipeg Jets,9,6,0.6
8314,Rob Martell,Arizona Coyotes,3,5,0.375
8315,Rob Martell,Vegas Golden Knights,0,0,
8316,Marouelli (6),Buffalo Sabres,0,0,
8317,Marouelli (6),New York Rangers,0,0,
8318,Marouelli (6),Pittsburgh Penguins,0,0,
8319,Marouelli (6),Tampa Bay Lightning,0,0,
8320,Marouelli (6),Chicago Blackhawks,0,0,
8321,Marouelli (6),Detroit Red Wings,0,0,
8322,Marouelli (6),Calgary Flames,0,0,
8323,Marouelli (6),Winnipeg Jets (1979),0,0,
8324,Marouelli (6),Anaheim Ducks,1,0,1.0
8325,Marouelli (6),Edmonton Oilers,0,0,
8326,Marouelli (6),Dallas Stars,0,0,
8327,Marouelli (6),Vancouver Canucks,0,0,
8328,Marouelli (6),San Jose Sharks,0,1,0.0
8329,Marouelli (6),St. Louis Blues,0,0,
8330,Marouelli (6),Los Angeles Kings,0,0,
8331,Marouelli (6),Toronto Maple Leafs,0,0,
8332,Marouelli (6),Hartford Whalers,0,0,
8333,Marouelli (6),Washington Capitals,0,0,
8334,Marouelli (6),Florida Panthers,0,0,
8335,Marouelli (6),New York Islanders,0,0,
8336,Marouelli (6),Montréal Canadiens,0,0,
8337,Marouelli (6),Philadelphia Flyers,0,0,
8338,Marouelli (6),Quebec Nordiques,0,0,
8339,Marouelli (6),Boston Bruins,0,0,
8340,Marouelli (6),New Jersey Devils,0,0,
8341,Marouelli (6),Ottawa Senators,0,0,
8342,Marouelli (6),Colorado Avalanche,0,0,
8343,Marouelli (6),Phoenix Coyotes,0,0,
8344,Marouelli (6),Carolina Hurricanes,0,0,
8345,Marouelli (6),Nashville Predators,0,0,
8346,Marouelli (6),Atlanta Thrashers,0,0,
8347,Marouelli (6),Minnesota Wild,0,0,
8348,Marouelli (6),Columbus Blue Jackets,0,0,
8349,Marouelli (6),Winnipeg Jets,0,0,
8350,Marouelli (6),Arizona Coyotes,0,0,
8351,Marouelli (6),Vegas Golden Knights,0,0,
8352,Pat Dapuzo,Buffalo Sabres,0,0,
8353,Pat Dapuzo,New York Rangers,0,0,
8354,Pat Dapuzo,Pittsburgh Penguins,0,0,
8355,Pat Dapuzo,Tampa Bay Lightning,0,1,0.0
8356,Pat Dapuzo,Chicago Blackhawks,0,0,
8357,Pat Dapuzo,Detroit Red Wings,0,0,
8358,Pat Dapuzo,Calgary Flames,0,0,
8359,Pat Dapuzo,Winnipeg Jets (1979),0,0,
8360,Pat Dapuzo,Anaheim Ducks,0,0,
8361,Pat Dapuzo,Edmonton Oilers,0,0,
8362,Pat Dapuzo,Dallas Stars,0,0,
8363,Pat Dapuzo,Vancouver Canucks,0,0,
8364,Pat Dapuzo,San Jose Sharks,0,0,
8365,Pat Dapuzo,St. Louis Blues,0,0,
8366,Pat Dapuzo,Los Angeles Kings,0,0,
8367,Pat Dapuzo,Toronto Maple Leafs,0,0,
8368,Pat Dapuzo,Hartford Whalers,0,0,
8369,Pat Dapuzo,Washington Capitals,0,0,
8370,Pat Dapuzo,Florida Panthers,0,0,
8371,Pat Dapuzo,New York Islanders,0,0,
8372,Pat Dapuzo,Montréal Canadiens,0,0,
8373,Pat Dapuzo,Philadelphia Flyers,1,0,1.0
8374,Pat Dapuzo,Quebec Nordiques,0,0,
8375,Pat Dapuzo,Boston Bruins,0,0,
8376,Pat Dapuzo,New Jersey Devils,0,0,
8377,Pat Dapuzo,Ottawa Senators,0,0,
8378,Pat Dapuzo,Colorado Avalanche,0,0,
8379,Pat Dapuzo,Phoenix Coyotes,0,0,
8380,Pat Dapuzo,Carolina Hurricanes,0,0,
8381,Pat Dapuzo,Nashville Predators,0,0,
8382,Pat Dapuzo,Atlanta Thrashers,0,0,
8383,Pat Dapuzo,Minnesota Wild,0,0,
8384,Pat Dapuzo,Columbus Blue Jackets,0,0,
8385,Pat Dapuzo,Winnipeg Jets,0,0,
8386,Pat Dapuzo,Arizona Coyotes,0,0,
8387,Pat Dapuzo,Vegas Golden Knights,0,0,
8388,Walkon,Buffalo Sabres,0,0,
8389,Walkon,New York Rangers,0,0,
8390,Walkon,Pittsburgh Penguins,0,0,
8391,Walkon,Tampa Bay Lightning,0,0,
8392,Walkon,Chicago Blackhawks,0,0,
8393,Walkon,Detroit Red Wings,0,0,
8394,Walkon,Calgary Flames,0,0,
8395,Walkon,Winnipeg Jets (1979),0,0,
8396,Walkon,Anaheim Ducks,0,0,
8397,Walkon,Edmonton Oilers,0,0,
8398,Walkon,Dallas Stars,0,0,
8399,Walkon,Vancouver Canucks,0,0,
8400,Walkon,San Jose Sharks,0,0,
8401,Walkon,St. Louis Blues,0,0,
8402,Walkon,Los Angeles Kings,1,0,1.0
8403,Walkon,Toronto Maple Leafs,0,0,
8404,Walkon,Hartford Whalers,0,0,
8405,Walkon,Washington Capitals,0,0,
8406,Walkon,Florida Panthers,0,0,
8407,Walkon,New York Islanders,0,0,
8408,Walkon,Montréal Canadiens,0,0,
8409,Walkon,Philadelphia Flyers,0,0,
8410,Walkon,Quebec Nordiques,0,0,
8411,Walkon,Boston Bruins,0,0,
8412,Walkon,New Jersey Devils,0,0,
8413,Walkon,Ottawa Senators,0,0,
8414,Walkon,Colorado Avalanche,0,1,0.0
8415,Walkon,Phoenix Coyotes,0,0,
8416,Walkon,Carolina Hurricanes,0,0,
8417,Walkon,Nashville Predators,0,0,
8418,Walkon,Atlanta Thrashers,0,0,
8419,Walkon,Minnesota Wild,0,0,
8420,Walkon,Columbus Blue Jackets,0,0,
8421,Walkon,Winnipeg Jets,0,0,
8422,Walkon,Arizona Coyotes,0,0,
8423,Walkon,Vegas Golden Knights,0,0,
8424,Lonnie Cameron,Buffalo Sabres,1,0,1.0
8425,Lonnie Cameron,New York Rangers,0,2,0.0
8426,Lonnie Cameron,Pittsburgh Penguins,0,0,
8427,Lonnie Cameron,Tampa Bay Lightning,0,1,0.0
8428,Lonnie Cameron,Chicago Blackhawks,2,3,0.4
8429,Lonnie Cameron,Detroit Red Wings,0,2,0.0
8430,Lonnie Cameron,Calgary Flames,5,3,0.625
8431,Lonnie Cameron,Winnipeg Jets (1979),0,0,
8432,Lonnie Cameron,Anaheim Ducks,5,2,0.7142857142857143
8433,Lonnie Cameron,Edmonton Oilers,3,1,0.75
8434,Lonnie Cameron,Dallas Stars,2,1,0.6666666666666666
8435,Lonnie Cameron,Vancouver Canucks,6,9,0.4
8436,Lonnie Cameron,San Jose Sharks,3,4,0.42857142857142855
8437,Lonnie Cameron,St. Louis Blues,6,0,1.0
8438,Lonnie Cameron,Los Angeles Kings,2,5,0.2857142857142857
8439,Lonnie Cameron,Toronto Maple Leafs,0,1,0.0
8440,Lonnie Cameron,Hartford Whalers,1,0,1.0
8441,Lonnie Cameron,Washington Capitals,0,3,0.0
8442,Lonnie Cameron,Florida Panthers,0,1,0.0
8443,Lonnie Cameron,New York Islanders,2,0,1.0
8444,Lonnie Cameron,Montréal Canadiens,0,0,
8445,Lonnie Cameron,Philadelphia Flyers,0,0,
8446,Lonnie Cameron,Quebec Nordiques,0,0,
8447,Lonnie Cameron,Boston Bruins,0,2,0.0
8448,Lonnie Cameron,New Jersey Devils,1,0,1.0
8449,Lonnie Cameron,Ottawa Senators,2,0,1.0
8450,Lonnie Cameron,Colorado Avalanche,4,1,0.8
8451,Lonnie Cameron,Phoenix Coyotes,1,5,0.16666666666666666
8452,Lonnie Cameron,Carolina Hurricanes,1,0,1.0
8453,Lonnie Cameron,Nashville Predators,0,1,0.0
8454,Lonnie Cameron,Atlanta Thrashers,0,0,
8455,Lonnie Cameron,Minnesota Wild,0,0,
8456,Lonnie Cameron,Columbus Blue Jackets,0,0,
8457,Lonnie Cameron,Winnipeg Jets,0,0,
8458,Lonnie Cameron,Arizona Coyotes,0,0,
8459,Lonnie Cameron,Vegas Golden Knights,0,0,
8460,Cameron,Buffalo Sabres,0,0,
8461,Cameron,New York Rangers,0,0,
8462,Cameron,Pittsburgh Penguins,0,0,
8463,Cameron,Tampa Bay Lightning,0,0,
8464,Cameron,Chicago Blackhawks,0,0,
8465,Cameron,Detroit Red Wings,1,0,1.0
8466,Cameron,Calgary Flames,0,1,0.0
8467,Cameron,Winnipeg Jets (1979),0,0,
8468,Cameron,Anaheim Ducks,0,1,0.0
8469,Cameron,Edmonton Oilers,0,1,0.0
8470,Cameron,Dallas Stars,1,1,0.5
8471,Cameron,Vancouver Canucks,4,1,0.8
8472,Cameron,San Jose Sharks,3,1,0.75
8473,Cameron,St. Louis Blues,0,0,
8474,Cameron,Los Angeles Kings,0,0,
8475,Cameron,Toronto Maple Leafs,0,1,0.0
8476,Cameron,Hartford Whalers,0,0,
8477,Cameron,Washington Capitals,0,0,
8478,Cameron,Florida Panthers,0,0,
8479,Cameron,New York Islanders,0,0,
8480,Cameron,Montréal Canadiens,0,1,0.0
8481,Cameron,Philadelphia Flyers,0,0,
8482,Cameron,Quebec Nordiques,0,0,
8483,Cameron,Boston Bruins,0,0,
8484,Cameron,New Jersey Devils,0,0,
8485,Cameron,Ottawa Senators,0,0,
8486,Cameron,Colorado Avalanche,0,0,
8487,Cameron,Phoenix Coyotes,0,0,
8488,Cameron,Carolina Hurricanes,0,1,0.0
8489,Cameron,Nashville Predators,0,0,
8490,Cameron,Atlanta Thrashers,0,0,
8491,Cameron,Minnesota Wild,0,0,
8492,Cameron,Columbus Blue Jackets,0,0,
8493,Cameron,Winnipeg Jets,0,0,
8494,Cameron,Arizona Coyotes,0,0,
8495,Cameron,Vegas Golden Knights,0,0,
8496,Brad Kovachik,Buffalo Sabres,3,1,0.75
8497,Brad Kovachik,New York Rangers,0,2,0.0
8498,Brad Kovachik,Pittsburgh Penguins,1,2,0.3333333333333333
8499,Brad Kovachik,Tampa Bay Lightning,0,0,
8500,Brad Kovachik,Chicago Blackhawks,0,1,0.0
8501,Brad Kovachik,Detroit Red Wings,0,0,
8502,Brad Kovachik,Calgary Flames,0,1,0.0
8503,Brad Kovachik,Winnipeg Jets (1979),0,0,
8504,Brad Kovachik,Anaheim Ducks,1,0,1.0
8505,Brad Kovachik,Edmonton Oilers,0,0,
8506,Brad Kovachik,Dallas Stars,3,0,1.0
8507,Brad Kovachik,Vancouver Canucks,0,1,0.0
8508,Brad Kovachik,San Jose Sharks,1,0,1.0
8509,Brad Kovachik,St. Louis Blues,0,0,
8510,Brad Kovachik,Los Angeles Kings,0,1,0.0
8511,Brad Kovachik,Toronto Maple Leafs,1,1,0.5
8512,Brad Kovachik,Hartford Whalers,0,1,0.0
8513,Brad Kovachik,Washington Capitals,2,2,0.5
8514,Brad Kovachik,Florida Panthers,1,0,1.0
8515,Brad Kovachik,New York Islanders,2,2,0.5
8516,Brad Kovachik,Montréal Canadiens,0,0,
8517,Brad Kovachik,Philadelphia Flyers,1,0,1.0
8518,Brad Kovachik,Quebec Nordiques,0,0,
8519,Brad Kovachik,Boston Bruins,0,2,0.0
8520,Brad Kovachik,New Jersey Devils,1,1,0.5
8521,Brad Kovachik,Ottawa Senators,1,1,0.5
8522,Brad Kovachik,Colorado Avalanche,0,0,
8523,Brad Kovachik,Phoenix Coyotes,0,0,
8524,Brad Kovachik,Carolina Hurricanes,0,1,0.0
8525,Brad Kovachik,Nashville Predators,1,0,1.0
8526,Brad Kovachik,Atlanta Thrashers,1,0,1.0
8527,Brad Kovachik,Minnesota Wild,0,0,
8528,Brad Kovachik,Columbus Blue Jackets,0,0,
8529,Brad Kovachik,Winnipeg Jets,0,0,
8530,Brad Kovachik,Arizona Coyotes,0,0,
8531,Brad Kovachik,Vegas Golden Knights,0,0,
8532,Kovachik,Buffalo Sabres,0,0,
8533,Kovachik,New York Rangers,0,0,
8534,Kovachik,Pittsburgh Penguins,0,0,
8535,Kovachik,Tampa Bay Lightning,0,0,
8536,Kovachik,Chicago Blackhawks,0,0,
8537,Kovachik,Detroit Red Wings,1,0,1.0
8538,Kovachik,Calgary Flames,0,0,
8539,Kovachik,Winnipeg Jets (1979),0,0,
8540,Kovachik,Anaheim Ducks,0,0,
8541,Kovachik,Edmonton Oilers,0,0,
8542,Kovachik,Dallas Stars,0,0,
8543,Kovachik,Vancouver Canucks,0,1,0.0
8544,Kovachik,San Jose Sharks,0,1,0.0
8545,Kovachik,St. Louis Blues,0,0,
8546,Kovachik,Los Angeles Kings,0,0,
8547,Kovachik,Toronto Maple Leafs,0,0,
8548,Kovachik,Hartford Whalers,0,0,
8549,Kovachik,Washington Capitals,0,0,
8550,Kovachik,Florida Panthers,0,0,
8551,Kovachik,New York Islanders,0,0,
8552,Kovachik,Montréal Canadiens,1,0,1.0
8553,Kovachik,Philadelphia Flyers,0,0,
8554,Kovachik,Quebec Nordiques,0,0,
8555,Kovachik,Boston Bruins,0,0,
8556,Kovachik,New Jersey Devils,0,0,
8557,Kovachik,Ottawa Senators,0,0,
8558,Kovachik,Colorado Avalanche,0,0,
8559,Kovachik,Phoenix Coyotes,0,0,
8560,Kovachik,Carolina Hurricanes,0,0,
8561,Kovachik,Nashville Predators,0,0,
8562,Kovachik,Atlanta Thrashers,0,0,
8563,Kovachik,Minnesota Wild,0,0,
8564,Kovachik,Columbus Blue Jackets,0,0,
8565,Kovachik,Winnipeg Jets,0,0,
8566,Kovachik,Arizona Coyotes,0,0,
8567,Kovachik,Vegas Golden Knights,0,0,
8568,Ron Koharski,Buffalo Sabres,0,0,
8569,Ron Koharski,New York Rangers,0,0,
8570,Ron Koharski,Pittsburgh Penguins,0,0,
8571,Ron Koharski,Tampa Bay Lightning,0,0,
8572,Ron Koharski,Chicago Blackhawks,0,1,0.0
8573,Ron Koharski,Detroit Red Wings,0,0,
8574,Ron Koharski,Calgary Flames,0,0,
8575,Ron Koharski,Winnipeg Jets (1979),0,0,
8576,Ron Koharski,Anaheim Ducks,0,0,
8577,Ron Koharski,Edmonton Oilers,0,0,
8578,Ron Koharski,Dallas Stars,0,0,
8579,Ron Koharski,Vancouver Canucks,1,0,1.0
8580,Ron Koharski,San Jose Sharks,0,0,
8581,Ron Koharski,St. Louis Blues,0,0,
8582,Ron Koharski,Los Angeles Kings,0,0,
8583,Ron Koharski,Toronto Maple Leafs,0,0,
8584,Ron Koharski,Hartford Whalers,0,0,
8585,Ron Koharski,Washington Capitals,0,0,
8586,Ron Koharski,Florida Panthers,0,0,
8587,Ron Koharski,New York Islanders,0,0,
8588,Ron Koharski,Montréal Canadiens,0,0,
8589,Ron Koharski,Philadelphia Flyers,0,0,
8590,Ron Koharski,Quebec Nordiques,0,0,
8591,Ron Koharski,Boston Bruins,0,0,
8592,Ron Koharski,New Jersey Devils,0,0,
8593,Ron Koharski,Ottawa Senators,0,0,
8594,Ron Koharski,Colorado Avalanche,0,0,
8595,Ron Koharski,Phoenix Coyotes,0,0,
8596,Ron Koharski,Carolina Hurricanes,0,0,
8597,Ron Koharski,Nashville Predators,0,0,
8598,Ron Koharski,Atlanta Thrashers,0,0,
8599,Ron Koharski,Minnesota Wild,0,0,
8600,Ron Koharski,Columbus Blue Jackets,0,0,
8601,Ron Koharski,Winnipeg Jets,0,0,
8602,Ron Koharski,Arizona Coyotes,0,0,
8603,Ron Koharski,Vegas Golden Knights,0,0,
8604,Dan Ohalloran,Buffalo Sabres,0,0,
8605,Dan Ohalloran,New York Rangers,0,0,
8606,Dan Ohalloran,Pittsburgh Penguins,1,0,1.0
8607,Dan Ohalloran,Tampa Bay Lightning,0,0,
8608,Dan Ohalloran,Chicago Blackhawks,0,0,
8609,Dan Ohalloran,Detroit Red Wings,0,0,
8610,Dan Ohalloran,Calgary Flames,0,0,
8611,Dan Ohalloran,Winnipeg Jets (1979),0,0,
8612,Dan Ohalloran,Anaheim Ducks,0,0,
8613,Dan Ohalloran,Edmonton Oilers,0,1,0.0
8614,Dan Ohalloran,Dallas Stars,0,0,
8615,Dan Ohalloran,Vancouver Canucks,0,0,
8616,Dan Ohalloran,San Jose Sharks,0,0,
8617,Dan Ohalloran,St. Louis Blues,0,0,
8618,Dan Ohalloran,Los Angeles Kings,0,0,
8619,Dan Ohalloran,Toronto Maple Leafs,0,0,
8620,Dan Ohalloran,Hartford Whalers,0,1,0.0
8621,Dan Ohalloran,Washington Capitals,0,0,
8622,Dan Ohalloran,Florida Panthers,0,0,
8623,Dan Ohalloran,New York Islanders,0,0,
8624,Dan Ohalloran,Montréal Canadiens,0,0,
8625,Dan Ohalloran,Philadelphia Flyers,0,0,
8626,Dan Ohalloran,Quebec Nordiques,0,0,
8627,Dan Ohalloran,Boston Bruins,0,0,
8628,Dan Ohalloran,New Jersey Devils,1,0,1.0
8629,Dan Ohalloran,Ottawa Senators,0,0,
8630,Dan Ohalloran,Colorado Avalanche,0,0,
8631,Dan Ohalloran,Phoenix Coyotes,0,0,
8632,Dan Ohalloran,Carolina Hurricanes,0,0,
8633,Dan Ohalloran,Nashville Predators,0,0,
8634,Dan Ohalloran,Atlanta Thrashers,0,0,
8635,Dan Ohalloran,Minnesota Wild,0,0,
8636,Dan Ohalloran,Columbus Blue Jackets,0,0,
8637,Dan Ohalloran,Winnipeg Jets,0,0,
8638,Dan Ohalloran,Arizona Coyotes,0,0,
8639,Dan Ohalloran,Vegas Golden Knights,0,0,
8640,Waldom,Buffalo Sabres,0,0,
8641,Waldom,New York Rangers,0,0,
8642,Waldom,Pittsburgh Penguins,0,0,
8643,Waldom,Tampa Bay Lightning,0,0,
8644,Waldom,Chicago Blackhawks,0,0,
8645,Waldom,Detroit Red Wings,0,0,
8646,Waldom,Calgary Flames,0,0,
8647,Waldom,Winnipeg Jets (1979),0,0,
8648,Waldom,Anaheim Ducks,1,0,1.0
8649,Waldom,Edmonton Oilers,0,0,
8650,Waldom,Dallas Stars,0,0,
8651,Waldom,Vancouver Canucks,0,0,
8652,Waldom,San Jose Sharks,0,1,0.0
8653,Waldom,St. Louis Blues,0,0,
8654,Waldom,Los Angeles Kings,0,0,
8655,Waldom,Toronto Maple Leafs,0,0,
8656,Waldom,Hartford Whalers,0,0,
8657,Waldom,Washington Capitals,0,0,
8658,Waldom,Florida Panthers,0,0,
8659,Waldom,New York Islanders,0,0,
8660,Waldom,Montréal Canadiens,0,0,
