Year,Ref,Score,Team
2002,Brad Watson,6,St. Louis Blues
2002,Tim Peel,3,Phoenix Coyotes
2002,Tim Peel,6,St. Louis Blues
2002,Blaine Angus,2,Minnesota Wild
2002,Blaine Angus,2,Nashville Predators
2002,Mike Hasenfratz,2,Minnesota Wild
2002,Mike Hasenfratz,2,Nashville Predators
2002,Kelly Sutherland,2,Edmonton Oilers
2002,Kelly Sutherland,1,Los Angeles Kings
2002,Shane Heyer,2,Edmonton Oilers
2002,Shane Heyer,1,Los Angeles Kings
2002,Dave Jackson,3,Montréal Canadiens
2002,Dave Jackson,4,San Jose Sharks
2002,Greg Kimmerly,3,Montréal Canadiens
2002,Greg Kimmerly,4,San Jose Sharks
2002,Dan O'Halloran,5,New York Rangers
2002,Dan O'Halloran,1,Philadelphia Flyers
2002,Paul Devorski,5,New York Rangers
2002,Paul Devorski,1,Philadelphia Flyers
2002,Kerry Fraser,1,Carolina Hurricanes
2002,Kerry Fraser,0,Minnesota Wild
2002,Marc Joannette,1,Carolina Hurricanes
2002,Marc Joannette,0,Minnesota Wild
2002,Dennis LaRue,1,Atlanta Thrashers
2002,Dennis LaRue,2,Florida Panthers
2002,Tom Kowal,1,Atlanta Thrashers
2002,Tom Kowal,2,Florida Panthers
2002,Dean Warren,3,Colorado Avalanche
2002,Dean Warren,4,Tampa Bay Lightning
2002,Mark Faucette,3,Colorado Avalanche
2002,Mark Faucette,4,Tampa Bay Lightning
2002,Rob Shick,7,Detroit Red Wings
2002,Rob Shick,2,St. Louis Blues
2002,Stephen Walkom,7,Detroit Red Wings
2002,Stephen Walkom,2,St. Louis Blues
2002,Eric Furlatt,2,Calgary Flames
2002,Eric Furlatt,0,Chicago Blackhawks
2002,Terry Gregson,2,Calgary Flames
2002,Terry Gregson,0,Chicago Blackhawks
2002,Bill McCreary,1,Dallas Stars
2002,Bill McCreary,2,Nashville Predators
2002,Kevin Pollock,1,Dallas Stars
2002,Kevin Pollock,2,Nashville Predators
2002,Don Koharski,1,Anaheim Ducks
2002,Don Koharski,4,Edmonton Oilers
2002,Rob Martell,1,Anaheim Ducks
2002,Rob Martell,4,Edmonton Oilers
2002,Brad Meier,5,Boston Bruins
2002,Brad Meier,4,Washington Capitals
2002,Mike Leggo,5,Boston Bruins
2002,Mike Leggo,4,Washington Capitals
2002,Michael McGeough,3,Toronto Maple Leafs
2002,Michael McGeough,3,Vancouver Canucks
2002,Terry Gregson,3,Toronto Maple Leafs
2002,Terry Gregson,3,Vancouver Canucks
2002,Kerry Fraser,4,New Jersey Devils
2002,Kerry Fraser,2,New York Islanders
2002,Marc Joannette,4,New Jersey Devils
2002,Marc Joannette,2,New York Islanders
2002,Dan Marouelli,2,Colorado Avalanche
2002,Dan Marouelli,1,Philadelphia Flyers
2002,Stephen Walkom,2,Colorado Avalanche
2002,Stephen Walkom,1,Philadelphia Flyers
2002,Dennis LaRue,3,Calgary Flames
2002,Dennis LaRue,2,Columbus Blue Jackets
2002,Paul Stewart,3,Calgary Flames
2002,Paul Stewart,2,Columbus Blue Jackets
2002,Chris Rooney,5,Ottawa Senators
2002,Chris Rooney,1,Pittsburgh Penguins
2002,Eric Furlatt,5,Ottawa Senators
2002,Eric Furlatt,1,Pittsburgh Penguins
2002,Blaine Angus,4,Buffalo Sabres
2002,Blaine Angus,0,Florida Panthers
2002,Tom Kowal,4,Buffalo Sabres
2002,Tom Kowal,0,Florida Panthers
2002,Don Van Massenhoven,6,Phoenix Coyotes
2002,Don Van Massenhoven,4,San Jose Sharks
2002,Greg Kimmerly,6,Phoenix Coyotes
2002,Greg Kimmerly,4,San Jose Sharks
2002,Dave Jackson,2,Los Angeles Kings
2002,Dave Jackson,1,Montréal Canadiens
2002,Rob Martell,2,Los Angeles Kings
2002,Rob Martell,1,Montréal Canadiens
2002,Dean Warren,4,Atlanta Thrashers
2002,Dean Warren,6,Minnesota Wild
2002,Mike Leggo,4,Atlanta Thrashers
2002,Mike Leggo,6,Minnesota Wild
2002,Mike Hasenfratz,5,Boston Bruins
2002,Mike Hasenfratz,8,Chicago Blackhawks
2002,Tim Peel,5,Boston Bruins
2002,Tim Peel,8,Chicago Blackhawks
2002,Kevin Pollock,1,Buffalo Sabres
2002,Kevin Pollock,1,Tampa Bay Lightning
2002,Tom Kowal,1,Buffalo Sabres
2002,Tom Kowal,1,Tampa Bay Lightning
2002,Dave Jackson,4,Anaheim Ducks
2002,Dave Jackson,1,Detroit Red Wings
2002,Don Koharski,4,Anaheim Ducks
2002,Don Koharski,1,Detroit Red Wings
2002,Brad Meier,4,Ottawa Senators
2002,Brad Meier,2,Pittsburgh Penguins
2002,Dan O'Halloran,4,Ottawa Senators
2002,Dan O'Halloran,2,Pittsburgh Penguins
2002,Dennis LaRue,3,Dallas Stars
2002,Dennis LaRue,0,San Jose Sharks
2002,Kelly Sutherland,3,Dallas Stars
2002,Kelly Sutherland,0,San Jose Sharks
2002,Dan Marouelli,2,Florida Panthers
2002,Dan Marouelli,1,New York Rangers
2002,Mike Leggo,2,Florida Panthers
2002,Mike Leggo,1,New York Rangers
2002,Chris Rooney,1,Philadelphia Flyers
2002,Chris Rooney,2,Washington Capitals
2002,Kerry Fraser,1,Philadelphia Flyers
2002,Kerry Fraser,2,Washington Capitals
2002,Marc Joannette,6,Carolina Hurricanes
2002,Marc Joannette,5,Columbus Blue Jackets
2002,Scott Zelkin,6,Carolina Hurricanes
2002,Scott Zelkin,5,Columbus Blue Jackets
2002,Bill McCreary,3,Montréal Canadiens
2002,Bill McCreary,1,Nashville Predators
2002,Shane Heyer,3,Montréal Canadiens
2002,Shane Heyer,1,Nashville Predators
2002,Brad Watson,2,Colorado Avalanche
2002,Brad Watson,2,Phoenix Coyotes
2002,Mark Faucette,2,Colorado Avalanche
2002,Mark Faucette,2,Phoenix Coyotes
2002,Mike Hasenfratz,2,Edmonton Oilers
2002,Mike Hasenfratz,3,Toronto Maple Leafs
2002,Tim Peel,2,Edmonton Oilers
2002,Tim Peel,3,Toronto Maple Leafs
2002,Don Van Massenhoven,3,Detroit Red Wings
2002,Don Van Massenhoven,2,Los Angeles Kings
2002,Rob Shick,3,Detroit Red Wings
2002,Rob Shick,2,Los Angeles Kings
2002,Paul Devorski,3,Boston Bruins
2002,Paul Devorski,4,Ottawa Senators
2002,Stephane Auger,3,Boston Bruins
2002,Stephane Auger,4,Ottawa Senators
2002,Chris Rooney,0,Columbus Blue Jackets
2002,Chris Rooney,2,Dallas Stars
2002,Dan O'Halloran,0,Columbus Blue Jackets
2002,Dan O'Halloran,2,Dallas Stars
2002,Ian Walsh,3,Atlanta Thrashers
2002,Ian Walsh,2,New Jersey Devils
2002,Paul Stewart,3,Atlanta Thrashers
2002,Paul Stewart,2,New Jersey Devils
2002,Brad Meier,2,Calgary Flames
2002,Brad Meier,5,Edmonton Oilers
2002,Mike Hasenfratz,2,Calgary Flames
2002,Mike Hasenfratz,5,Edmonton Oilers
2002,Don Koharski,3,New York Islanders
2002,Don Koharski,4,Vancouver Canucks
2002,Rob Martell,3,New York Islanders
2002,Rob Martell,4,Vancouver Canucks
2002,Dave Jackson,2,San Jose Sharks
2002,Dave Jackson,4,St. Louis Blues
2002,Dennis LaRue,2,San Jose Sharks
2002,Dennis LaRue,4,St. Louis Blues
2002,Craig Spada,2,Buffalo Sabres
2002,Craig Spada,3,Carolina Hurricanes
2002,Mike Leggo,2,Buffalo Sabres
2002,Mike Leggo,3,Carolina Hurricanes
2002,Kevin Pollock,2,Los Angeles Kings
2002,Kevin Pollock,4,Tampa Bay Lightning
2002,Shane Heyer,2,Los Angeles Kings
2002,Shane Heyer,4,Tampa Bay Lightning
2002,Kerry Fraser,2,Nashville Predators
2002,Kerry Fraser,2,Pittsburgh Penguins
2002,Stephane Auger,2,Nashville Predators
2002,Stephane Auger,2,Pittsburgh Penguins
2002,Dan Marouelli,0,Florida Panthers
2002,Dan Marouelli,4,Montréal Canadiens
2002,Dean Warren,0,Florida Panthers
2002,Dean Warren,4,Montréal Canadiens
2002,Brad Watson,2,Dallas Stars
2002,Brad Watson,4,Minnesota Wild
2002,Don Van Massenhoven,2,Dallas Stars
2002,Don Van Massenhoven,4,Minnesota Wild
2002,Kelly Sutherland,3,Detroit Red Wings
2002,Kelly Sutherland,2,Phoenix Coyotes
2002,Stephen Walkom,3,Detroit Red Wings
2002,Stephen Walkom,2,Phoenix Coyotes
2002,Mark Faucette,5,Anaheim Ducks
2002,Mark Faucette,2,Chicago Blackhawks
2002,Tim Peel,5,Anaheim Ducks
2002,Tim Peel,2,Chicago Blackhawks
2002,Bill McCreary,4,Boston Bruins
2002,Bill McCreary,3,New Jersey Devils
2002,Mike Leggo,4,Boston Bruins
2002,Mike Leggo,3,New Jersey Devils
2002,Blaine Angus,2,New York Rangers
2002,Blaine Angus,3,Ottawa Senators
2002,Terry Gregson,2,New York Rangers
2002,Terry Gregson,3,Ottawa Senators
2002,Kerry Fraser,3,Carolina Hurricanes
2002,Kerry Fraser,5,Philadelphia Flyers
2002,Stephane Auger,3,Carolina Hurricanes
2002,Stephane Auger,5,Philadelphia Flyers
2002,Brad Watson,5,Colorado Avalanche
2002,Brad Watson,1,Columbus Blue Jackets
2002,Scott Zelkin,5,Colorado Avalanche
2002,Scott Zelkin,1,Columbus Blue Jackets
2002,Greg Kimmerly,2,Atlanta Thrashers
2002,Greg Kimmerly,4,Montréal Canadiens
2002,Shane Heyer,2,Atlanta Thrashers
2002,Shane Heyer,4,Montréal Canadiens
2002,Dave Jackson,4,Calgary Flames
2002,Dave Jackson,3,Toronto Maple Leafs
2002,Eric Furlatt,4,Calgary Flames
2002,Eric Furlatt,3,Toronto Maple Leafs
2002,Brad Meier,2,Edmonton Oilers
2002,Brad Meier,5,New York Islanders
2002,Don Koharski,2,Edmonton Oilers
2002,Don Koharski,5,New York Islanders
2002,Dennis LaRue,4,St. Louis Blues
2002,Dennis LaRue,4,Vancouver Canucks
2002,Stephen Walkom,4,St. Louis Blues
2002,Stephen Walkom,4,Vancouver Canucks
2002,Dan O'Halloran,2,Buffalo Sabres
2002,Dan O'Halloran,4,Tampa Bay Lightning
2002,Marc Joannette,2,Buffalo Sabres
2002,Marc Joannette,4,Tampa Bay Lightning
2002,Greg Kimmerly,3,Los Angeles Kings
2002,Greg Kimmerly,1,Washington Capitals
2002,Kerry Fraser,3,Los Angeles Kings
2002,Kerry Fraser,1,Washington Capitals
2002,Mike Hasenfratz,3,Minnesota Wild
2002,Mike Hasenfratz,1,Nashville Predators
2002,Paul Devorski,3,Minnesota Wild
2002,Paul Devorski,1,Nashville Predators
2002,Kelly Sutherland,4,Chicago Blackhawks
2002,Kelly Sutherland,0,Phoenix Coyotes
2002,Mark Faucette,4,Chicago Blackhawks
2002,Mark Faucette,0,Phoenix Coyotes
2002,Paul Stewart,4,Boston Bruins
2002,Paul Stewart,1,Florida Panthers
2002,Wes McCauley,4,Boston Bruins
2002,Wes McCauley,1,Florida Panthers
2002,Dan Marouelli,3,New Jersey Devils
2002,Dan Marouelli,1,New York Rangers
2002,Stephane Auger,3,New Jersey Devils
2002,Stephane Auger,1,New York Rangers
2002,Bill McCreary,4,Philadelphia Flyers
2002,Bill McCreary,1,Pittsburgh Penguins
2002,Shane Heyer,4,Philadelphia Flyers
2002,Shane Heyer,1,Pittsburgh Penguins
2002,Kevin Pollock,3,Colorado Avalanche
2002,Kevin Pollock,5,Detroit Red Wings
2002,Michael McGeough,3,Colorado Avalanche
2002,Michael McGeough,5,Detroit Red Wings
2002,Blaine Angus,1,Montréal Canadiens
2002,Blaine Angus,2,Tampa Bay Lightning
2002,Marc Joannette,1,Montréal Canadiens
2002,Marc Joannette,2,Tampa Bay Lightning
2002,Dean Warren,5,New York Islanders
2002,Dean Warren,2,Ottawa Senators
2002,Don Van Massenhoven,5,New York Islanders
2002,Don Van Massenhoven,2,Ottawa Senators
2002,Brad Watson,0,Carolina Hurricanes
2002,Brad Watson,0,Los Angeles Kings
2002,Dan O'Halloran,0,Carolina Hurricanes
2002,Dan O'Halloran,0,Los Angeles Kings
2002,Greg Kimmerly,5,Atlanta Thrashers
2002,Greg Kimmerly,3,Buffalo Sabres
2002,Mike Hasenfratz,5,Atlanta Thrashers
2002,Mike Hasenfratz,3,Buffalo Sabres
2002,Chris Rooney,5,Columbus Blue Jackets
2002,Chris Rooney,0,Minnesota Wild
2002,Terry Gregson,5,Columbus Blue Jackets
2002,Terry Gregson,0,Minnesota Wild
2002,Dennis LaRue,1,Toronto Maple Leafs
2002,Dennis LaRue,0,Vancouver Canucks
2002,Don Koharski,1,Toronto Maple Leafs
2002,Don Koharski,0,Vancouver Canucks
2002,Paul Devorski,0,Nashville Predators
2002,Paul Devorski,1,St. Louis Blues
2002,Scott Zelkin,0,Nashville Predators
2002,Scott Zelkin,1,St. Louis Blues
2002,Brad Meier,2,Anaheim Ducks
2002,Brad Meier,4,Phoenix Coyotes
2002,Tim Peel,2,Anaheim Ducks
2002,Tim Peel,4,Phoenix Coyotes
2002,Eric Furlatt,3,Dallas Stars
2002,Eric Furlatt,4,Edmonton Oilers
2002,Stephen Walkom,3,Dallas Stars
2002,Stephen Walkom,4,Edmonton Oilers
2002,Kelly Sutherland,2,Calgary Flames
2002,Kelly Sutherland,3,San Jose Sharks
2002,Mark Faucette,2,Calgary Flames
2002,Mark Faucette,3,San Jose Sharks
2002,Shane Heyer,4,Florida Panthers
2002,Shane Heyer,2,Pittsburgh Penguins
2002,Stephane Auger,4,Florida Panthers
2002,Stephane Auger,2,Pittsburgh Penguins
2002,Dan Marouelli,1,Colorado Avalanche
2002,Dan Marouelli,2,Washington Capitals
2002,Dan O'Halloran,1,Colorado Avalanche
2002,Dan O'Halloran,2,Washington Capitals
2002,Brad Watson,6,Detroit Red Wings
2002,Brad Watson,2,Ottawa Senators
2002,Terry Gregson,6,Detroit Red Wings
2002,Terry Gregson,2,Ottawa Senators
2002,Brad Meier,2,Anaheim Ducks
2002,Brad Meier,2,Calgary Flames
2002,Don Koharski,2,Anaheim Ducks
2002,Don Koharski,2,Calgary Flames
2002,Kerry Fraser,2,New Jersey Devils
2002,Kerry Fraser,4,Philadelphia Flyers
2002,Rob Martell,2,New Jersey Devils
2002,Rob Martell,4,Philadelphia Flyers
2002,Bill McCreary,0,New York Islanders
2002,Bill McCreary,1,New York Rangers
2002,Rob Shick,0,New York Islanders
2002,Rob Shick,1,New York Rangers
2002,Chris Lee,3,Minnesota Wild
2002,Chris Lee,3,Tampa Bay Lightning
2002,Kevin Pollock,3,Minnesota Wild
2002,Kevin Pollock,3,Tampa Bay Lightning
2002,Ian Walsh,3,Atlanta Thrashers
2002,Ian Walsh,2,Columbus Blue Jackets
2002,Paul Stewart,3,Atlanta Thrashers
2002,Paul Stewart,2,Columbus Blue Jackets
2002,Don Van Massenhoven,5,Edmonton Oilers
2002,Don Van Massenhoven,3,Nashville Predators
2002,Shane Heyer,5,Edmonton Oilers
2002,Shane Heyer,3,Nashville Predators
2002,Paul Devorski,2,Dallas Stars
2002,Paul Devorski,4,Vancouver Canucks
2002,Scott Zelkin,2,Dallas Stars
2002,Scott Zelkin,4,Vancouver Canucks
2002,Mike Leggo,3,Chicago Blackhawks
2002,Mike Leggo,2,San Jose Sharks
2002,Stephen Walkom,3,Chicago Blackhawks
2002,Stephen Walkom,2,San Jose Sharks
2002,Bob Langdon,5,Buffalo Sabres
2002,Bob Langdon,2,Philadelphia Flyers
2002,Greg Kimmerly,5,Buffalo Sabres
2002,Greg Kimmerly,2,Philadelphia Flyers
2002,Mike Hasenfratz,5,Carolina Hurricanes
2002,Mike Hasenfratz,6,Ottawa Senators
2002,Terry Gregson,5,Carolina Hurricanes
2002,Terry Gregson,6,Ottawa Senators
2002,Bill McCreary,3,New York Islanders
2002,Bill McCreary,3,Toronto Maple Leafs
2002,Dan Marouelli,3,New York Islanders
2002,Dan Marouelli,3,Toronto Maple Leafs
2002,Dave Jackson,0,Montréal Canadiens
2002,Dave Jackson,1,New Jersey Devils
2002,Rob Shick,0,Montréal Canadiens
2002,Rob Shick,1,New Jersey Devils
2002,Dean Morton,5,Detroit Red Wings
2002,Dean Morton,1,Pittsburgh Penguins
2002,Dean Warren,5,Detroit Red Wings
2002,Dean Warren,1,Pittsburgh Penguins
2002,Don Van Massenhoven,6,St. Louis Blues
2002,Don Van Massenhoven,4,Vancouver Canucks
2002,Paul Devorski,6,St. Louis Blues
2002,Paul Devorski,4,Vancouver Canucks
2002,Eric Furlatt,1,Boston Bruins
2002,Eric Furlatt,2,Phoenix Coyotes
2002,Stephen Walkom,1,Boston Bruins
2002,Stephen Walkom,2,Phoenix Coyotes
2002,Kelly Sutherland,4,Calgary Flames
2002,Kelly Sutherland,1,Los Angeles Kings
2002,Mark Faucette,4,Calgary Flames
2002,Mark Faucette,1,Los Angeles Kings
2002,Paul Stewart,0,Buffalo Sabres
2002,Paul Stewart,3,New York Rangers
2002,Stephane Auger,0,Buffalo Sabres
2002,Stephane Auger,3,New York Rangers
2002,Dean Morton,4,Atlanta Thrashers
2002,Dean Morton,5,Dallas Stars
2002,Tim Peel,4,Atlanta Thrashers
2002,Tim Peel,5,Dallas Stars
2002,Chris Lee,1,Florida Panthers
2002,Chris Lee,3,Minnesota Wild
2002,Kevin Pollock,1,Florida Panthers
2002,Kevin Pollock,3,Minnesota Wild
2002,Don Koharski,4,Anaheim Ducks
2002,Don Koharski,3,Chicago Blackhawks
2002,Scott Zelkin,4,Anaheim Ducks
2002,Scott Zelkin,3,Chicago Blackhawks
2002,Brad Watson,2,Colorado Avalanche
2002,Brad Watson,0,San Jose Sharks
2002,Scott Zelkin,2,Colorado Avalanche
2002,Scott Zelkin,0,San Jose Sharks
2002,Dean Morton,4,Columbus Blue Jackets
2002,Dean Morton,3,Toronto Maple Leafs
2002,Tim Peel,4,Columbus Blue Jackets
2002,Tim Peel,3,Toronto Maple Leafs
2002,Dean Warren,3,Montréal Canadiens
2002,Dean Warren,6,New York Islanders
2002,Rob Shick,3,Montréal Canadiens
2002,Rob Shick,6,New York Islanders
2002,Rob Martell,4,Philadelphia Flyers
2002,Rob Martell,2,Pittsburgh Penguins
2002,Stephane Auger,4,Philadelphia Flyers
2002,Stephane Auger,2,Pittsburgh Penguins
2002,Dan Marouelli,2,Anaheim Ducks
2002,Dan Marouelli,3,St. Louis Blues
2002,Marc Joannette,2,Anaheim Ducks
2002,Marc Joannette,3,St. Louis Blues
2002,Dennis LaRue,1,Calgary Flames
2002,Dennis LaRue,4,Washington Capitals
2002,Eric Furlatt,1,Calgary Flames
2002,Eric Furlatt,4,Washington Capitals
2002,Chris Rooney,2,Edmonton Oilers
2002,Chris Rooney,3,Phoenix Coyotes
2002,Dan O'Halloran,2,Edmonton Oilers
2002,Dan O'Halloran,3,Phoenix Coyotes
2002,Brad Meier,3,Nashville Predators
2002,Brad Meier,7,Vancouver Canucks
2002,Kelly Sutherland,3,Nashville Predators
2002,Kelly Sutherland,7,Vancouver Canucks
2002,Mike Leggo,2,Los Angeles Kings
2002,Mike Leggo,2,Tampa Bay Lightning
2002,Shane Heyer,2,Los Angeles Kings
2002,Shane Heyer,2,Tampa Bay Lightning
2002,Greg Kimmerly,3,New Jersey Devils
2002,Greg Kimmerly,1,Pittsburgh Penguins
2002,Rob Martell,3,New Jersey Devils
2002,Rob Martell,1,Pittsburgh Penguins
2002,Chris Lee,1,Atlanta Thrashers
2002,Chris Lee,5,Ottawa Senators
2002,Paul Stewart,1,Atlanta Thrashers
2002,Paul Stewart,5,Ottawa Senators
2002,Kerry Fraser,2,Dallas Stars
2002,Kerry Fraser,3,Minnesota Wild
2002,Marc Joannette,2,Dallas Stars
2002,Marc Joannette,3,Minnesota Wild
2002,Brad Watson,2,Boston Bruins
2002,Brad Watson,3,San Jose Sharks
2002,Chris Rooney,2,Boston Bruins
2002,Chris Rooney,3,San Jose Sharks
2002,Don Van Massenhoven,2,New York Rangers
2002,Don Van Massenhoven,1,Philadelphia Flyers
2002,Stephen Walkom,2,New York Rangers
2002,Stephen Walkom,1,Philadelphia Flyers
2002,Don Koharski,4,Detroit Red Wings
2002,Don Koharski,2,St. Louis Blues
2002,Paul Devorski,4,Detroit Red Wings
2002,Paul Devorski,2,St. Louis Blues
2002,Terry Gregson,1,Chicago Blackhawks
2002,Terry Gregson,8,Colorado Avalanche
2002,Tim Peel,1,Chicago Blackhawks
2002,Tim Peel,8,Colorado Avalanche
2002,Paul Stewart,2,Buffalo Sabres
2002,Paul Stewart,3,Toronto Maple Leafs
2002,Rob Shick,2,Buffalo Sabres
2002,Rob Shick,3,Toronto Maple Leafs
2002,Eric Furlatt,3,Carolina Hurricanes
2002,Eric Furlatt,5,Montréal Canadiens
2002,Stephane Auger,3,Carolina Hurricanes
2002,Stephane Auger,5,Montréal Canadiens
2002,Bill McCreary,4,New Jersey Devils
2002,Bill McCreary,2,New York Islanders
2002,Dave Jackson,4,New Jersey Devils
2002,Dave Jackson,2,New York Islanders
2002,Jay Sharrers,3,Atlanta Thrashers
2002,Jay Sharrers,2,Columbus Blue Jackets
2002,Rob Martell,3,Atlanta Thrashers
2002,Rob Martell,2,Columbus Blue Jackets
2002,Chris Lee,1,Florida Panthers
2002,Chris Lee,3,Ottawa Senators
2002,Kerry Fraser,1,Florida Panthers
2002,Kerry Fraser,3,Ottawa Senators
2002,Blaine Angus,1,Calgary Flames
2002,Blaine Angus,1,Nashville Predators
2002,Brad Meier,1,Calgary Flames
2002,Brad Meier,1,Nashville Predators
2002,Brad Watson,0,Phoenix Coyotes
2002,Brad Watson,4,Tampa Bay Lightning
2002,Mike Hasenfratz,0,Phoenix Coyotes
2002,Mike Hasenfratz,4,Tampa Bay Lightning
2002,Dan Marouelli,5,Edmonton Oilers
2002,Dan Marouelli,3,Washington Capitals
2002,Dennis LaRue,5,Edmonton Oilers
2002,Dennis LaRue,3,Washington Capitals
2002,Dan O'Halloran,4,Boston Bruins
2002,Dan O'Halloran,3,Los Angeles Kings
2002,Mike Leggo,4,Boston Bruins
2002,Mike Leggo,3,Los Angeles Kings
2002,Chris Rooney,3,Anaheim Ducks
2002,Chris Rooney,2,San Jose Sharks
2002,Shane Heyer,3,Anaheim Ducks
2002,Shane Heyer,2,San Jose Sharks
2002,Marc Joannette,3,Dallas Stars
2002,Marc Joannette,1,St. Louis Blues
2002,Paul Devorski,3,Dallas Stars
2002,Paul Devorski,1,St. Louis Blues
2002,Don Koharski,1,Chicago Blackhawks
2002,Don Koharski,1,Pittsburgh Penguins
2002,Tim Peel,1,Chicago Blackhawks
2002,Tim Peel,1,Pittsburgh Penguins
2002,Scott Zelkin,0,Detroit Red Wings
2002,Scott Zelkin,4,Minnesota Wild
2002,Terry Gregson,0,Detroit Red Wings
2002,Terry Gregson,4,Minnesota Wild
2002,Dan Marouelli,3,Edmonton Oilers
2002,Dan Marouelli,2,Nashville Predators
2002,Dennis LaRue,3,Edmonton Oilers
2002,Dennis LaRue,2,Nashville Predators
2002,Brad Meier,6,Vancouver Canucks
2002,Brad Meier,0,Washington Capitals
2002,Kevin Pollock,6,Vancouver Canucks
2002,Kevin Pollock,0,Washington Capitals
2002,Kelly Sutherland,3,Boston Bruins
2002,Kelly Sutherland,2,Toronto Maple Leafs
2002,Rob Shick,3,Boston Bruins
2002,Rob Shick,2,Toronto Maple Leafs
2002,Greg Kimmerly,4,Buffalo Sabres
2002,Greg Kimmerly,3,Colorado Avalanche
2002,Paul Stewart,4,Buffalo Sabres
2002,Paul Stewart,3,Colorado Avalanche
2002,Bill McCreary,2,Atlanta Thrashers
2002,Bill McCreary,6,Philadelphia Flyers
2002,Dean Warren,2,Atlanta Thrashers
2002,Dean Warren,6,Philadelphia Flyers
2002,Kerry Fraser,1,Florida Panthers
2002,Kerry Fraser,4,New Jersey Devils
2002,Stephane Auger,1,Florida Panthers
2002,Stephane Auger,4,New Jersey Devils
2002,Brad Meier,2,Calgary Flames
2002,Brad Meier,0,Phoenix Coyotes
2002,Mike Hasenfratz,2,Calgary Flames
2002,Mike Hasenfratz,0,Phoenix Coyotes
2002,Blaine Angus,5,Anaheim Ducks
2002,Blaine Angus,0,Columbus Blue Jackets
2002,Dan O'Halloran,5,Anaheim Ducks
2002,Dan O'Halloran,0,Columbus Blue Jackets
2002,Brad Watson,1,San Jose Sharks
2002,Brad Watson,4,Tampa Bay Lightning
2002,Shane Heyer,1,San Jose Sharks
2002,Shane Heyer,4,Tampa Bay Lightning
2002,Dave Jackson,2,Colorado Avalanche
2002,Dave Jackson,2,Ottawa Senators
2002,Dennis LaRue,2,Colorado Avalanche
2002,Dennis LaRue,2,Ottawa Senators
2002,Dean Warren,3,Carolina Hurricanes
2002,Dean Warren,3,Toronto Maple Leafs
2002,Mark Faucette,3,Carolina Hurricanes
2002,Mark Faucette,3,Toronto Maple Leafs
2002,Bill McCreary,3,Montréal Canadiens
2002,Bill McCreary,4,Washington Capitals
2002,Kelly Sutherland,3,Montréal Canadiens
2002,Kelly Sutherland,4,Washington Capitals
2002,Greg Kimmerly,4,Detroit Red Wings
2002,Greg Kimmerly,0,Minnesota Wild
2002,Terry Gregson,4,Detroit Red Wings
2002,Terry Gregson,0,Minnesota Wild
2002,Kerry Fraser,1,Nashville Predators
2002,Kerry Fraser,1,Philadelphia Flyers
2002,Stephen Walkom,1,Nashville Predators
2002,Stephen Walkom,1,Philadelphia Flyers
2002,Dan Marouelli,2,Chicago Blackhawks
2002,Dan Marouelli,9,New York Islanders
2002,Marc Joannette,2,Chicago Blackhawks
2002,Marc Joannette,9,New York Islanders
2002,Don Van Massenhoven,4,Dallas Stars
2002,Don Van Massenhoven,3,Vancouver Canucks
2002,Kevin Pollock,4,Dallas Stars
2002,Kevin Pollock,3,Vancouver Canucks
2002,Blaine Angus,2,Columbus Blue Jackets
2002,Blaine Angus,1,Los Angeles Kings
2002,Shane Heyer,2,Columbus Blue Jackets
2002,Shane Heyer,1,Los Angeles Kings
2002,Dean Morton,2,Buffalo Sabres
2002,Dean Morton,1,Florida Panthers
2002,Mike Hasenfratz,2,Buffalo Sabres
2002,Mike Hasenfratz,1,Florida Panthers
2002,Dennis LaRue,1,New York Rangers
2002,Dennis LaRue,3,Pittsburgh Penguins
2002,Rob Shick,1,New York Rangers
2002,Rob Shick,3,Pittsburgh Penguins
2002,Scott Zelkin,5,Atlanta Thrashers
2002,Scott Zelkin,1,Carolina Hurricanes
