code,home_team,home_score,away_team,away_score,official_1,official_2,home_outcome,away_outcome
2009020414,Dallas Stars,2,Edmonton Oilers,2,Greg Kimmerly,Eric Furlatt,0,0
2009020415,Los Angeles Kings,4,St. Louis Blues,4,Gord Dwyer,Tim Peel,0,0
2009020416,Boston Bruins,7,Toronto Maple Leafs,2,Bill McCreary,Dean Morton,1,0
2009020417,Buffalo Sabres,1,New York Rangers,2,Wes McCauley,Don VanMassenhoven,0,1
2009020418,New Jersey Devils,3,Detroit Red Wings,3,Mike Leggo,Dan O'Rourke,0,0
2009020419,Philadelphia Flyers,2,Washington Capitals,8,Dennis LaRue,Stephane Auger,0,1
2009020420,Florida Panthers,1,Atlanta Thrashers,1,Tom Kowal,Francois StLaurent,0,0
2009020421,Columbus Blue Jackets,2,Colorado Avalanche,3,Justin StPierre,Stephen Walkom,0,1
2009020422,Pittsburgh Penguins,1,Chicago Blackhawks,2,Brad Watson,Brad Meier,0,1
2009020423,Tampa Bay Lightning,4,New York Islanders,0,Kelly Sutherland,Rob Martell,1,0
2009020424,Nashville Predators,3,Minnesota Wild,5,Kerry Fraser,Brian Pochmara,0,1
2009020425,Phoenix Coyotes,3,Ottawa Senators,2,Chris Rooney,Dan O'Halloran,1,0
2009020426,San Jose Sharks,1,Calgary Flames,2,Dan Marouelli,Steve Kozari,0,1
2009020427,New York Rangers,1,Detroit Red Wings,3,Dan O'Rourke,Marc Joannette,0,1
2009020428,Anaheim Ducks,3,Ottawa Senators,3,Chris Rooney,Tim Peel,0,0
2009020429,Buffalo Sabres,0,New Jersey Devils,3,Brad Watson,Brad Meier,0,1
2009020430,Toronto Maple Leafs,5,Atlanta Thrashers,2,Wes McCauley,Chris Lee,1,0
2009020431,Montréal Canadiens,3,Philadelphia Flyers,1,Mike Leggo,Dan O'Rourke,1,0
2009020432,Pittsburgh Penguins,2,Carolina Hurricanes,3,Dan Marouelli,Dean Morton,0,1
2009020433,Tampa Bay Lightning,0,Washington Capitals,3,Kelly Sutherland,Francois StLaurent,0,1
2009020434,Florida Panthers,2,Edmonton Oilers,2,Rob Martell,Tom Kowal,0,0
2009020435,St. Louis Blues,0,Colorado Avalanche,4,Dennis LaRue,Stephane Auger,0,1
2009020436,Phoenix Coyotes,2,Minnesota Wild,0,Dan O'Halloran,Steve Kozari,1,0
2009020437,Los Angeles Kings,2,Calgary Flames,1,Greg Kimmerly,Eric Furlatt,1,0
2009020438,Philadelphia Flyers,6,New York Islanders,2,Justin StPierre,Marc Joannette,1,0
2009020439,Ottawa Senators,1,Montréal Canadiens,4,Paul Devorski,Dean Morton,0,1
2009020440,Nashville Predators,4,Vancouver Canucks,2,Stephane Auger,Stephen Walkom,1,0
2009020441,Anaheim Ducks,4,Dallas Stars,3,Tim Peel,Eric Furlatt,1,0
2009020442,Buffalo Sabres,3,Washington Capitals,0,Marc Joannette,Chris Lee,1,0
2009020443,Toronto Maple Leafs,3,New York Islanders,2,Paul Devorski,Brad Meier,1,0
2009020444,New Jersey Devils,4,Carolina Hurricanes,2,Dan Marouelli,David Banfield,1,0
2009020445,Columbus Blue Jackets,3,Florida Panthers,0,Wes McCauley,Kevin Pollock,1,0
2009020446,Tampa Bay Lightning,2,Edmonton Oilers,3,Tom Kowal,Francois StLaurent,0,1
2009020447,Detroit Red Wings,0,St. Louis Blues,1,Brian Pochmara,Don VanMassenhoven,0,1
2009020448,Chicago Blackhawks,2,New York Rangers,1,Bill McCreary,Gord Dwyer,1,0
2009020449,Colorado Avalanche,0,Minnesota Wild,1,Kelly Sutherland,Greg Kimmerly,0,1
2009020450,Calgary Flames,3,Atlanta Thrashers,1,Kerry Fraser,Ian Walsh,1,0
2009020451,San Jose Sharks,4,Los Angeles Kings,5,Eric Furlatt,Steve Kozari,0,1
2009020452,Boston Bruins,5,Toronto Maple Leafs,2,Stephen Walkom,Brad Meier,1,0
2009020453,Philadelphia Flyers,0,Ottawa Senators,2,Stephane Auger,Marc Joannette,0,1
2009020454,Montréal Canadiens,2,Pittsburgh Penguins,3,Paul Devorski,Chris Lee,0,1
2009020455,Nashville Predators,3,Columbus Blue Jackets,3,Wes McCauley,Gord Dwyer,0,0
2009020456,Vancouver Canucks,4,Atlanta Thrashers,2,Kerry Fraser,Ian Walsh,1,0
2009020457,Los Angeles Kings,2,Phoenix Coyotes,2,Justin StPierre,Steve Kozari,0,0
2009020458,New Jersey Devils,2,Florida Panthers,4,Stephane Auger,Kevin Pollock,0,1
2009020459,Washington Capitals,4,Carolina Hurricanes,3,Don VanMassenhoven,Stephen Walkom,1,0
2009020460,Buffalo Sabres,2,Chicago Blackhawks,1,Chris Rooney,Dan O'Rourke,1,0
2009020461,Detroit Red Wings,3,Anaheim Ducks,2,Ghislain Hebert,Eric Furlatt,1,0
2009020462,St. Louis Blues,3,Edmonton Oilers,5,Bill McCreary,Gord Dwyer,0,1
2009020463,Colorado Avalanche,1,Tampa Bay Lightning,1,Mike Leggo,Tom Kowal,0,0
2009020464,Calgary Flames,1,Minnesota Wild,2,Brad Watson,Ian Walsh,0,1
2009020465,San Jose Sharks,2,Dallas Stars,2,Kelly Sutherland,Justin StPierre,0,0
2009020466,Toronto Maple Leafs,6,Washington Capitals,3,Chris Rooney,Dan O'Halloran,1,0
2009020467,Ottawa Senators,4,Carolina Hurricanes,2,Paul Devorski,Francois StLaurent,1,0
2009020468,New Jersey Devils,4,Philadelphia Flyers,1,Brian Pochmara,Stephen Walkom,1,0
2009020469,New York Islanders,3,Boston Bruins,2,Dan O'Rourke,Kevin Pollock,1,0
2009020470,New York Rangers,2,Buffalo Sabres,3,Rob Martell,Brad Meier,0,1
2009020471,Atlanta Thrashers,4,Montréal Canadiens,3,Bill McCreary,David Banfield,1,0
2009020472,Columbus Blue Jackets,1,Anaheim Ducks,3,Don VanMassenhoven,Kyle Rehman,0,1
2009020473,Pittsburgh Penguins,3,Florida Panthers,2,Stephane Auger,Marc Joannette,1,0
2009020474,Nashville Predators,2,Detroit Red Wings,3,Tim Peel,Dean Morton,0,1
2009020475,Phoenix Coyotes,2,San Jose Sharks,1,Justin StPierre,Dennis LaRue,1,0
2009020476,Vancouver Canucks,4,Minnesota Wild,3,Kerry Fraser,Brad Watson,1,0
2009020477,Los Angeles Kings,2,Dallas Stars,2,Mike Leggo,Kelly Sutherland,0,0
2009020478,Chicago Blackhawks,4,Tampa Bay Lightning,0,Bill McCreary,Steve Kozari,1,0
2009020479,Colorado Avalanche,3,Calgary Flames,2,Dennis LaRue,Tom Kowal,1,0
2009020480,Boston Bruins,1,Philadelphia Flyers,3,Chris Rooney,Rob Martell,0,1
2009020481,Toronto Maple Leafs,3,Ottawa Senators,2,Dan O'Rourke,Tim Peel,1,0
2009020482,New York Islanders,1,Florida Panthers,7,Dan O'Halloran,Francois StLaurent,0,1
2009020483,New York Rangers,2,Atlanta Thrashers,2,Paul Devorski,Dean Morton,0,0
2009020484,Columbus Blue Jackets,3,Nashville Predators,5,Justin StPierre,Brad Meier,0,1
2009020485,Montréal Canadiens,3,Buffalo Sabres,4,Brian Pochmara,Eric Furlatt,0,1
2009020486,Detroit Red Wings,3,Phoenix Coyotes,2,Kelly Sutherland,Ian Walsh,1,0
2009020487,Vancouver Canucks,3,Los Angeles Kings,1,Don VanMassenhoven,Chris Lee,1,0
2009020488,Pittsburgh Penguins,6,Philadelphia Flyers,1,Tim Peel,Francois StLaurent,1,0
2009020489,St. Louis Blues,4,Calgary Flames,3,Justin StPierre,Stephen Walkom,1,0
2009020490,Nashville Predators,7,Tampa Bay Lightning,4,Kerry Fraser,David Banfield,1,0
2009020491,Minnesota Wild,2,Columbus Blue Jackets,1,Bill McCreary,Dennis LaRue,1,0
2009020492,Colorado Avalanche,1,Washington Capitals,6,Gord Dwyer,Brad Watson,0,1
2009020493,Edmonton Oilers,2,Los Angeles Kings,3,Wes McCauley,Chris Lee,0,1
2009020494,New Jersey Devils,2,Montréal Canadiens,1,Tim Peel,Rob Martell,1,0
2009020495,New York Rangers,1,New York Islanders,2,Greg Kimmerly,Eric Furlatt,0,1
2009020496,Carolina Hurricanes,5,Dallas Stars,3,Dan O'Rourke,Stephen Walkom,1,0
2009020497,Toronto Maple Leafs,3,Phoenix Coyotes,6,Brian Pochmara,Kevin Pollock,0,1
2009020498,Ottawa Senators,2,Buffalo Sabres,0,Dan O'Halloran,Stephane Auger,1,0
2009020499,Florida Panthers,4,Atlanta Thrashers,3,Paul Devorski,Dean Morton,1,0
2009020500,Chicago Blackhawks,3,St. Louis Blues,0,Kerry Fraser,Ian Walsh,1,0
2009020501,Vancouver Canucks,2,Anaheim Ducks,3,Chris Rooney,Don VanMassenhoven,0,1
2009020502,Montréal Canadiens,1,Minnesota Wild,3,Marc Joannette,Rob Martell,0,1
2009020503,New York Islanders,2,New York Rangers,5,Kelly Sutherland,Chris Ciamaga,0,1
2009020504,Philadelphia Flyers,2,Pittsburgh Penguins,2,Dan O'Rourke,Eric Furlatt,0,0
2009020505,Atlanta Thrashers,6,Dallas Stars,5,Justin StPierre,Ian Walsh,1,0
2009020506,Columbus Blue Jackets,1,Phoenix Coyotes,1,Kevin Pollock,David Banfield,0,0
2009020507,Detroit Red Wings,3,Tampa Bay Lightning,0,Stephen Walkom,Francois StLaurent,1,0
2009020508,Calgary Flames,2,Los Angeles Kings,1,Chris Rooney,Don VanMassenhoven,1,0
2009020509,Edmonton Oilers,3,Nashville Predators,6,Wes McCauley,Steve Kozari,0,1
2009020510,San Jose Sharks,4,Anaheim Ducks,1,Bill McCreary,Gord Dwyer,1,0
2009020511,New Jersey Devils,4,Ottawa Senators,2,Kelly Sutherland,Brian Pochmara,1,0
2009020512,Buffalo Sabres,5,Toronto Maple Leafs,2,Dan O'Halloran,Chris Ciamaga,1,0
2009020513,Florida Panthers,6,Carolina Hurricanes,3,Paul Devorski,Dean Morton,1,0
2009020514,St. Louis Blues,3,Tampa Bay Lightning,6,Greg Kimmerly,Brad Watson,0,1
2009020515,Chicago Blackhawks,4,Boston Bruins,4,Tim Peel,Francois StLaurent,0,0
2009020516,Vancouver Canucks,3,Washington Capitals,2,Mike Leggo,Brad Meier,1,0
2009020517,Philadelphia Flyers,1,New York Rangers,2,Kerry Fraser,Ian Walsh,0,1
2009020518,Dallas Stars,4,Detroit Red Wings,3,Chris Lee,Tom Kowal,1,0
2009020519,Anaheim Ducks,4,Phoenix Coyotes,2,Dan O'Rourke,Gord Dwyer,1,0
2009020520,Buffalo Sabres,1,Pittsburgh Penguins,1,Bill McCreary,Francois StLaurent,0,0
2009020521,Toronto Maple Leafs,2,Boston Bruins,0,Kelly Sutherland,Marc Joannette,1,0
2009020522,Ottawa Senators,4,Minnesota Wild,1,Ghislain Hebert,Eric Furlatt,1,0
2009020523,New York Islanders,0,Montréal Canadiens,3,Dan O'Halloran,Brian Pochmara,0,1
2009020524,Carolina Hurricanes,3,Florida Panthers,2,Justin StPierre,Kevin Pollock,1,0
2009020525,Atlanta Thrashers,4,New Jersey Devils,5,Greg Kimmerly,Brad Watson,0,1
2009020526,Calgary Flames,3,Nashville Predators,5,Wes McCauley,Steve Kozari,0,1
2009020527,Colorado Avalanche,5,Columbus Blue Jackets,2,Stephane Auger,Don VanMassenhoven,1,0
2009020528,Edmonton Oilers,2,Washington Capitals,4,Chris Rooney,Dennis LaRue,0,1
2009020529,Chicago Blackhawks,3,Detroit Red Wings,0,Paul Devorski,Kyle Rehman,1,0
2009020530,Vancouver Canucks,1,St. Louis Blues,3,Mike Leggo,Steve Kozari,0,1
2009020531,Toronto Maple Leafs,2,Buffalo Sabres,3,Dan Marouelli,Ian Walsh,0,1
2009020532,New York Islanders,2,Tampa Bay Lightning,4,Dan O'Halloran,Ghislain Hebert,0,1
2009020533,Philadelphia Flyers,1,Florida Panthers,4,Kerry Fraser,Brian Pochmara,0,1
2009020534,Carolina Hurricanes,1,New York Rangers,3,Frederick L'Ecuyer,Tim Peel,0,1
2009020535,Atlanta Thrashers,3,Montréal Canadiens,4,Dan O'Rourke,Kevin Pollock,0,1
2009020536,Ottawa Senators,0,Boston Bruins,2,Justin StPierre,Marc Joannette,0,1
2009020537,Pittsburgh Penguins,0,New Jersey Devils,4,Bill McCreary,Greg Kimmerly,0,1
2009020538,Minnesota Wild,3,Colorado Avalanche,4,Wes McCauley,Stephen Walkom,0,1
2009020539,Dallas Stars,2,San Jose Sharks,4,Stephane Auger,Brad Watson,0,1
2009020540,Edmonton Oilers,2,St. Louis Blues,7,Dennis LaRue,Brad Meier,0,1
2009020541,Phoenix Coyotes,5,Columbus Blue Jackets,2,Chris Lee,Tom Kowal,1,0
2009020542,Chicago Blackhawks,2,San Jose Sharks,3,Eric Furlatt,Steve Kozari,0,1
2009020543,Colorado Avalanche,2,Anaheim Ducks,4,Mike Leggo,Rob Martell,0,1
2009020544,Vancouver Canucks,4,Nashville Predators,1,Kelly Sutherland,Dennis LaRue,1,0
2009020545,Boston Bruins,6,Atlanta Thrashers,4,Chris Rooney,Stephane Auger,1,0
2009020546,New York Islanders,3,Toronto Maple Leafs,1,Kerry Fraser,Dean Morton,1,0
2009020547,New York Rangers,4,Florida Panthers,1,Dan Marouelli,Ghislain Hebert,1,0
2009020548,Pittsburgh Penguins,8,Ottawa Senators,2,Stephen Walkom,Chris Ciamaga,1,0
2009020549,Washington Capitals,5,Buffalo Sabres,2,Paul Devorski,Francois StLaurent,1,0
2009020550,Carolina Hurricanes,1,Montréal Canadiens,5,Greg Kimmerly,Kevin Pollock,0,1
2009020551,Minnesota Wild,3,Edmonton Oilers,1,Brad Watson,Chris Lee,1,0
2009020552,Tampa Bay Lightning,2,Philadelphia Flyers,5,Frederick L'Ecuyer,Tim Peel,0,1
2009020553,Detroit Red Wings,0,Chicago Blackhawks,3,Brian Pochmara,Don VanMassenhoven,0,1
2009020554,Dallas Stars,3,Columbus Blue Jackets,1,Gord Dwyer,Tom Kowal,1,0
2009020555,Phoenix Coyotes,4,Anaheim Ducks,0,Mike Leggo,Rob Martell,1,0
2009020556,Calgary Flames,1,St. Louis Blues,1,Brad Meier,Kyle Rehman,0,0
2009020557,Buffalo Sabres,2,Ottawa Senators,2,Greg Kimmerly,Don VanMassenhoven,0,0
2009020558,Toronto Maple Leafs,2,Montréal Canadiens,3,Justin StPierre,Marc Joannette,0,1
2009020559,New York Rangers,2,New York Islanders,3,Stephen Walkom,Dean Morton,0,1
2009020560,Washington Capitals,4,New Jersey Devils,1,Chris Ciamaga,Eric Furlatt,1,0
2009020561,Carolina Hurricanes,3,Philadelphia Flyers,3,Wes McCauley,Chris Rooney,0,0
2009020562,Detroit Red Wings,2,Columbus Blue Jackets,1,Dan O'Halloran,Kevin Pollock,1,0
2009020563,Tampa Bay Lightning,4,Atlanta Thrashers,3,Dan O'Rourke,Rob Martell,1,0
2009020564,Nashville Predators,1,Chicago Blackhawks,4,Brian Pochmara,Ian Walsh,0,1
2009020565,Minnesota Wild,4,St. Louis Blues,3,Gord Dwyer,Chris Lee,1,0
2009020566,Phoenix Coyotes,3,Los Angeles Kings,2,Dennis LaRue,Kyle Rehman,1,0
2009020567,Colorado Avalanche,4,Dallas Stars,1,Brad Watson,Steve Kozari,1,0
2009020568,Vancouver Canucks,4,Edmonton Oilers,1,Kelly Sutherland,Brad Meier,1,0
2009020569,San Jose Sharks,5,Anaheim Ducks,2,Mike Leggo,David Banfield,1,0
2009020570,New York Islanders,1,Philadelphia Flyers,2,Dan Marouelli,Francois StLaurent,0,1
2009020571,Florida Panthers,1,Boston Bruins,2,Dan O'Rourke,Rob Martell,0,1
2009020572,St. Louis Blues,3,Buffalo Sabres,5,Tim Peel,Dean Morton,0,1
2009020573,Pittsburgh Penguins,3,Toronto Maple Leafs,4,Paul Devorski,Stephane Auger,0,1
2009020574,Chicago Blackhawks,5,Nashville Predators,4,Chris Ciamaga,Marc Joannette,1,0
2009020575,Calgary Flames,1,Vancouver Canucks,5,Kelly Sutherland,Tom Kowal,0,1
2009020576,New Jersey Devils,3,Atlanta Thrashers,2,Stephen Walkom,Francois StLaurent,1,0
2009020577,Washington Capitals,3,Carolina Hurricanes,6,Dan Marouelli,Stephane Auger,0,1
2009020578,Columbus Blue Jackets,1,Detroit Red Wings,0,Chris Rooney,Justin StPierre,1,0
2009020579,Ottawa Senators,4,Montréal Canadiens,2,Kerry Fraser,Bill McCreary,1,0
2009020580,Tampa Bay Lightning,2,Boston Bruins,1,Wes McCauley,Don VanMassenhoven,1,0
2009020581,Edmonton Oilers,1,Calgary Flames,4,Mike Leggo,Gord Dwyer,0,1
2009020582,Los Angeles Kings,3,Minnesota Wild,4,Dennis LaRue,Brad Meier,0,1
2009020583,San Jose Sharks,2,Phoenix Coyotes,2,Greg Kimmerly,Brad Watson,0,0
2009020584,Buffalo Sabres,4,Pittsburgh Penguins,3,Brian Pochmara,Tim Peel,1,0
2009020585,New York Islanders,1,Columbus Blue Jackets,1,Paul Devorski,Ian Walsh,0,0
2009020586,St. Louis Blues,3,Nashville Predators,4,Eric Furlatt,Chris Lee,0,1
2009020587,Dallas Stars,5,Chicago Blackhawks,4,Marc Joannette,Dean Morton,1,0
2009020588,Phoenix Coyotes,2,Vancouver Canucks,2,Greg Kimmerly,Brad Watson,0,0
2009020589,Anaheim Ducks,4,Minnesota Wild,2,Dennis LaRue,Tom Kowal,1,0
2009020590,Boston Bruins,4,Atlanta Thrashers,0,Kerry Fraser,Justin StPierre,1,0
2009020591,New Jersey Devils,2,Pittsburgh Penguins,0,Chris Rooney,Dan Marouelli,1,0
2009020592,New York Rangers,0,Philadelphia Flyers,6,Paul Devorski,Stephane Auger,0,1
2009020593,Tampa Bay Lightning,1,Montréal Canadiens,2,Wes McCauley,Don VanMassenhoven,0,1
2009020594,Ottawa Senators,3,Colorado Avalanche,4,Ian Walsh,Steve Kozari,0,1
2009020595,Calgary Flames,2,Los Angeles Kings,1,Mike Leggo,Gord Dwyer,1,0
2009020596,Edmonton Oilers,3,Toronto Maple Leafs,1,Dan O'Rourke,Kevin Pollock,1,0
2009020597,San Jose Sharks,5,Washington Capitals,2,Dennis LaRue,Brad Meier,1,0
2009020598,Florida Panthers,4,Montréal Canadiens,5,Wes McCauley,Chris Lee,0,1
2009020599,Ottawa Senators,2,New York Islanders,2,Ian Walsh,Steve Kozari,0,0
2009020600,Detroit Red Wings,4,Colorado Avalanche,2,Kelly Sutherland,Stephane Auger,1,0
2009020601,Columbus Blue Jackets,1,Nashville Predators,2,Dan Marouelli,Tim Peel,0,1
2009020602,Phoenix Coyotes,2,San Jose Sharks,2,Brad Meier,Dean Morton,0,0
2009020603,Carolina Hurricanes,1,New York Rangers,2,Dan O'Halloran,Rob Martell,0,1
2009020604,St. Louis Blues,3,Vancouver Canucks,4,Brian Pochmara,Tom Kowal,0,1
2009020605,Minnesota Wild,2,Los Angeles Kings,5,Eric Furlatt,Francois StLaurent,0,1
2009020606,Dallas Stars,5,Anaheim Ducks,3,Greg Kimmerly,Marc Joannette,1,0
2009020607,Chicago Blackhawks,5,New Jersey Devils,1,Justin StPierre,Brad Watson,1,0
2009020608,Calgary Flames,2,Edmonton Oilers,1,Dan O'Rourke,Kevin Pollock,1,0
2009020609,Boston Bruins,2,Philadelphia Flyers,1,Kerry Fraser,Chris Rooney,1,0
2009020610,Buffalo Sabres,4,Atlanta Thrashers,3,Paul Devorski,Frederick L'Ecuyer,1,0
2009020611,New York Rangers,1,Carolina Hurricanes,2,Ian Walsh,Tom Kowal,0,1
2009020612,Dallas Stars,1,Vancouver Canucks,3,Wes McCauley,Gord Dwyer,0,1
2009020613,Tampa Bay Lightning,3,Pittsburgh Penguins,1,Dan O'Halloran,Chris Lee,1,0
2009020614,Los Angeles Kings,2,Washington Capitals,1,Mike Leggo,Justin StPierre,1,0
2009020615,New York Islanders,5,Atlanta Thrashers,5,Don VanMassenhoven,Steve Kozari,0,0
2009020616,Columbus Blue Jackets,2,Colorado Avalanche,3,Kelly Sutherland,Rob Martell,0,1
2009020617,Calgary Flames,3,Toronto Maple Leafs,1,Dan O'Rourke,Kevin Pollock,1,0
2009020618,St. Louis Blues,3,Chicago Blackhawks,6,Dan Marouelli,David Banfield,0,1
2009020619,Nashville Predators,3,Anaheim Ducks,1,Greg Kimmerly,Stephen Walkom,1,0
2009020620,Minnesota Wild,3,New Jersey Devils,5,Brian Pochmara,Brad Meier,0,1
2009020621,Phoenix Coyotes,1,Detroit Red Wings,4,Eric Furlatt,Francois StLaurent,0,1
2009020622,San Jose Sharks,4,Edmonton Oilers,1,Marc Joannette,Dean Morton,1,0
2009020623,Montréal Canadiens,0,Buffalo Sabres,1,Stephane Auger,Tom Kowal,0,1
2009020624,Ottawa Senators,7,Philadelphia Flyers,4,Bill McCreary,Frederick L'Ecuyer,1,0
2009020625,Florida Panthers,6,Pittsburgh Penguins,2,Dan O'Halloran,Chris Lee,1,0
2009020626,Chicago Blackhawks,5,Anaheim Ducks,2,Dennis LaRue,Rob Martell,1,0
2009020627,New York Rangers,3,Boston Bruins,2,Mike Leggo,Tim Peel,1,0
2009020628,San Jose Sharks,2,Los Angeles Kings,6,Dan O'Rourke,Francois StLaurent,0,1
2009020629,Toronto Maple Leafs,3,Florida Panthers,2,Wes McCauley,Dan Marouelli,1,0
2009020630,New Jersey Devils,4,Dallas Stars,0,Kerry Fraser,Stephane Auger,1,0
2009020631,Washington Capitals,4,Montréal Canadiens,2,Gord Dwyer,Tim Peel,1,0
2009020632,Ottawa Senators,1,Boston Bruins,4,Don VanMassenhoven,Tom Kowal,0,1
2009020633,Pittsburgh Penguins,5,Atlanta Thrashers,2,Mike Leggo,Justin StPierre,1,0
2009020634,Nashville Predators,1,Calgary Flames,3,Dan O'Halloran,Rob Martell,0,1
2009020635,Chicago Blackhawks,4,Minnesota Wild,1,Chris Rooney,Chris Lee,1,0
2009020636,Edmonton Oilers,4,Phoenix Coyotes,5,Stephen Walkom,Ian Walsh,0,1
2009020637,Vancouver Canucks,7,Columbus Blue Jackets,3,Bill McCreary,Brian Pochmara,1,0
2009020638,Anaheim Ducks,4,Detroit Red Wings,1,Brad Watson,Francois StLaurent,1,0
2009020639,Buffalo Sabres,5,Tampa Bay Lightning,3,Wes McCauley,Steve Kozari,1,0
2009020640,New York Rangers,5,Dallas Stars,2,Greg Kimmerly,Kevin Pollock,1,0
2009020641,Philadelphia Flyers,6,Toronto Maple Leafs,2,Gord Dwyer,Brad Meier,1,0
2009020642,Minnesota Wild,4,Calgary Flames,1,Chris Rooney,Dan O'Halloran,1,0
2009020643,Colorado Avalanche,2,New York Islanders,3,Dennis LaRue,Dean Morton,0,1
2009020644,San Jose Sharks,2,St. Louis Blues,1,Dan O'Rourke,Paul Devorski,1,0
2009020645,Boston Bruins,2,Chicago Blackhawks,5,Stephane Auger,Kevin Pollock,0,1
2009020646,Washington Capitals,5,Ottawa Senators,2,Mike Leggo,Greg Kimmerly,1,0
2009020647,Atlanta Thrashers,1,New York Rangers,1,Wes McCauley,Gord Dwyer,0,0
2009020648,Montréal Canadiens,2,Florida Panthers,0,Dan Marouelli,Brad Meier,1,0
2009020649,Pittsburgh Penguins,4,Philadelphia Flyers,7,Don VanMassenhoven,Steve Kozari,0,1
2009020650,Nashville Predators,4,Carolina Hurricanes,2,Marc Joannette,Chris Lee,1,0
2009020651,Edmonton Oilers,2,Columbus Blue Jackets,4,Bill McCreary,Brian Pochmara,0,1
2009020652,Vancouver Canucks,4,Phoenix Coyotes,0,Stephen Walkom,Ian Walsh,1,0
2009020653,Anaheim Ducks,4,St. Louis Blues,2,Kerry Fraser,Dan O'Rourke,1,0
2009020654,Los Angeles Kings,1,Detroit Red Wings,2,Paul Devorski,Brad Watson,0,1
2009020655,New Jersey Devils,2,Tampa Bay Lightning,4,Tim Peel,Steve Kozari,0,1
2009020656,Carolina Hurricanes,2,Colorado Avalanche,1,Eric Furlatt,Dean Morton,1,0
2009020657,Buffalo Sabres,3,Toronto Maple Leafs,2,Justin StPierre,Marc Joannette,1,0
2009020658,Dallas Stars,4,New York Islanders,3,Kelly Sutherland,Dennis LaRue,1,0
2009020659,Calgary Flames,2,Columbus Blue Jackets,3,Chris Rooney,Ian Walsh,0,1
2009020660,Boston Bruins,1,New York Rangers,3,Dan Marouelli,Greg Kimmerly,0,1
2009020661,Buffalo Sabres,3,Colorado Avalanche,3,Ghislain Hebert,Kevin Pollock,0,0
2009020662,Toronto Maple Leafs,1,Pittsburgh Penguins,4,Don VanMassenhoven,Marc Joannette,0,1
2009020663,Montréal Canadiens,1,New Jersey Devils,2,Mike Leggo,Stephane Auger,0,1
2009020664,Ottawa Senators,0,Florida Panthers,3,Brad Meier,Francois StLaurent,0,1
2009020665,Philadelphia Flyers,4,Tampa Bay Lightning,1,Justin StPierre,Tim Peel,1,0
2009020666,Atlanta Thrashers,1,Washington Capitals,8,Rob Martell,Eric Furlatt,0,1
2009020667,Nashville Predators,2,Anaheim Ducks,3,Dennis LaRue,Dean Morton,0,1
2009020668,Minnesota Wild,5,Chicago Blackhawks,5,Gord Dwyer,Tom Kowal,0,0
2009020669,Phoenix Coyotes,4,New York Islanders,4,Paul Devorski,Brian Pochmara,0,0
2009020670,Vancouver Canucks,2,Calgary Flames,2,Bill McCreary,Stephen Walkom,0,0
2009020671,Los Angeles Kings,3,St. Louis Blues,4,Kelly Sutherland,Brad Watson,0,1
2009020672,San Jose Sharks,1,Detroit Red Wings,4,Kerry Fraser,Wes McCauley,0,1
2009020673,Carolina Hurricanes,4,Ottawa Senators,1,Dan O'Halloran,Rob Martell,1,0
2009020674,Columbus Blue Jackets,2,Dallas Stars,0,Dan Marouelli,Dean Morton,1,0
2009020675,Chicago Blackhawks,1,Anaheim Ducks,3,Justin StPierre,Brad Meier,0,1
2009020676,Minnesota Wild,4,Pittsburgh Penguins,3,Brian Pochmara,Eric Furlatt,1,0
2009020677,Calgary Flames,2,Colorado Avalanche,2,Bill McCreary,Chris Lee,0,0
2009020678,Vancouver Canucks,2,Nashville Predators,3,Dennis LaRue,Stephane Auger,0,1
2009020679,Los Angeles Kings,1,San Jose Sharks,2,Wes McCauley,Kelly Sutherland,0,1
2009020680,Toronto Maple Leafs,2,Carolina Hurricanes,4,Dan O'Halloran,Ian Walsh,0,1
2009020681,New York Islanders,6,Detroit Red Wings,0,Ghislain Hebert,Brad Meier,1,0
2009020682,New York Rangers,0,New Jersey Devils,0,Dan Marouelli,Justin StPierre,0,0
2009020683,Philadelphia Flyers,6,Dallas Stars,3,Don VanMassenhoven,Stephen Walkom,1,0
2009020684,Atlanta Thrashers,6,Ottawa Senators,1,Tim Peel,Dean Morton,1,0
2009020685,Tampa Bay Lightning,7,Washington Capitals,4,Marc Joannette,Francois StLaurent,1,0
