code,home_team,home_score,away_team,away_score,official_1,official_2,home_outcome,away_outcome
2009020132,New York Islanders,2,Washington Capitals,3,Gord Dwyer,Rob Martell,0,1
2009020133,Philadelphia Flyers,5,Florida Panthers,1,Kerry Fraser,Kelly Sutherland,1,0
2009020134,Atlanta Thrashers,3,San Jose Sharks,4,Chris Rooney,Dan O'Halloran,0,1
2009020135,Vancouver Canucks,3,Toronto Maple Leafs,1,Stephane Auger,Tom Kowal,1,0
2009020136,Pittsburgh Penguins,1,New Jersey Devils,4,Dennis LaRue,Dean Morton,0,1
2009020137,Tampa Bay Lightning,2,Buffalo Sabres,2,Stephen Walkom,Ian Walsh,0,0
2009020138,St. Louis Blues,1,Dallas Stars,4,Dave Jackson,Eric Furlatt,0,1
2009020139,Minnesota Wild,3,Carolina Hurricanes,2,Justin StPierre,Brad Meier,1,0
2009020140,Chicago Blackhawks,2,Nashville Predators,0,Greg Kimmerly,Marc Joannette,1,0
2009020141,Colorado Avalanche,3,Detroit Red Wings,1,Brad Watson,Chris Lee,1,0
2009020142,Phoenix Coyotes,3,Los Angeles Kings,5,Dan Marouelli,Kyle Rehman,0,1
2009020143,Calgary Flames,5,Edmonton Oilers,2,Bill McCreary,David Banfield,1,0
2009020144,Anaheim Ducks,4,Columbus Blue Jackets,6,Kevin Pollock,Francois StLaurent,0,1
2009020145,Philadelphia Flyers,1,San Jose Sharks,4,Dennis LaRue,Gord Dwyer,0,1
2009020146,Los Angeles Kings,6,Columbus Blue Jackets,2,Kevin Pollock,Francois StLaurent,1,0
2009020147,Vancouver Canucks,2,Edmonton Oilers,0,Bill McCreary,David Banfield,1,0
2009020148,New York Rangers,5,Phoenix Coyotes,2,Rob Martell,Steve Kozari,1,0
2009020149,Montréal Canadiens,3,New York Islanders,2,Stephane Auger,Tim Peel,1,0
2009020150,Chicago Blackhawks,3,Minnesota Wild,1,Marc Joannette,Eric Furlatt,1,0
2009020151,Anaheim Ducks,3,Toronto Maple Leafs,6,Brad Watson,Kyle Rehman,0,1
2009020152,Washington Capitals,4,Philadelphia Flyers,2,Dennis LaRue,Tom Kowal,1,0
2009020153,Edmonton Oilers,0,Colorado Avalanche,3,Wes McCauley,Don VanMassenhoven,0,1
2009020154,Vancouver Canucks,4,Detroit Red Wings,5,Bill McCreary,David Banfield,0,1
2009020155,New Jersey Devils,1,Buffalo Sabres,4,Dave Jackson,Brian Pochmara,0,1
2009020156,New York Islanders,3,New York Rangers,1,Dan Marouelli,Greg Kimmerly,1,0
2009020157,Carolina Hurricanes,2,St. Louis Blues,5,Marc Joannette,Dean Morton,0,1
2009020158,Columbus Blue Jackets,1,Phoenix Coyotes,4,Chris Ciamaga,Eric Furlatt,0,1
2009020159,Pittsburgh Penguins,6,Montréal Canadiens,1,Chris Rooney,Tom Kowal,1,0
2009020160,Florida Panthers,3,Ottawa Senators,4,Justin StPierre,Rob Martell,0,1
2009020161,Minnesota Wild,3,Nashville Predators,4,Kelly Sutherland,Kyle Rehman,0,1
2009020162,Dallas Stars,4,Toronto Maple Leafs,3,Dan O'Rourke,Gord Dwyer,1,0
2009020163,Calgary Flames,2,Colorado Avalanche,3,Wes McCauley,Don VanMassenhoven,0,1
2009020164,San Jose Sharks,1,Los Angeles Kings,1,Paul Devorski,Brad Watson,0,0
2009020165,Boston Bruins,1,New Jersey Devils,2,Dan Marouelli,Greg Kimmerly,0,1
2009020166,Atlanta Thrashers,3,Washington Capitals,4,Brad Meier,Dean Morton,0,1
2009020167,Tampa Bay Lightning,5,Ottawa Senators,2,Mike Leggo,Justin StPierre,1,0
2009020168,St. Louis Blues,0,Phoenix Coyotes,2,Dan O'Halloran,Ian Walsh,0,1
2009020169,Nashville Predators,2,Chicago Blackhawks,0,Stephane Auger,Eric Furlatt,1,0
2009020170,Edmonton Oilers,5,Detroit Red Wings,5,Wes McCauley,Don VanMassenhoven,0,0
2009020171,Los Angeles Kings,1,Vancouver Canucks,1,Kerry Fraser,Stephen Walkom,0,0
2009020172,Washington Capitals,3,New York Islanders,4,Dave Jackson,Brian Pochmara,0,1
2009020173,Columbus Blue Jackets,3,Pittsburgh Penguins,3,Gord Dwyer,Ian Walsh,0,0
2009020174,Buffalo Sabres,3,Toronto Maple Leafs,2,Chris Rooney,Tom Kowal,1,0
2009020175,Minnesota Wild,3,New York Rangers,2,Marc Joannette,Francois StLaurent,1,0
2009020176,Chicago Blackhawks,3,Montréal Canadiens,2,Dan O'Halloran,Stephane Auger,1,0
2009020177,Dallas Stars,5,Florida Panthers,5,Brad Watson,Steve Kozari,0,0
2009020178,Anaheim Ducks,7,Vancouver Canucks,2,Paul Devorski,Chris Lee,1,0
2009020179,San Jose Sharks,3,Colorado Avalanche,1,Kerry Fraser,Stephen Walkom,1,0
2009020180,Boston Bruins,2,Edmonton Oilers,0,Mike Leggo,Greg Kimmerly,1,0
2009020181,Philadelphia Flyers,6,Carolina Hurricanes,1,Dave Jackson,Brian Pochmara,1,0
2009020182,Ottawa Senators,1,Atlanta Thrashers,3,Dan Marouelli,Don VanMassenhoven,0,1
2009020183,Tampa Bay Lightning,1,New Jersey Devils,1,Brad Meier,Dean Morton,0,0
2009020184,Montréal Canadiens,4,Toronto Maple Leafs,4,Chris Rooney,Kevin Pollock,0,0
2009020185,New York Islanders,5,Buffalo Sabres,0,Dan O'Rourke,Tom Kowal,1,0
2009020186,Pittsburgh Penguins,1,Minnesota Wild,2,Wes McCauley,Rob Martell,0,1
2009020187,St. Louis Blues,0,Florida Panthers,4,Gord Dwyer,Eric Furlatt,0,1
2009020188,Nashville Predators,4,Dallas Stars,2,Justin StPierre,Dan O'Halloran,1,0
2009020189,Phoenix Coyotes,2,Anaheim Ducks,2,Paul Devorski,Stephen Walkom,0,0
2009020190,Calgary Flames,1,Detroit Red Wings,3,Kelly Sutherland,Tim Peel,0,1
2009020191,New York Rangers,1,Boston Bruins,0,Dan O'Rourke,Ian Walsh,1,0
2009020192,Carolina Hurricanes,1,San Jose Sharks,5,Dave Jackson,Stephane Auger,0,1
2009020193,Washington Capitals,4,Columbus Blue Jackets,5,Mike Leggo,Greg Kimmerly,0,1
2009020194,Vancouver Canucks,3,Colorado Avalanche,0,Kelly Sutherland,Tim Peel,1,0
2009020195,New York Islanders,3,Edmonton Oilers,1,Mike Leggo,Ian Walsh,1,0
2009020196,Philadelphia Flyers,6,Tampa Bay Lightning,2,Gord Dwyer,Brad Meier,1,0
2009020197,Phoenix Coyotes,3,Los Angeles Kings,5,Stephen Walkom,Chris Lee,0,1
2009020198,Detroit Red Wings,2,Boston Bruins,0,Dan O'Halloran,Kevin Pollock,1,0
2009020199,Toronto Maple Leafs,1,Tampa Bay Lightning,2,Don VanMassenhoven,Dean Morton,0,1
2009020200,Montréal Canadiens,4,Atlanta Thrashers,5,Kerry Fraser,Dennis LaRue,0,1
2009020201,Vancouver Canucks,4,New York Rangers,1,Tim Peel,Brad Watson,1,0
2009020202,Anaheim Ducks,3,Pittsburgh Penguins,4,Stephen Walkom,Chris Lee,0,1
2009020203,Buffalo Sabres,3,New York Islanders,0,Greg Kimmerly,Marc Joannette,1,0
2009020204,New Jersey Devils,3,Washington Capitals,2,Mike Leggo,Ian Walsh,1,0
2009020205,Columbus Blue Jackets,2,San Jose Sharks,2,Chris Rooney,Dan Marouelli,0,0
2009020206,Florida Panthers,3,Carolina Hurricanes,0,Bill McCreary,Chris Ciamaga,1,0
2009020207,Dallas Stars,2,Calgary Flames,3,Kelly Sutherland,Rob Martell,0,1
2009020208,Colorado Avalanche,4,Phoenix Coyotes,1,Brian Pochmara,Brad Meier,1,0
2009020209,Boston Bruins,1,Montréal Canadiens,1,Paul Devorski,Francois StLaurent,0,0
2009020210,Atlanta Thrashers,3,Columbus Blue Jackets,4,Dan O'Rourke,Steve Kozari,0,1
2009020211,Ottawa Senators,3,Tampa Bay Lightning,2,Kerry Fraser,Dennis LaRue,1,0
2009020212,Detroit Red Wings,1,San Jose Sharks,1,Wes McCauley,Dan Marouelli,0,0
2009020213,St. Louis Blues,1,Calgary Flames,2,Justin StPierre,Don VanMassenhoven,0,1
2009020214,Minnesota Wild,2,Vancouver Canucks,5,Dan O'Halloran,Kevin Pollock,0,1
2009020215,Phoenix Coyotes,3,Chicago Blackhawks,1,Kelly Sutherland,Brian Pochmara,1,0
2009020216,Edmonton Oilers,2,New York Rangers,4,Tim Peel,Brad Watson,0,1
2009020217,Anaheim Ducks,4,Nashville Predators,0,Stephane Auger,Tom Kowal,1,0
2009020218,Los Angeles Kings,5,Pittsburgh Penguins,2,Chris Lee,Brad Meier,1,0
2009020219,New Jersey Devils,2,New York Islanders,1,Marc Joannette,Francois StLaurent,1,0
2009020220,Carolina Hurricanes,2,Toronto Maple Leafs,3,Don VanMassenhoven,Chris Ciamaga,0,1
2009020221,Buffalo Sabres,2,Philadelphia Flyers,5,Kerry Fraser,Eric Furlatt,0,1
2009020222,Florida Panthers,1,Washington Capitals,4,Chris Rooney,Bill McCreary,0,1
2009020223,Dallas Stars,2,Vancouver Canucks,1,Justin StPierre,Steve Kozari,1,0
2009020224,Colorado Avalanche,3,Chicago Blackhawks,3,Dave Jackson,Rob Martell,0,0
2009020225,Los Angeles Kings,1,Nashville Predators,3,Kelly Sutherland,Brad Meier,0,1
2009020226,Boston Bruins,4,Buffalo Sabres,2,Frederick L'Ecuyer,Marc Joannette,1,0
2009020227,Toronto Maple Leafs,5,Detroit Red Wings,1,Kerry Fraser,Eric Furlatt,1,0
2009020228,Montréal Canadiens,1,Tampa Bay Lightning,3,Dennis LaRue,Greg Kimmerly,0,1
2009020229,Ottawa Senators,2,New Jersey Devils,3,Wes McCauley,Paul Devorski,0,1
2009020230,New York Islanders,6,Atlanta Thrashers,3,Gord Dwyer,Chris Ciamaga,1,0
2009020231,Philadelphia Flyers,1,St. Louis Blues,1,Dan Marouelli,Francois StLaurent,0,0
2009020232,Washington Capitals,7,Florida Panthers,4,Dan O'Rourke,Dean Morton,1,0
2009020233,Columbus Blue Jackets,3,Carolina Hurricanes,2,Brian Pochmara,Don VanMassenhoven,1,0
2009020234,Minnesota Wild,3,Dallas Stars,2,Chris Lee,Ian Walsh,1,0
2009020235,Calgary Flames,3,New York Rangers,1,Dan O'Halloran,Kevin Pollock,1,0
2009020236,Anaheim Ducks,4,Phoenix Coyotes,3,Dave Jackson,Rob Martell,1,0
2009020237,San Jose Sharks,5,Pittsburgh Penguins,0,Stephane Auger,Tom Kowal,1,0
2009020238,Atlanta Thrashers,2,St. Louis Blues,2,Chris Rooney,Bill McCreary,0,0
2009020239,Colorado Avalanche,3,Edmonton Oilers,5,Justin StPierre,Steve Kozari,0,1
2009020240,Chicago Blackhawks,4,Los Angeles Kings,1,Dennis LaRue,Tom Kowal,1,0
2009020241,Boston Bruins,3,Pittsburgh Penguins,0,Kerry Fraser,Bill McCreary,1,0
2009020242,Toronto Maple Leafs,2,Minnesota Wild,5,Greg Kimmerly,Brad Watson,0,1
2009020243,Montréal Canadiens,0,Calgary Flames,1,Dan Marouelli,Don VanMassenhoven,0,1
2009020244,Ottawa Senators,3,Edmonton Oilers,3,Ian Walsh,Kevin Pollock,0,0
2009020245,St. Louis Blues,6,Vancouver Canucks,1,Dan O'Rourke,Tom Kowal,1,0
2009020246,San Jose Sharks,4,Nashville Predators,3,Mike Leggo,Rob Martell,1,0
2009020247,Buffalo Sabres,3,Edmonton Oilers,1,Chris Rooney,Brad Watson,1,0
2009020248,New Jersey Devils,3,Anaheim Ducks,1,Bill McCreary,Eric Furlatt,1,0
2009020249,Washington Capitals,4,New York Islanders,4,Marc Joannette,Francois StLaurent,0,0
2009020250,Carolina Hurricanes,2,Los Angeles Kings,5,Dennis LaRue,Tim Peel,0,1
2009020251,Columbus Blue Jackets,1,Detroit Red Wings,9,Frederick L'Ecuyer,Stephen Walkom,0,1
2009020252,Chicago Blackhawks,2,Colorado Avalanche,2,Chris Lee,Steve Kozari,0,0
2009020253,Boston Bruins,0,Florida Panthers,0,Kelly Sutherland,Justin StPierre,0,0
2009020254,New York Rangers,3,Atlanta Thrashers,5,Kerry Fraser,Eric Furlatt,0,1
2009020255,Philadelphia Flyers,5,Ottawa Senators,1,Wes McCauley,Tim Peel,1,0
2009020256,Pittsburgh Penguins,1,New Jersey Devils,4,Frederick L'Ecuyer,Don VanMassenhoven,0,1
2009020257,Tampa Bay Lightning,3,Minnesota Wild,3,Dan O'Halloran,Brian Pochmara,0,0
2009020258,Detroit Red Wings,3,Vancouver Canucks,1,Dave Jackson,Gord Dwyer,1,0
2009020259,St. Louis Blues,1,Nashville Predators,3,Mike Leggo,Chris Lee,0,1
2009020260,Phoenix Coyotes,2,Montréal Canadiens,4,Rob Martell,Tom Kowal,0,1
2009020261,San Jose Sharks,2,Dallas Stars,2,Brad Meier,Kyle Rehman,0,0
2009020262,Washington Capitals,3,Minnesota Wild,1,Tim Peel,Don VanMassenhoven,1,0
2009020263,Carolina Hurricanes,3,New York Islanders,4,Kevin Pollock,Steve Kozari,0,1
2009020264,Columbus Blue Jackets,2,Anaheim Ducks,2,Marc Joannette,Francois StLaurent,0,0
2009020265,Buffalo Sabres,1,Calgary Flames,1,Brad Watson,Dean Morton,0,0
2009020266,Atlanta Thrashers,7,Los Angeles Kings,0,Wes McCauley,Dan O'Halloran,1,0
2009020267,Chicago Blackhawks,3,Toronto Maple Leafs,2,Dave Jackson,Gord Dwyer,1,0
2009020268,Toronto Maple Leafs,2,Calgary Flames,5,Dan Marouelli,Brad Watson,0,1
2009020269,Ottawa Senators,1,New York Rangers,1,Chris Rooney,Kelly Sutherland,0,0
2009020270,New Jersey Devils,5,Washington Capitals,2,Don VanMassenhoven,Steve Kozari,1,0
2009020271,Philadelphia Flyers,2,Buffalo Sabres,3,Dan O'Halloran,Stephane Auger,0,1
2009020272,Florida Panthers,4,New York Islanders,4,Mike Leggo,Brian Pochmara,0,0
2009020273,Detroit Red Wings,7,Anaheim Ducks,4,Bill McCreary,Ian Walsh,1,0
2009020274,Pittsburgh Penguins,6,Boston Bruins,5,Kerry Fraser,Paul Devorski,1,0
2009020275,Tampa Bay Lightning,1,Los Angeles Kings,1,Frederick L'Ecuyer,Rob Martell,0,0
2009020276,St. Louis Blues,1,San Jose Sharks,3,Chris Lee,Kevin Pollock,0,1
2009020277,Nashville Predators,2,Montréal Canadiens,0,Dave Jackson,Gord Dwyer,1,0
2009020278,Phoenix Coyotes,3,Dallas Stars,2,Dan O'Rourke,Greg Kimmerly,1,0
2009020279,Colorado Avalanche,2,Vancouver Canucks,8,Brad Meier,Kyle Rehman,0,1
2009020280,Carolina Hurricanes,4,Minnesota Wild,4,Wes McCauley,Francois StLaurent,0,0
2009020281,Atlanta Thrashers,3,Edmonton Oilers,2,Justin StPierre,Marc Joannette,1,0
2009020282,Chicago Blackhawks,4,San Jose Sharks,3,Kerry Fraser,Kevin Pollock,1,0
2009020283,Boston Bruins,1,New York Islanders,4,Chris Rooney,Don VanMassenhoven,0,1
2009020284,Philadelphia Flyers,3,New Jersey Devils,2,Kelly Sutherland,Kyle Rehman,1,0
2009020285,Columbus Blue Jackets,2,Edmonton Oilers,2,Justin StPierre,Dean Morton,0,0
2009020286,Pittsburgh Penguins,5,Anaheim Ducks,2,Brad Meier,Steve Kozari,1,0
2009020287,Florida Panthers,3,Los Angeles Kings,3,Dave Jackson,Stephane Auger,0,0
2009020288,Phoenix Coyotes,1,Tampa Bay Lightning,4,Mike Leggo,Greg Kimmerly,0,1
2009020289,New York Rangers,2,Washington Capitals,4,Dan Marouelli,Dean Morton,0,1
2009020290,Montréal Canadiens,2,Carolina Hurricanes,2,Bill McCreary,Eric Furlatt,0,0
2009020291,Ottawa Senators,3,Toronto Maple Leafs,2,Dennis LaRue,Brian Pochmara,1,0
2009020292,Nashville Predators,4,San Jose Sharks,3,Marc Joannette,Francois StLaurent,1,0
2009020293,Calgary Flames,2,Colorado Avalanche,3,Paul Devorski,Tom Kowal,0,1
2009020294,Buffalo Sabres,2,Florida Panthers,6,Kevin Pollock,Kyle Rehman,0,1
2009020295,Detroit Red Wings,1,Dallas Stars,3,Dennis LaRue,Stephane Auger,0,1
2009020296,Minnesota Wild,2,Phoenix Coyotes,3,Kelly Sutherland,Stephen Walkom,0,1
2009020297,Edmonton Oilers,6,Colorado Avalanche,4,Paul Devorski,Tom Kowal,1,0
2009020298,Los Angeles Kings,2,Philadelphia Flyers,3,Gord Dwyer,Brad Watson,0,1
2009020299,Carolina Hurricanes,5,Toronto Maple Leafs,5,Rob Martell,Ian Walsh,0,0
2009020300,Atlanta Thrashers,3,Boston Bruins,3,Brian Pochmara,Chris Lee,0,0
2009020301,Ottawa Senators,6,Pittsburgh Penguins,2,Eric Furlatt,David Banfield,1,0
2009020302,St. Louis Blues,3,Phoenix Coyotes,2,Kerry Fraser,Stephane Auger,1,0
2009020303,Nashville Predators,2,New Jersey Devils,2,Dan Marouelli,Stephen Walkom,0,0
2009020304,Dallas Stars,1,Columbus Blue Jackets,4,Chris Rooney,Tim Peel,0,1
2009020305,Calgary Flames,1,Chicago Blackhawks,7,Paul Devorski,Brad Meier,0,1
2009020306,Anaheim Ducks,4,Tampa Bay Lightning,3,Dan O'Rourke,Brad Watson,1,0
2009020307,Washington Capitals,2,Montréal Canadiens,3,Dan O'Halloran,Ian Walsh,0,1
2009020308,Buffalo Sabres,1,Boston Bruins,2,Bill McCreary,Francois StLaurent,0,1
2009020309,Detroit Red Wings,1,Florida Panthers,2,Kelly Sutherland,Steve Kozari,0,1
2009020310,Minnesota Wild,3,New York Islanders,2,Dennis LaRue,Tom Kowal,1,0
2009020311,Vancouver Canucks,5,Colorado Avalanche,2,Mike Leggo,Gord Dwyer,1,0
2009020312,San Jose Sharks,6,Philadelphia Flyers,3,Wes McCauley,Dan O'Rourke,1,0
2009020313,Los Angeles Kings,2,Calgary Flames,5,Chris Rooney,Tim Peel,0,1
2009020314,Toronto Maple Leafs,1,Washington Capitals,1,Bill McCreary,David Banfield,0,0
2009020315,Montréal Canadiens,2,Detroit Red Wings,2,Dave Jackson,Marc Joannette,0,0
2009020316,Ottawa Senators,5,Buffalo Sabres,3,Justin StPierre,Stephane Auger,1,0
2009020317,New York Rangers,2,Florida Panthers,3,Dan O'Halloran,Francois StLaurent,0,1
2009020318,Carolina Hurricanes,3,Tampa Bay Lightning,1,Greg Kimmerly,Chris Lee,1,0
2009020319,Atlanta Thrashers,2,Pittsburgh Penguins,3,Dan Marouelli,Rob Martell,0,1
2009020320,St. Louis Blues,4,New York Islanders,1,Kerry Fraser,Steve Kozari,1,0
2009020321,Nashville Predators,3,Columbus Blue Jackets,3,Stephen Walkom,Tom Kowal,0,0
2009020322,Dallas Stars,5,New Jersey Devils,3,Brian Pochmara,Kevin Pollock,1,0
2009020323,Phoenix Coyotes,3,Philadelphia Flyers,1,Brad Watson,Dean Morton,1,0
2009020324,Edmonton Oilers,2,Chicago Blackhawks,5,Paul Devorski,Brad Meier,0,1
2009020325,Anaheim Ducks,2,San Jose Sharks,3,Wes McCauley,Dan O'Rourke,0,1
2009020326,Atlanta Thrashers,3,Tampa Bay Lightning,4,Stephen Walkom,Ian Walsh,0,1
2009020327,Vancouver Canucks,0,Chicago Blackhawks,1,Dennis LaRue,Gord Dwyer,0,1
2009020328,Nashville Predators,3,Detroit Red Wings,1,Chris Lee,Tom Kowal,1,0
2009020329,Toronto Maple Leafs,3,New York Islanders,4,Dave Jackson,Justin StPierre,0,1
2009020330,New York Rangers,7,Columbus Blue Jackets,4,Kelly Sutherland,David Banfield,1,0
2009020331,Ottawa Senators,4,Washington Capitals,3,Bill McCreary,Marc Joannette,1,0
2009020332,Florida Panthers,2,Pittsburgh Penguins,3,Greg Kimmerly,Kevin Pollock,0,1
2009020333,St. Louis Blues,2,Boston Bruins,4,Dan Marouelli,Steve Kozari,0,1
2009020334,Dallas Stars,2,Carolina Hurricanes,0,Kerry Fraser,Dan O'Rourke,1,0
2009020335,Colorado Avalanche,5,Philadelphia Flyers,4,Chris Rooney,Brian Pochmara,1,0
2009020336,Edmonton Oilers,4,Phoenix Coyotes,0,Gord Dwyer,Eric Furlatt,1,0
2009020337,Anaheim Ducks,2,Calgary Flames,2,Wes McCauley,Dean Morton,0,0
2009020338,Montréal Canadiens,5,Columbus Blue Jackets,3,Justin StPierre,Ian Walsh,1,0
2009020339,New Jersey Devils,3,Ottawa Senators,1,Kerry Fraser,Ian Walsh,1,0
2009020340,New York Islanders,1,Philadelphia Flyers,2,Bill McCreary,Chris Lee,0,1
2009020341,Washington Capitals,2,Buffalo Sabres,0,Paul Devorski,Kelly Sutherland,1,0
2009020342,Tampa Bay Lightning,3,Toronto Maple Leafs,4,Dan Marouelli,Rob Martell,0,1
2009020343,Pittsburgh Penguins,3,Montréal Canadiens,1,Wes McCauley,Stephen Walkom,1,0
2009020344,Florida Panthers,1,New York Rangers,1,Chris Rooney,Greg Kimmerly,0,0
2009020345,Detroit Red Wings,0,Atlanta Thrashers,2,Dan O'Halloran,Brian Pochmara,0,1
2009020346,Minnesota Wild,1,Boston Bruins,1,Stephane Auger,Brad Meier,0,0
2009020347,Dallas Stars,3,St. Louis Blues,3,Gord Dwyer,Tim Peel,0,0
2009020348,Colorado Avalanche,3,Nashville Predators,4,Brad Watson,Kevin Pollock,0,1
2009020349,Calgary Flames,2,Phoenix Coyotes,1,Dennis LaRue,Eric Furlatt,1,0
2009020350,Edmonton Oilers,1,Los Angeles Kings,3,Marc Joannette,Francois StLaurent,0,1
2009020351,Anaheim Ducks,3,Carolina Hurricanes,2,Mike Leggo,Kyle Rehman,1,0
2009020352,San Jose Sharks,2,Chicago Blackhawks,7,Tom Kowal,Dean Morton,0,1
2009020353,Ottawa Senators,2,Columbus Blue Jackets,1,Dave Jackson,Frederick L'Ecuyer,1,0
2009020354,Vancouver Canucks,4,Los Angeles Kings,1,Eric Furlatt,Francois StLaurent,1,0
2009020355,Boston Bruins,1,New Jersey Devils,1,Wes McCauley,Chris Rooney,0,0
2009020356,Philadelphia Flyers,2,Buffalo Sabres,4,Paul Devorski,David Banfield,0,1
2009020357,New York Islanders,3,Pittsburgh Penguins,2,Bill McCreary,Kelly Sutherland,1,0
2009020358,Minnesota Wild,5,Colorado Avalanche,3,Marc Joannette,Kyle Rehman,1,0
2009020359,Anaheim Ducks,3,Chicago Blackhawks,0,Tom Kowal,Kevin Pollock,1,0
2009020360,Carolina Hurricanes,4,Atlanta Thrashers,6,Greg Kimmerly,Gord Dwyer,0,1
2009020361,Tampa Bay Lightning,5,New York Rangers,1,Dan Marouelli,Steve Kozari,1,0
2009020362,Florida Panthers,4,Toronto Maple Leafs,6,Dan O'Rourke,Justin StPierre,0,1
2009020363,Detroit Red Wings,0,Calgary Flames,3,Chris Lee,Brad Meier,0,1
2009020364,Nashville Predators,1,St. Louis Blues,3,Dan O'Halloran,Rob Martell,0,1
2009020365,Edmonton Oilers,4,San Jose Sharks,4,Stephane Auger,Eric Furlatt,0,0
2009020366,Phoenix Coyotes,5,Dallas Stars,2,Mike Leggo,Dean Morton,1,0
2009020367,New Jersey Devils,6,New York Islanders,1,Chris Rooney,Paul Devorski,1,0
2009020368,Boston Bruins,3,Ottawa Senators,3,Gord Dwyer,Ian Walsh,0,0
2009020369,Buffalo Sabres,5,Carolina Hurricanes,1,Kerry Fraser,Kelly Sutherland,1,0
2009020370,Montréal Canadiens,3,Washington Capitals,3,Frederick L'Ecuyer,Brad Watson,0,0
2009020371,Atlanta Thrashers,1,Philadelphia Flyers,0,Greg Kimmerly,Rob Martell,1,0
2009020372,Columbus Blue Jackets,3,Calgary Flames,3,Bill McCreary,Marc Joannette,0,0
2009020373,Pittsburgh Penguins,8,New York Rangers,3,Stephen Walkom,David Banfield,1,0
2009020374,St. Louis Blues,3,Detroit Red Wings,3,Tim Peel,Kyle Rehman,0,0
2009020375,Nashville Predators,4,Florida Panthers,1,Brad Meier,Steve Kozari,1,0
2009020376,Dallas Stars,4,Tampa Bay Lightning,3,Don VanMassenhoven,Dean Morton,1,0
2009020377,Colorado Avalanche,2,Minnesota Wild,2,Kevin Pollock,Francois StLaurent,0,0
2009020378,Vancouver Canucks,7,Edmonton Oilers,3,Dennis LaRue,Stephane Auger,1,0
2009020379,Los Angeles Kings,1,Chicago Blackhawks,1,Mike Leggo,Brian Pochmara,0,0
2009020380,Anaheim Ducks,2,Phoenix Coyotes,3,Don VanMassenhoven,Francois StLaurent,0,1
2009020381,Vancouver Canucks,2,San Jose Sharks,4,Eric Furlatt,Chris Lee,0,1
2009020382,Toronto Maple Leafs,0,Buffalo Sabres,3,Kerry Fraser,Mike Leggo,0,1
2009020383,New York Rangers,2,Pittsburgh Penguins,5,Kelly Sutherland,Gord Dwyer,0,1
2009020384,Carolina Hurricanes,2,Washington Capitals,3,Brad Meier,Steve Kozari,0,1
2009020385,Atlanta Thrashers,4,Florida Panthers,3,Bill McCreary,Chris Ciamaga,1,0
2009020386,Columbus Blue Jackets,5,St. Louis Blues,2,Stephane Auger,Brad Watson,1,0
2009020387,Tampa Bay Lightning,0,Colorado Avalanche,3,Chris Rooney,Dan O'Rourke,0,1
2009020388,Detroit Red Wings,4,Dallas Stars,1,Marc Joannette,Rob Martell,1,0
2009020389,Nashville Predators,0,Calgary Flames,5,Justin StPierre,Tim Peel,0,1
2009020390,Montréal Canadiens,0,Toronto Maple Leafs,3,Kerry Fraser,Greg Kimmerly,0,1
2009020391,Chicago Blackhawks,3,Columbus Blue Jackets,3,Mike Leggo,Dennis LaRue,0,0
2009020392,Anaheim Ducks,3,Los Angeles Kings,4,Dan O'Halloran,Frederick L'Ecuyer,0,1
2009020393,San Jose Sharks,5,Ottawa Senators,2,Brian Pochmara,Don VanMassenhoven,1,0
2009020394,Boston Bruins,4,Tampa Bay Lightning,1,Wes McCauley,Brad Watson,1,0
2009020395,New Jersey Devils,2,Vancouver Canucks,5,Kelly Sutherland,Rob Martell,0,1
2009020396,Florida Panthers,5,Colorado Avalanche,5,Chris Rooney,Chris Lee,0,0
2009020397,Minnesota Wild,5,Nashville Predators,4,Paul Devorski,Chris Ciamaga,1,0
2009020398,Buffalo Sabres,6,Montréal Canadiens,2,Mike Leggo,Ian Walsh,1,0
2009020399,Philadelphia Flyers,0,Vancouver Canucks,3,Brad Watson,Rob Martell,0,1
2009020400,Washington Capitals,6,Florida Panthers,2,Kerry Fraser,Wes McCauley,1,0
2009020401,Atlanta Thrashers,1,New York Islanders,4,Dan O'Rourke,Chris Lee,0,1
2009020402,Columbus Blue Jackets,3,Toronto Maple Leafs,6,Dennis LaRue,Eric Furlatt,0,1
2009020403,Pittsburgh Penguins,4,Colorado Avalanche,1,Justin StPierre,Tom Kowal,1,0
2009020404,Detroit Red Wings,1,Edmonton Oilers,4,Greg Kimmerly,Kevin Pollock,0,1
2009020405,Dallas Stars,3,Anaheim Ducks,1,Chris Rooney,Steve Kozari,1,0
2009020406,Phoenix Coyotes,2,Calgary Flames,1,Gord Dwyer,Tim Peel,1,0
2009020407,Los Angeles Kings,6,Ottawa Senators,3,Dan O'Halloran,Don VanMassenhoven,1,0
2009020408,San Jose Sharks,2,St. Louis Blues,2,Dan Marouelli,Brian Pochmara,0,0
2009020409,New Jersey Devils,3,Tampa Bay Lightning,2,Dennis LaRue,Dean Morton,1,0
2009020410,Montréal Canadiens,5,Boston Bruins,1,Bill McCreary,Stephane Auger,1,0
2009020411,Minnesota Wild,4,Anaheim Ducks,4,Paul Devorski,Kevin Pollock,0,0
2009020412,Chicago Blackhawks,1,Nashville Predators,4,Stephen Walkom,Chris Lee,0,1
2009020413,Carolina Hurricanes,5,Vancouver Canucks,3,Marc Joannette,Ian Walsh,1,0
