Year,Ref,Team,Actual Score
1999,Terry Gregson,San Jose Sharks,2
1999,Terry Gregson,St. Louis Blues,6
1999,Dan Marouelli,San Jose Sharks,3
1999,Dan Marouelli,St. Louis Blues,1
1999,Kerry Fraser,San Jose Sharks,3
1999,Kerry Fraser,St. Louis Blues,1
1999,Richard Trottier,Dallas Stars,2
1999,Richard Trottier,Edmonton Oilers,1
1999,Stephen Walkom,Dallas Stars,2
1999,Stephen Walkom,Edmonton Oilers,1
1999,Dave Jackson,Dallas Stars,3
1999,Dave Jackson,Edmonton Oilers,0
1999,Paul Devorski,Dallas Stars,3
1999,Paul Devorski,Edmonton Oilers,0
1999,Don Van Massenhoven,Dallas Stars,2
1999,Don Van Massenhoven,Edmonton Oilers,5
1999,Mark Faucette,Dallas Stars,2
1999,Mark Faucette,Edmonton Oilers,5
1999,Bill McCreary,Dallas Stars,4
1999,Bill McCreary,Edmonton Oilers,3
1999,Lance Roberts,Dallas Stars,4
1999,Lance Roberts,Edmonton Oilers,3
1999,Dennis LaRue,Dallas Stars,3
1999,Dennis LaRue,Edmonton Oilers,2
1999,Kerry Frazier,Dallas Stars,3
1999,Kerry Frazier,Edmonton Oilers,2
1999,Brad Watson,Colorado Avalanche,6
1999,Brad Watson,Phoenix Coyotes,3
1999,Dan Marouelli,Colorado Avalanche,6
1999,Dan Marouelli,Phoenix Coyotes,3
1999,Dave Jackson,Colorado Avalanche,3
1999,Dave Jackson,Phoenix Coyotes,1
1999,Paul Devorski,Colorado Avalanche,3
1999,Paul Devorski,Phoenix Coyotes,1
1999,Dennis LaRue,Colorado Avalanche,4
1999,Dennis LaRue,Phoenix Coyotes,2
1999,Kerry Fraser,Colorado Avalanche,4
1999,Kerry Fraser,Phoenix Coyotes,2
1999,Don Koharski,Colorado Avalanche,2
1999,Don Koharski,Phoenix Coyotes,3
1999,Paul Stewart,Colorado Avalanche,2
1999,Paul Stewart,Phoenix Coyotes,3
1999,Don Van Massenhoven,Colorado Avalanche,2
1999,Don Van Massenhoven,Phoenix Coyotes,1
1999,MArk Faucette,Colorado Avalanche,2
1999,MArk Faucette,Phoenix Coyotes,1
1999,Bill McCreary,Detroit Red Wings,2
1999,Bill McCreary,Los Angeles Kings,0
1999,Lance Roberts,Detroit Red Wings,2
1999,Lance Roberts,Los Angeles Kings,0
1999,Dennis LaRue,Detroit Red Wings,8
1999,Dennis LaRue,Los Angeles Kings,5
1999,Kerry Fraser,Detroit Red Wings,8
1999,Kerry Fraser,Los Angeles Kings,5
1999,Don Koharski,Detroit Red Wings,2
1999,Don Koharski,Los Angeles Kings,1
1999,Paul Stewart,Detroit Red Wings,2
1999,Paul Stewart,Los Angeles Kings,1
1999,Dave Jackson,Detroit Red Wings,3
1999,Dave Jackson,Los Angeles Kings,0
1999,Paul Devorski,Detroit Red Wings,3
1999,Paul Devorski,Los Angeles Kings,0
1999,Don Koharski  #12,Philadelphia Flyers,0
1999,Don Koharski  #12,Pittsburgh Penguins,2
1999,Mick McGeough  #19,Philadelphia Flyers,0
1999,Mick McGeough  #19,Pittsburgh Penguins,2
1999,Bill McCreary,Philadelphia Flyers,1
1999,Bill McCreary,Pittsburgh Penguins,4
1999,Lance Roberts,Philadelphia Flyers,1
1999,Lance Roberts,Pittsburgh Penguins,4
1999,Richard Trottier,Philadelphia Flyers,4
1999,Richard Trottier,Pittsburgh Penguins,3
1999,Terry Gregson,Philadelphia Flyers,4
1999,Terry Gregson,Pittsburgh Penguins,3
1999,Dan Marouelli,Philadelphia Flyers,2
1999,Dan Marouelli,Pittsburgh Penguins,1
1999,Robbie Shick,Philadelphia Flyers,2
1999,Robbie Shick,Pittsburgh Penguins,1
1999,Don Van Massenhoven,Philadelphia Flyers,6
1999,Don Van Massenhoven,Pittsburgh Penguins,3
1999,Mark Faucette,Philadelphia Flyers,6
1999,Mark Faucette,Pittsburgh Penguins,3
1999,Bill McCreary,Philadelphia Flyers,2
1999,Bill McCreary,Pittsburgh Penguins,1
1999,Paul Devorski,Philadelphia Flyers,2
1999,Paul Devorski,Pittsburgh Penguins,1
1999,Bill McCreary,New Jersey Devils,1
1999,Bill McCreary,Toronto Maple Leafs,2
1999,Lance Roberts,New Jersey Devils,1
1999,Lance Roberts,Toronto Maple Leafs,2
1999,Richard Trottier,New Jersey Devils,1
1999,Richard Trottier,Toronto Maple Leafs,0
1999,Terry Gregson,New Jersey Devils,1
1999,Terry Gregson,Toronto Maple Leafs,0
1999,Don Koharski,New Jersey Devils,5
1999,Don Koharski,Toronto Maple Leafs,1
1999,Michael McGeough,New Jersey Devils,5
1999,Michael McGeough,Toronto Maple Leafs,1
1999,Paul Devorski,New Jersey Devils,2
1999,Paul Devorski,Toronto Maple Leafs,3
1999,Stephen Walkom,New Jersey Devils,2
1999,Stephen Walkom,Toronto Maple Leafs,3
1999,Dan Marouelli,New Jersey Devils,4
1999,Dan Marouelli,Toronto Maple Leafs,3
1999,Robbie Shick,New Jersey Devils,4
1999,Robbie Shick,Toronto Maple Leafs,3
1999,Don Koharski,New Jersey Devils,3
1999,Don Koharski,Toronto Maple Leafs,0
1999,Mark Faucette,New Jersey Devils,3
1999,Mark Faucette,Toronto Maple Leafs,0
1999,Paul Devorski,Dallas Stars,4
1999,Paul Devorski,San Jose Sharks,0
1999,Stephen Walkom,Dallas Stars,4
1999,Stephen Walkom,San Jose Sharks,0
1999,Dave Jackson,Dallas Stars,1
1999,Dave Jackson,San Jose Sharks,0
1999,Kerry Fraser,Dallas Stars,1
1999,Kerry Fraser,San Jose Sharks,0
1999,Don Van Massenhoven,Dallas Stars,1
1999,Don Van Massenhoven,San Jose Sharks,2
1999,Mark Faucette,Dallas Stars,1
1999,Mark Faucette,San Jose Sharks,2
1999,Bill McCreary,Dallas Stars,5
1999,Bill McCreary,San Jose Sharks,4
1999,Lance Roberts,Dallas Stars,5
1999,Lance Roberts,San Jose Sharks,4
1999,Kerry Fraser,Dallas Stars,4
1999,Kerry Fraser,San Jose Sharks,1
1999,Richard Trottier,Dallas Stars,4
1999,Richard Trottier,San Jose Sharks,1
1999,Dan Marouelli,Colorado Avalanche,2
1999,Dan Marouelli,Detroit Red Wings,0
1999,Rob Shick,Colorado Avalanche,2
1999,Rob Shick,Detroit Red Wings,0
1999,Don Van Massenhoven,Colorado Avalanche,3
1999,Don Van Massenhoven,Detroit Red Wings,1
1999,Mark Faucette,Colorado Avalanche,3
1999,Mark Faucette,Detroit Red Wings,1
1999,Paul Devorski,Colorado Avalanche,1
1999,Paul Devorski,Detroit Red Wings,3
1999,Stephan Walkom,Colorado Avalanche,1
1999,Stephan Walkom,Detroit Red Wings,3
1999,Dave Jackson,Colorado Avalanche,3
1999,Dave Jackson,Detroit Red Wings,2
1999,Kerry Fraser,Colorado Avalanche,3
1999,Kerry Fraser,Detroit Red Wings,2
1999,Don Koharski,Colorado Avalanche,4
1999,Don Koharski,Detroit Red Wings,2
1999,Michael McGeough,Colorado Avalanche,4
1999,Michael McGeough,Detroit Red Wings,2
1999,Don Koharski,New Jersey Devils,4
1999,Don Koharski,Philadelphia Flyers,1
1999,Robbie Shick,New Jersey Devils,4
1999,Robbie Shick,Philadelphia Flyers,1
1999,Dan Marouelli,New Jersey Devils,3
1999,Dan Marouelli,Philadelphia Flyers,4
1999,Paul Devorski,New Jersey Devils,3
1999,Paul Devorski,Philadelphia Flyers,4
1999,Mark Faucette,New Jersey Devils,2
1999,Mark Faucette,Philadelphia Flyers,4
1999,Terry Gregson,New Jersey Devils,2
1999,Terry Gregson,Philadelphia Flyers,4
1999,Kerry Fraser,New Jersey Devils,1
1999,Kerry Fraser,Philadelphia Flyers,3
1999,Stephen Walkom,New Jersey Devils,1
1999,Stephen Walkom,Philadelphia Flyers,3
1999,Bill McCreary  #7,New Jersey Devils,4
1999,Bill McCreary  #7,Philadelphia Flyers,1
1999,Don Van Massenhoven,New Jersey Devils,4
1999,Don Van Massenhoven,Philadelphia Flyers,1
1999,Dan Marouelli,New Jersey Devils,2
1999,Dan Marouelli,Philadelphia Flyers,1
1999,Mark Faucette,New Jersey Devils,2
1999,Mark Faucette,Philadelphia Flyers,1
1999,Dan Marouelli,New Jersey Devils,2
1999,Dan Marouelli,Philadelphia Flyers,1
1999,Don Koharski,New Jersey Devils,2
1999,Don Koharski,Philadelphia Flyers,1
1999,Mark Faucette,Colorado Avalanche,2
1999,Mark Faucette,Dallas Stars,0
1999,Terry Gregson,Colorado Avalanche,2
1999,Terry Gregson,Dallas Stars,0
1999,Kerry Fraser,Colorado Avalanche,2
1999,Kerry Fraser,Dallas Stars,3
1999,Stephen Walkom,Colorado Avalanche,2
1999,Stephen Walkom,Dallas Stars,3
1999,Bill McCreary,Colorado Avalanche,2
1999,Bill McCreary,Dallas Stars,0
1999,Don Van Massenhoven,Colorado Avalanche,2
1999,Don Van Massenhoven,Dallas Stars,0
1999,Dan Marouelli,Colorado Avalanche,1
1999,Dan Marouelli,Dallas Stars,4
1999,Paul Devorski,Colorado Avalanche,1
1999,Paul Devorski,Dallas Stars,4
1999,Don Koharski,Colorado Avalanche,2
1999,Don Koharski,Dallas Stars,3
1999,Robbie Shick,Colorado Avalanche,2
1999,Robbie Shick,Dallas Stars,3
1999,Kerry Fraser,Colorado Avalanche,2
1999,Kerry Fraser,Dallas Stars,1
1999,Terry Gregson,Colorado Avalanche,2
1999,Terry Gregson,Dallas Stars,1
1999,Bill McCreary,Colorado Avalanche,2
1999,Bill McCreary,Dallas Stars,3
1999,Terry Gregson,Colorado Avalanche,2
1999,Terry Gregson,Dallas Stars,3
1999,Bill McCreary,Dallas Stars,3
1999,Bill McCreary,New Jersey Devils,7
1999,Don Koharski,Dallas Stars,3
1999,Don Koharski,New Jersey Devils,7
1999,Dan Marouelli,Dallas Stars,2
1999,Dan Marouelli,New Jersey Devils,1
1999,Kerry Fraser,Dallas Stars,2
1999,Kerry Fraser,New Jersey Devils,1
1999,Don Koharski,Dallas Stars,1
1999,Don Koharski,New Jersey Devils,2
1999,Terry Gregson,Dallas Stars,1
1999,Terry Gregson,New Jersey Devils,2
1999,Bill McCreary,Dallas Stars,1
1999,Bill McCreary,New Jersey Devils,3
1999,Kerry Fraser,Dallas Stars,1
1999,Kerry Fraser,New Jersey Devils,3
1999,Dan Marouelli,Dallas Stars,1
1999,Dan Marouelli,New Jersey Devils,0
1999,Don Koharski,Dallas Stars,1
1999,Don Koharski,New Jersey Devils,0
1999,Bill McCreary,Dallas Stars,1
1999,Bill McCreary,New Jersey Devils,2
1999,Terry Gregson,Dallas Stars,1
1999,Terry Gregson,New Jersey Devils,2
2000,Dave Jackson,Carolina Hurricanes,1
2000,Dave Jackson,New Jersey Devils,5
2000,Paul Stewart,Carolina Hurricanes,1
2000,Paul Stewart,New Jersey Devils,5
2000,Bill McCreary,Carolina Hurricanes,0
2000,Bill McCreary,New Jersey Devils,2
2000,Dan O'Halloran,Carolina Hurricanes,0
2000,Dan O'Halloran,New Jersey Devils,2
2000,Kevin Pollock,Carolina Hurricanes,0
2000,Kevin Pollock,New Jersey Devils,4
2000,Paul Devorski,Carolina Hurricanes,0
2000,Paul Devorski,New Jersey Devils,4
2000,Dan O'Halloran,Carolina Hurricanes,3
2000,Dan O'Halloran,New Jersey Devils,2
2000,Paul Devorski,Carolina Hurricanes,3
2000,Paul Devorski,New Jersey Devils,2
2000,Blaine Angus,Carolina Hurricanes,3
2000,Blaine Angus,New Jersey Devils,2
2000,Don Van Massenhoven,Carolina Hurricanes,3
2000,Don Van Massenhoven,New Jersey Devils,2
2000,Kerry Fraser,Carolina Hurricanes,1
2000,Kerry Fraser,New Jersey Devils,5
2000,Rob Shick,Carolina Hurricanes,1
2000,Rob Shick,New Jersey Devils,5
2000,Dan Marouelli,Ottawa Senators,0
2000,Dan Marouelli,Toronto Maple Leafs,1
2000,Dean Warren,Ottawa Senators,0
2000,Dean Warren,Toronto Maple Leafs,1
2000,Dan Marouelli,Ottawa Senators,0
2000,Dan Marouelli,Toronto Maple Leafs,3
2000,Terry Gregson,Ottawa Senators,0
2000,Terry Gregson,Toronto Maple Leafs,3
2000,Don Koharski,Ottawa Senators,2
2000,Don Koharski,Toronto Maple Leafs,3
2000,Stephen Walkom,Ottawa Senators,2
2000,Stephen Walkom,Toronto Maple Leafs,3
2000,Brad Watson,Ottawa Senators,1
2000,Brad Watson,Toronto Maple Leafs,3
2000,Don Van Massenhoven,Ottawa Senators,1
2000,Don Van Massenhoven,Toronto Maple Leafs,3
2000,Don Koharski,Pittsburgh Penguins,0
2000,Don Koharski,Washington Capitals,1
2000,Stephen Walkom,Pittsburgh Penguins,0
2000,Stephen Walkom,Washington Capitals,1
2000,Blaine Angus,Pittsburgh Penguins,2
2000,Blaine Angus,Washington Capitals,1
2000,Don Koharski,Pittsburgh Penguins,2
2000,Don Koharski,Washington Capitals,1
2000,Brad Watson,Pittsburgh Penguins,3
2000,Brad Watson,Washington Capitals,0
2000,Don Van Massenhoven,Pittsburgh Penguins,3
2000,Don Van Massenhoven,Washington Capitals,0
2000,Dave Jackson,Pittsburgh Penguins,3
2000,Dave Jackson,Washington Capitals,4
2000,Paul Stewart,Pittsburgh Penguins,3
2000,Paul Stewart,Washington Capitals,4
2000,Paul Devorski,Pittsburgh Penguins,2
2000,Paul Devorski,Washington Capitals,1
2000,Rob Shick,Pittsburgh Penguins,2
2000,Rob Shick,Washington Capitals,1
2000,Mark Faucette,Pittsburgh Penguins,4
2000,Mark Faucette,Washington Capitals,3
2000,Mick McGeough,Pittsburgh Penguins,4
2000,Mick McGeough,Washington Capitals,3
2000,Don Van Massenhoven,Buffalo Sabres,2
2000,Don Van Massenhoven,Philadelphia Flyers,1
2000,Rob Shick,Buffalo Sabres,2
2000,Rob Shick,Philadelphia Flyers,1
2000,Bill McCreary,Buffalo Sabres,4
2000,Bill McCreary,Philadelphia Flyers,3
2000,Brad Watson,Buffalo Sabres,4
2000,Brad Watson,Philadelphia Flyers,3
2000,Kevin Pollock,Buffalo Sabres,2
2000,Kevin Pollock,Philadelphia Flyers,3
2000,Paul Devorski,Buffalo Sabres,2
2000,Paul Devorski,Philadelphia Flyers,3
2000,Don Koharski,Buffalo Sabres,4
2000,Don Koharski,Philadelphia Flyers,3
2000,Stephen Walkom,Buffalo Sabres,4
2000,Stephen Walkom,Philadelphia Flyers,3
2000,Dave Jackson,Buffalo Sabres,1
2000,Dave Jackson,Philadelphia Flyers,3
2000,Kerry Fraser,Buffalo Sabres,1
2000,Kerry Fraser,Philadelphia Flyers,3
2000,Brad Watson,Buffalo Sabres,8
2000,Brad Watson,Philadelphia Flyers,0
2000,Michael McGeough,Buffalo Sabres,8
2000,Michael McGeough,Philadelphia Flyers,0
2000,Kevin Pollock,Colorado Avalanche,5
2000,Kevin Pollock,Vancouver Canucks,4
2000,Paul Devorski,Colorado Avalanche,5
2000,Paul Devorski,Vancouver Canucks,4
2000,Dave Jackson,Colorado Avalanche,2
2000,Dave Jackson,Vancouver Canucks,1
2000,Paul Stewart,Colorado Avalanche,2
2000,Paul Stewart,Vancouver Canucks,1
2000,Mark Faucette,Colorado Avalanche,4
2000,Mark Faucette,Vancouver Canucks,3
2000,Michael McGeough,Colorado Avalanche,4
2000,Michael McGeough,Vancouver Canucks,3
2000,Dan Marouelli,Colorado Avalanche,5
2000,Dan Marouelli,Vancouver Canucks,1
2000,Dean Warren,Colorado Avalanche,5
2000,Dean Warren,Vancouver Canucks,1
2000,Bill McCreary,Detroit Red Wings,5
2000,Bill McCreary,Los Angeles Kings,3
2000,Michael McGeough,Detroit Red Wings,5
2000,Michael McGeough,Los Angeles Kings,3
2000,Rob Shick,Detroit Red Wings,4
2000,Rob Shick,Los Angeles Kings,0
2000,Stephen Walkom,Detroit Red Wings,4
2000,Stephen Walkom,Los Angeles Kings,0
2000,Dave Jackson,Detroit Red Wings,1
2000,Dave Jackson,Los Angeles Kings,2
2000,Paul Stewart,Detroit Red Wings,1
2000,Paul Stewart,Los Angeles Kings,2
2000,Mark Faucette,Detroit Red Wings,3
2000,Mark Faucette,Los Angeles Kings,4
2000,Michael McGeough,Detroit Red Wings,3
2000,Michael McGeough,Los Angeles Kings,4
2000,Kerry Fraser,Detroit Red Wings,2
2000,Kerry Fraser,Los Angeles Kings,3
2000,Kevin Pollock,Detroit Red Wings,2
2000,Kevin Pollock,Los Angeles Kings,3
2000,Don Koharski,Detroit Red Wings,2
2000,Don Koharski,Los Angeles Kings,3
2000,Terry Gregson,Detroit Red Wings,2
2000,Terry Gregson,Los Angeles Kings,3
2000,Dennis LaRue,Dallas Stars,2
2000,Dennis LaRue,Edmonton Oilers,1
2000,Kerry Fraser,Dallas Stars,2
2000,Kerry Fraser,Edmonton Oilers,1
2000,Kerry Fraser,Dallas Stars,3
2000,Kerry Fraser,Edmonton Oilers,4
2000,Mike Leggo,Dallas Stars,3
2000,Mike Leggo,Edmonton Oilers,4
2000,Mark Faucette,Dallas Stars,3
2000,Mark Faucette,Edmonton Oilers,2
2000,Michael McGeough,Dallas Stars,3
2000,Michael McGeough,Edmonton Oilers,2
2000,Dan Marouelli,Dallas Stars,1
2000,Dan Marouelli,Edmonton Oilers,2
2000,Terry Gregson,Dallas Stars,1
2000,Terry Gregson,Edmonton Oilers,2
2000,Don Koharski,Dallas Stars,4
2000,Don Koharski,Edmonton Oilers,3
2000,Kevin Pollock,Dallas Stars,4
2000,Kevin Pollock,Edmonton Oilers,3
2000,Bill McCreary,Dallas Stars,3
2000,Bill McCreary,Edmonton Oilers,1
2000,Stephen Walkom,Dallas Stars,3
2000,Stephen Walkom,Edmonton Oilers,1
2000,Mark Faucette,San Jose Sharks,1
2000,Mark Faucette,St. Louis Blues,3
2000,Rob Shick,San Jose Sharks,1
2000,Rob Shick,St. Louis Blues,3
2000,Kevin Pollock,San Jose Sharks,1
2000,Kevin Pollock,St. Louis Blues,0
2000,Paul Devorski,San Jose Sharks,1
2000,Paul Devorski,St. Louis Blues,0
2000,Dennis LaRue,San Jose Sharks,3
2000,Dennis LaRue,St. Louis Blues,6
2000,Kerry Fraser,San Jose Sharks,3
2000,Kerry Fraser,St. Louis Blues,6
2000,Kerry Fraser,San Jose Sharks,3
2000,Kerry Fraser,St. Louis Blues,2
2000,Mike Leggo,San Jose Sharks,3
2000,Mike Leggo,St. Louis Blues,2
2000,Rob Shick,San Jose Sharks,2
2000,Rob Shick,St. Louis Blues,3
2000,Stephen Walkom,San Jose Sharks,2
2000,Stephen Walkom,St. Louis Blues,3
2000,Dan Marouelli,San Jose Sharks,1
2000,Dan Marouelli,St. Louis Blues,2
2000,Dean Warren,San Jose Sharks,1
2000,Dean Warren,St. Louis Blues,2
2000,Mark Faucette,New Jersey Devils,0
2000,Mark Faucette,Toronto Maple Leafs,2
2000,Michael McGeough,New Jersey Devils,0
2000,Michael McGeough,Toronto Maple Leafs,2
2000,Dan Marouelli,New Jersey Devils,6
2000,Dan Marouelli,Toronto Maple Leafs,5
2000,Kerry Fraser,New Jersey Devils,6
2000,Kerry Fraser,Toronto Maple Leafs,5
2000,Rob Shick,New Jersey Devils,3
2000,Rob Shick,Toronto Maple Leafs,2
2000,Stephen Walkom,New Jersey Devils,3
2000,Stephen Walkom,Toronto Maple Leafs,2
2000,Don Koharski,New Jersey Devils,1
2000,Don Koharski,Toronto Maple Leafs,3
2000,Paul Devorski,New Jersey Devils,1
2000,Paul Devorski,Toronto Maple Leafs,3
2000,Bill McCreary,New Jersey Devils,2
2000,Bill McCreary,Toronto Maple Leafs,3
2000,Brad Watson,New Jersey Devils,2
2000,Brad Watson,Toronto Maple Leafs,3
2000,Dan Marouelli,New Jersey Devils,4
2000,Dan Marouelli,Toronto Maple Leafs,2
2000,Kevin Pollock,New Jersey Devils,4
2000,Kevin Pollock,Toronto Maple Leafs,2
2000,Bill McCreary,New Jersey Devils,5
2000,Bill McCreary,Toronto Maple Leafs,1
2000,Stephen Walkom,New Jersey Devils,5
2000,Stephen Walkom,Toronto Maple Leafs,1
2000,Dean Warren,Buffalo Sabres,0
2000,Dean Warren,Pittsburgh Penguins,3
2000,Kerry Fraser,Buffalo Sabres,0
2000,Kerry Fraser,Pittsburgh Penguins,3
2000,Michael McGeough,Buffalo Sabres,1
2000,Michael McGeough,Pittsburgh Penguins,3
2000,Terry Gregson,Buffalo Sabres,1
2000,Terry Gregson,Pittsburgh Penguins,3
2000,Mark Faucette,Buffalo Sabres,4
2000,Mark Faucette,Pittsburgh Penguins,1
2000,Rob Shick,Buffalo Sabres,4
2000,Rob Shick,Pittsburgh Penguins,1
2000,Don Koharski,Buffalo Sabres,5
2000,Don Koharski,Pittsburgh Penguins,2
2000,Kevin Pollock,Buffalo Sabres,5
2000,Kevin Pollock,Pittsburgh Penguins,2
2000,Dan Marouelli,Buffalo Sabres,3
2000,Dan Marouelli,Pittsburgh Penguins,2
2000,Don Van Massenhoven,Buffalo Sabres,3
2000,Don Van Massenhoven,Pittsburgh Penguins,2
2000,Bill McCreary,Buffalo Sabres,2
2000,Bill McCreary,Pittsburgh Penguins,3
2000,Brad Watson,Buffalo Sabres,2
2000,Brad Watson,Pittsburgh Penguins,3
2000,Don Koharski,Buffalo Sabres,2
2000,Don Koharski,Pittsburgh Penguins,3
2000,Paul Devorski,Buffalo Sabres,2
2000,Paul Devorski,Pittsburgh Penguins,3
2000,Kevin Pollock,Colorado Avalanche,3
2000,Kevin Pollock,Los Angeles Kings,4
2000,Paul Devorski,Colorado Avalanche,3
2000,Paul Devorski,Los Angeles Kings,4
2000,Don Koharski,Colorado Avalanche,2
2000,Don Koharski,Los Angeles Kings,0
2000,Paul Devorski,Colorado Avalanche,2
2000,Paul Devorski,Los Angeles Kings,0
2000,Michael McGeough,Colorado Avalanche,4
2000,Michael McGeough,Los Angeles Kings,3
2000,Terry Gregson,Colorado Avalanche,4
2000,Terry Gregson,Los Angeles Kings,3
2000,Bill McCreary,Colorado Avalanche,3
2000,Bill McCreary,Los Angeles Kings,0
2000,Don Van Massenhoven,Colorado Avalanche,3
2000,Don Van Massenhoven,Los Angeles Kings,0
2000,Stephen Walkom,Colorado Avalanche,0
2000,Stephen Walkom,Los Angeles Kings,1
2000,Terry Gregson,Colorado Avalanche,0
2000,Terry Gregson,Los Angeles Kings,1
2000,Kerry Fraser,Colorado Avalanche,0
2000,Kerry Fraser,Los Angeles Kings,1
2000,Mark Faucette,Colorado Avalanche,0
2000,Mark Faucette,Los Angeles Kings,1
2000,Dan Marouelli,Colorado Avalanche,5
2000,Dan Marouelli,Los Angeles Kings,1
2000,Rob Shick,Colorado Avalanche,5
2000,Rob Shick,Los Angeles Kings,1
2000,Rob Shick,Dallas Stars,2
2000,Rob Shick,St. Louis Blues,4
2000,Stephen Walkom,Dallas Stars,2
2000,Stephen Walkom,St. Louis Blues,4
2000,Bill McCreary,Dallas Stars,1
2000,Bill McCreary,St. Louis Blues,2
2000,Brad Watson,Dallas Stars,1
2000,Brad Watson,St. Louis Blues,2
2000,Dan Marouelli,Dallas Stars,2
2000,Dan Marouelli,St. Louis Blues,3
2000,Dean Warren,Dallas Stars,2
2000,Dean Warren,St. Louis Blues,3
2000,Kerry Fraser,Dallas Stars,1
2000,Kerry Fraser,St. Louis Blues,4
2000,Mark Faucette,Dallas Stars,1
2000,Mark Faucette,St. Louis Blues,4
2000,Brad Watson,New Jersey Devils,3
2000,Brad Watson,Pittsburgh Penguins,1
2000,Kerry Fraser,New Jersey Devils,3
2000,Kerry Fraser,Pittsburgh Penguins,1
2000,Kevin Pollock,New Jersey Devils,2
2000,Kevin Pollock,Pittsburgh Penguins,4
2000,Paul Devorski,New Jersey Devils,2
2000,Paul Devorski,Pittsburgh Penguins,4
2000,Don Koharski,New Jersey Devils,3
2000,Don Koharski,Pittsburgh Penguins,0
2000,Rob Shick,New Jersey Devils,3
2000,Rob Shick,Pittsburgh Penguins,0
2000,Dan Marouelli,New Jersey Devils,5
2000,Dan Marouelli,Pittsburgh Penguins,0
2000,Stephen Walkom,New Jersey Devils,5
2000,Stephen Walkom,Pittsburgh Penguins,0
2000,Bill McCreary,New Jersey Devils,4
2000,Bill McCreary,Pittsburgh Penguins,2
2000,Michael McGeough,New Jersey Devils,4
2000,Michael McGeough,Pittsburgh Penguins,2
2000,Don Koharski,Colorado Avalanche,4
2000,Don Koharski,St. Louis Blues,1
2000,Stephen Walkom,Colorado Avalanche,4
2000,Stephen Walkom,St. Louis Blues,1
2000,Bill McCreary,Colorado Avalanche,4
2000,Bill McCreary,St. Louis Blues,2
2000,Michael McGeough,Colorado Avalanche,4
2000,Michael McGeough,St. Louis Blues,2
2000,Brad Watson,Colorado Avalanche,3
2000,Brad Watson,St. Louis Blues,4
2000,Kerry Fraser,Colorado Avalanche,3
2000,Kerry Fraser,St. Louis Blues,4
2000,Kevin Pollock,Colorado Avalanche,4
2000,Kevin Pollock,St. Louis Blues,3
2000,Paul Devorski,Colorado Avalanche,4
2000,Paul Devorski,St. Louis Blues,3
2000,Dan Marouelli,Colorado Avalanche,2
2000,Dan Marouelli,St. Louis Blues,1
2000,Rob Shick,Colorado Avalanche,2
2000,Rob Shick,St. Louis Blues,1
2000,Dan Marouelli,Colorado Avalanche,5
2000,Dan Marouelli,New Jersey Devils,0
2000,Paul Devorski,Colorado Avalanche,5
2000,Paul Devorski,New Jersey Devils,0
2000,Bill McCreary,Colorado Avalanche,1
2000,Bill McCreary,New Jersey Devils,2
2000,Rob Shick,Colorado Avalanche,1
2000,Rob Shick,New Jersey Devils,2
2000,Dan Marouelli,Colorado Avalanche,3
2000,Dan Marouelli,New Jersey Devils,1
2000,Kerry Fraser,Colorado Avalanche,3
2000,Kerry Fraser,New Jersey Devils,1
2000,Bill McCreary,Colorado Avalanche,2
2000,Bill McCreary,New Jersey Devils,3
2000,Paul Devorski,Colorado Avalanche,2
2000,Paul Devorski,New Jersey Devils,3
2000,Kerry Fraser,Colorado Avalanche,1
2000,Kerry Fraser,New Jersey Devils,4
2000,Rob Shick,Colorado Avalanche,1
2000,Rob Shick,New Jersey Devils,4
2000,Bill McCreary,Colorado Avalanche,4
2000,Bill McCreary,New Jersey Devils,0
2000,Dan Marouelli,Colorado Avalanche,4
2000,Dan Marouelli,New Jersey Devils,0
2000,Dan Marouelli,Colorado Avalanche,3
2000,Dan Marouelli,New Jersey Devils,1
2000,Kerry Fraser,Colorado Avalanche,3
2000,Kerry Fraser,New Jersey Devils,1
2001,Bill McCreary,Boston Bruins,2
2001,Bill McCreary,Montréal Canadiens,5
2001,Shane Heyer,Boston Bruins,2
2001,Shane Heyer,Montréal Canadiens,5
2001,Brad Watson,Boston Bruins,6
2001,Brad Watson,Montréal Canadiens,4
2001,Michael McGeough,Boston Bruins,6
2001,Michael McGeough,Montréal Canadiens,4
2001,Blaine Angus,Boston Bruins,3
2001,Blaine Angus,Montréal Canadiens,5
2001,Rob Shick,Boston Bruins,3
2001,Rob Shick,Montréal Canadiens,5
2001,Dave Jackson,Boston Bruins,5
2001,Dave Jackson,Montréal Canadiens,2
2001,Don Koharski,Boston Bruins,5
2001,Don Koharski,Montréal Canadiens,2
2001,Dan Marouelli,Boston Bruins,1
2001,Dan Marouelli,Montréal Canadiens,2
2001,Marc Joannette,Boston Bruins,1
2001,Marc Joannette,Montréal Canadiens,2
2001,Dan Marouelli,Boston Bruins,1
2001,Dan Marouelli,Montréal Canadiens,2
2001,Kevin Pollock,Boston Bruins,1
2001,Kevin Pollock,Montréal Canadiens,2
2001,Bill McCreary,Ottawa Senators,0
2001,Bill McCreary,Philadelphia Flyers,1
2001,Brad Meier,Ottawa Senators,0
2001,Brad Meier,Philadelphia Flyers,1
2001,Blaine Angus,Ottawa Senators,3
2001,Blaine Angus,Philadelphia Flyers,0
2001,Rob Shick,Ottawa Senators,3
