code,away_outcome,away_score,away_team,home_outcome,home_score,home_team,official_1,official_2
1997020673,1,3,Montréal Canadiens,0,2,Philadelphia Flyers,Bill McCreary,Brian Murphy
1997020674,0,2,Dallas Stars,1,3,Florida Panthers,Dave Jackson,Mark Pare
1997020675,0,0,Toronto Maple Leafs,1,2,St. Louis Blues,McGeough,Heyers
1997020676,1,3,Chicago Blackhawks,0,0,San Jose Sharks,Dan Marouelli,Swede Knox
1997020677,0,3,Calgary Flames,1,5,Los Angeles Kings,Don Van Massenhoven,Danny McCourt
1997020678,0,3,Phoenix Coyotes,0,3,Buffalo Sabres,Paul Stewart,Pierre Champoux
1997020679,0,0,Carolina Hurricanes,1,2,New York Islanders,Blaine Angus,Scott Driscoll
1997020680,0,1,New Jersey Devils,1,3,Vancouver Canucks,Don Van Massenhoven,Jay Sharrers
1997020681,0,2,New York Rangers,1,4,Boston Bruins,Kerry Fraser,Brian Murphy
1997020682,0,2,Detroit Red Wings,1,4,Pittsburgh Penguins,Lance Roberts,Wayne Bonney
1997020683,1,4,Ottawa Senators,0,3,Montréal Canadiens,Terry Gregson,Pierre Champoux
1997020684,1,3,Washington Capitals,0,2,Philadelphia Flyers,Don Koharski,Pat Dapuzzo
1997020685,0,0,Tampa Bay Lightning,1,2,Florida Panthers,Bill McCreary,Mark Pare
1997020686,1,5,Phoenix Coyotes,0,2,Toronto Maple Leafs,Paul Stewart,Brad Lazarowich
1997020687,0,3,Dallas Stars,1,6,St. Louis Blues,Mark Faucette,Thor Nelson
1997020688,0,2,New Jersey Devils,0,2,Calgary Flames,Richard Trottier,Mark Wheler
1997020689,1,6,Vancouver Canucks,0,3,Edmonton Oilers,Paul Devorski,Don Henderson
1997020690,0,2,Colorado Avalanche,1,5,San Jose Sharks,Dennis Larue,Swede Knox
1997020691,0,0,Chicago Blackhawks,1,3,Los Angeles Kings,Dan Marouelli,Danny McCourt
1997020692,1,6,Montréal Canadiens,0,3,Carolina Hurricanes,Bill McCreary,Kevin Collins
1997020693,0,2,Boston Bruins,0,2,New York Islanders,Don Koharski,Scott Driscoll
1997020694,1,4,Detroit Red Wings,0,2,Washington Capitals,Blaine Angus,Pat Dapuzzo
1997020695,1,5,Buffalo Sabres,0,2,Florida Panthers,Dave Jackson,Jean Morin
1997020696,0,3,Chicago Blackhawks,1,4,Anaheim Ducks,Dan Marouelli,Danny McCourt
1997020697,1,4,New York Islanders,0,2,Pittsburgh Penguins,Dennis Larue,Kevin Collins
1997020698,1,1,New Jersey Devils,0,0,Ottawa Senators,Kerry Fraser,Wayne Bonney
1997020699,1,7,Buffalo Sabres,0,3,Tampa Bay Lightning,Dave Jackson,Jean Morin
1997020700,1,5,Dallas Stars,0,1,Toronto Maple Leafs,Lance Roberts,Gerry Gauthier
1997020701,0,0,Los Angeles Kings,1,1,Edmonton Oilers,Richard Trottier,Mark Wheler
1997020702,1,2,Colorado Avalanche,0,1,Vancouver Canucks,Paul Devorski,Baron Parker
1997020703,1,3,New York Rangers,0,2,San Jose Sharks,Dan Marouelli,Shane Heyer
1997020704,0,1,Detroit Red Wings,0,1,Florida Panthers,Bill McCreary,Jean Morin
1997020705,1,4,Chicago Blackhawks,0,2,Phoenix Coyotes,Michael McGeough,Jay Sharrers
1997020706,1,6,Los Angeles Kings,0,3,Calgary Flames,Paul Devorski,Don Henderson
1997020707,0,3,Tampa Bay Lightning,0,3,Carolina Hurricanes,Blaine Angus,Gordon Broseker
1997020708,0,2,Washington Capitals,0,2,Pittsburgh Penguins,Don Van Massenhoven,Kevin Collins
1997020709,0,2,Boston Bruins,0,2,Buffalo Sabres,Kerry Fraser,Scott Driscoll
1997020710,0,2,Montréal Canadiens,1,4,New York Islanders,Stephen Walkom,Gerry Gauthier
1997020711,0,0,Ottawa Senators,1,2,New Jersey Devils,Brad Watson,Brian Murphy
1997020712,0,2,St. Louis Blues,1,3,Toronto Maple Leafs,Dennis Larue,Wayne Bonney
1997020713,0,0,Philadelphia Flyers,1,1,Dallas Stars,Terry Gregson,Mark Pare
1997020714,1,3,San Jose Sharks,0,0,Edmonton Oilers,Paul Devorski,Swede Knox
1997020715,0,2,New York Rangers,1,3,Anaheim Ducks,Dan O'Halloran,Shane Heyer
1997020716,1,3,St. Louis Blues,0,1,Boston Bruins,Paul Stewart,Kevin Collins
1997020717,0,2,Toronto Maple Leafs,1,3,Ottawa Senators,Stephen Walkom,Wayne Bonney
1997020718,1,5,Detroit Red Wings,0,4,Tampa Bay Lightning,Mark Faucette,Jean Morin
1997020719,0,2,Chicago Blackhawks,1,4,Colorado Avalanche,Terry Gregson,Don Henderson
1997020720,1,6,Philadelphia Flyers,0,2,Phoenix Coyotes,Robbie Shick,Jay Sharrers
1997020721,0,2,San Jose Sharks,1,4,Calgary Flames,Richard Trottier,Swede Knox
1997020722,0,1,New York Rangers,1,3,Los Angeles Kings,Lance Roberts,Shane Heyer
1997020723,0,2,Pittsburgh Penguins,0,2,Buffalo Sabres,Bill McCreary,Danny McCourt
1997020724,0,4,Edmonton Oilers,1,5,Vancouver Canucks,Richard Trottier,Baron Parker
1997020725,1,3,Carolina Hurricanes,0,1,Boston Bruins,Don Van Massenhoven,Kevin Collins
1997020726,0,2,Pittsburgh Penguins,0,2,Ottawa Senators,Dennis Larue,Wayne Bonney
1997020727,1,4,Buffalo Sabres,0,1,Montréal Canadiens,Don Koharski,Pierre Champoux
1997020728,1,3,New Jersey Devils,0,2,New York Islanders,Kerry Fraser,Jean Morin
1997020729,1,4,Tampa Bay Lightning,0,3,Washington Capitals,Dave Jackson,Gordon Broseker
1997020730,0,2,Florida Panthers,1,3,Toronto Maple Leafs,Dan Marouelli,Scott Driscoll
1997020731,0,1,Detroit Red Wings,1,4,St. Louis Blues,Paul Stewart,Dan Schachte
1997020732,0,1,Chicago Blackhawks,1,3,Dallas Stars,Terry Gregson,Mark Pare
1997020733,0,2,Philadelphia Flyers,1,3,Colorado Avalanche,Robbie Shick,Don Henderson
1997020734,0,1,New York Rangers,0,1,Phoenix Coyotes,Lance Roberts,Jay Sharrers
1997020735,0,2,Edmonton Oilers,1,4,Calgary Flames,Stephen Walkom,Swede Knox
1997020736,0,3,San Jose Sharks,1,6,Vancouver Canucks,Paul Devorski,Baron Parker
1997020737,1,5,Los Angeles Kings,0,2,Anaheim Ducks,Michael McGeough,Shane Heyer
1997020738,0,2,Toronto Maple Leafs,0,2,Buffalo Sabres,Robbie Shick,Pat Dapuzzo
1997020739,1,6,Pittsburgh Penguins,0,2,Montréal Canadiens,Paul Stewart,Thor Nelson
1997020740,1,4,Dallas Stars,0,1,New York Islanders,Dennis Larue,Mark Pare
1997020741,1,4,Tampa Bay Lightning,0,3,Washington Capitals,Don Van Massenhoven,Jean Morin
1997020742,1,3,New Jersey Devils,0,2,Florida Panthers,Paul Devorski,Pierre Racicot
1997020743,0,1,Los Angeles Kings,0,1,Detroit Red Wings,Dave Jackson,Scott Driscoll
1997020744,1,4,Colorado Avalanche,0,2,Phoenix Coyotes,Don Koharski,Swede Knox
1997020745,0,2,Ottawa Senators,1,5,Edmonton Oilers,Michael McGeough,Baron Parker
1997020746,0,2,Anaheim Ducks,1,5,Vancouver Canucks,Stephen Walkom,Mark Wheler
1997020747,0,1,Buffalo Sabres,0,1,Boston Bruins,Terry Gregson,Thor Nelson
1997020748,1,4,New Jersey Devils,0,1,Tampa Bay Lightning,Paul Devorski,Danny McCourt
1997020749,1,5,New York Rangers,0,2,Toronto Maple Leafs,Paul Stewart,Pat Dapuzzo
1997020750,1,7,Los Angeles Kings,0,4,Chicago Blackhawks,Richard Trottier,Don Henderson
1997020751,0,0,Phoenix Coyotes,1,3,Colorado Avalanche,Lance Roberts,Wayne Bonney
1997020752,0,1,St. Louis Blues,1,3,San Jose Sharks,Stephen Walkom,Swede Knox
1997020753,0,1,Florida Panthers,1,3,Detroit Red Wings,Robbie Shick,Pat Dapuzzo
1997020754,0,4,Vancouver Canucks,0,4,Calgary Flames,Michael McGeough,Shane Heyer
1997020755,1,4,Anaheim Ducks,0,0,Edmonton Oilers,Don Koharski,Baron Parker
1997020756,0,2,Pittsburgh Penguins,1,6,Boston Bruins,Kerry Fraser,Thor Nelson
1997020757,1,3,Philadelphia Flyers,0,1,New York Rangers,Terry Gregson,Jean Morin
1997020758,0,3,Carolina Hurricanes,1,4,New Jersey Devils,Dennis Larue,Mark Pare
1997020759,0,2,Washington Capitals,1,5,Tampa Bay Lightning,Paul Devorski,Danny McCourt
1997020760,0,0,Montréal Canadiens,1,4,Toronto Maple Leafs,Bill McCreary,Pat Dapuzzo
1997020761,0,0,Phoenix Coyotes,1,4,Dallas Stars,Richard Trottier,Don Henderson
1997020762,1,4,Chicago Blackhawks,0,0,Colorado Avalanche,Paul Stewart,Wayne Bonney
1997020763,0,1,San Jose Sharks,1,4,Edmonton Oilers,Lance Roberts,Shane Heyer
1997020764,0,4,Ottawa Senators,1,6,Vancouver Canucks,Don Koharski,Mark Wheler
1997020765,1,5,St. Louis Blues,0,2,Los Angeles Kings,Stephen Walkom,Swede Knox
1997020766,1,5,Boston Bruins,0,4,New York Islanders,Robbie Shick,Mark Pare
1997020767,1,3,Buffalo Sabres,0,0,Washington Capitals,Dan Marouelli,Brian Murphy
1997020768,0,2,Dallas Stars,0,2,Chicago Blackhawks,Don Van Massenhoven,Scott Driscoll
1997020769,0,1,Ottawa Senators,1,2,Calgary Flames,Lance Roberts,Baron Parker
1997020770,1,6,St. Louis Blues,0,2,Anaheim Ducks,Michael McGeough,Swede Knox
1997020771,0,1,Toronto Maple Leafs,1,3,Pittsburgh Penguins,Dennis Larue,Ray Scapinello
1997020772,1,1,Buffalo Sabres,0,0,New York Rangers,Robbie Shick,Pierre Champoux
1997020773,0,3,Philadelphia Flyers,1,4,New Jersey Devils,Dan Marouelli,Kevin Collins
1997020774,1,5,Edmonton Oilers,0,4,Colorado Avalanche,Don Van Massenhoven,Scott Driscoll
1997020775,1,3,Detroit Red Wings,0,1,Phoenix Coyotes,Paul Stewart,Wayne Bonney
1997020776,1,3,Carolina Hurricanes,0,1,San Jose Sharks,Richard Trottier,Shane Heyer
1997020777,0,2,Vancouver Canucks,0,2,Los Angeles Kings,Michael McGeough,Don Henderson
1997020778,0,1,Philadelphia Flyers,1,3,New York Islanders,Paul Devorski,Kevin Collins
1997020779,1,3,Boston Bruins,0,0,Washington Capitals,Mike Leggo,Ray Scapinello
1997020780,0,3,Chicago Blackhawks,1,5,St. Louis Blues,Bill McCreary,Danny McCourt
1997020781,0,1,Tampa Bay Lightning,1,2,Calgary Flames,Dave Jackson,Mark Wheler
1997020782,1,4,New York Rangers,0,3,Florida Panthers,Dennis Larue,Tim Nowak
1997020783,1,5,Colorado Avalanche,0,3,Toronto Maple Leafs,Robbie Shick,Jean Morin
1997020784,1,3,Montréal Canadiens,0,1,Dallas Stars,Don Van Massenhoven,Scott Driscoll
1997020785,0,2,Tampa Bay Lightning,1,4,Edmonton Oilers,Terry Gregson,Swede Knox
