,Ref,Score,Team
180,Dan O'Halloran,0,Boston Bruins
181,Dan O'Halloran,3,Carolina Hurricanes
182,Mike Leggo,0,Boston Bruins
183,Mike Leggo,3,Carolina Hurricanes
184,Bill McCreary,2,Boston Bruins
185,Bill McCreary,3,Carolina Hurricanes
186,Eric Furlatt,2,Boston Bruins
187,Eric Furlatt,3,Carolina Hurricanes
188,Dave Jackson,1,Boston Bruins
189,Dave Jackson,4,Carolina Hurricanes
190,Kevin Pollock,1,Boston Bruins
191,Kevin Pollock,4,Carolina Hurricanes
192,Brad Watson,4,Boston Bruins
193,Brad Watson,0,Carolina Hurricanes
194,Tim Peel,4,Boston Bruins
195,Tim Peel,0,Carolina Hurricanes
196,Kelly Sutherland,4,Boston Bruins
197,Kelly Sutherland,2,Carolina Hurricanes
198,Marc Joannette,4,Boston Bruins
199,Marc Joannette,2,Carolina Hurricanes
200,Dave Jackson,2,Boston Bruins
201,Dave Jackson,3,Carolina Hurricanes
202,Kevin Pollock,2,Boston Bruins
203,Kevin Pollock,3,Carolina Hurricanes
204,Dave Jackson,2,Pittsburgh Penguins
205,Dave Jackson,3,Washington Capitals
206,Kevin Pollock,2,Pittsburgh Penguins
207,Kevin Pollock,3,Washington Capitals
208,Kelly Sutherland,3,Pittsburgh Penguins
209,Kelly Sutherland,4,Washington Capitals
210,Marc Joannette,3,Pittsburgh Penguins
211,Marc Joannette,4,Washington Capitals
212,Dan O'Halloran,3,Pittsburgh Penguins
213,Dan O'Halloran,2,Washington Capitals
214,Mike Leggo,3,Pittsburgh Penguins
215,Mike Leggo,2,Washington Capitals
216,Brad Watson,5,Pittsburgh Penguins
217,Brad Watson,3,Washington Capitals
218,Tim Peel,5,Pittsburgh Penguins
219,Tim Peel,3,Washington Capitals
220,Bill McCreary,4,Pittsburgh Penguins
221,Bill McCreary,3,Washington Capitals
222,Eric Furlatt,4,Pittsburgh Penguins
223,Eric Furlatt,3,Washington Capitals
224,Dennis LaRue,4,Pittsburgh Penguins
225,Dennis LaRue,5,Washington Capitals
226,Paul Devorski,4,Pittsburgh Penguins
227,Paul Devorski,5,Washington Capitals
228,Bill McCreary,6,Pittsburgh Penguins
229,Bill McCreary,2,Washington Capitals
230,Dan O'Halloran,6,Pittsburgh Penguins
231,Dan O'Halloran,2,Washington Capitals
232,Kelly Sutherland,2,Anaheim Ducks
233,Kelly Sutherland,3,Detroit Red Wings
234,Marc Joannette,2,Anaheim Ducks
235,Marc Joannette,3,Detroit Red Wings
236,Bill McCreary,4,Anaheim Ducks
237,Bill McCreary,3,Detroit Red Wings
238,Eric Furlatt,4,Anaheim Ducks
239,Eric Furlatt,3,Detroit Red Wings
240,Brad Watson,2,Anaheim Ducks
241,Brad Watson,1,Detroit Red Wings
242,Tim Peel,2,Anaheim Ducks
243,Tim Peel,1,Detroit Red Wings
244,Dennis LaRue,3,Anaheim Ducks
245,Dennis LaRue,6,Detroit Red Wings
246,Paul Devorski,3,Anaheim Ducks
247,Paul Devorski,6,Detroit Red Wings
248,Dan O'Halloran,1,Anaheim Ducks
249,Dan O'Halloran,4,Detroit Red Wings
250,Mike Leggo,1,Anaheim Ducks
251,Mike Leggo,4,Detroit Red Wings
252,Dave Jackson,2,Anaheim Ducks
253,Dave Jackson,1,Detroit Red Wings
254,Kevin Pollock,2,Anaheim Ducks
255,Kevin Pollock,1,Detroit Red Wings
256,Marc Joannette,3,Anaheim Ducks
257,Marc Joannette,4,Detroit Red Wings
258,Paul Devorski,3,Anaheim Ducks
259,Paul Devorski,4,Detroit Red Wings
260,Bill McCreary,3,Chicago Blackhawks
261,Bill McCreary,5,Vancouver Canucks
262,Eric Furlatt,3,Chicago Blackhawks
263,Eric Furlatt,5,Vancouver Canucks
264,Brad Watson,6,Chicago Blackhawks
265,Brad Watson,3,Vancouver Canucks
266,Tim Peel,6,Chicago Blackhawks
267,Tim Peel,3,Vancouver Canucks
268,Dave Jackson,1,Chicago Blackhawks
269,Dave Jackson,3,Vancouver Canucks
270,Kevin Pollock,1,Chicago Blackhawks
271,Kevin Pollock,3,Vancouver Canucks
272,Kelly Sutherland,2,Chicago Blackhawks
273,Kelly Sutherland,1,Vancouver Canucks
274,Marc Joannette,2,Chicago Blackhawks
275,Marc Joannette,1,Vancouver Canucks
276,Dennis LaRue,4,Chicago Blackhawks
277,Dennis LaRue,2,Vancouver Canucks
278,Paul Devorski,4,Chicago Blackhawks
279,Paul Devorski,2,Vancouver Canucks
280,Dan O'Halloran,7,Chicago Blackhawks
281,Dan O'Halloran,5,Vancouver Canucks
282,Mike Leggo,7,Chicago Blackhawks
283,Mike Leggo,5,Vancouver Canucks
284,Dan O'Halloran,2,Carolina Hurricanes
285,Dan O'Halloran,3,Pittsburgh Penguins
286,Dave Jackson,2,Carolina Hurricanes
287,Dave Jackson,3,Pittsburgh Penguins
288,Kevin Pollock,4,Carolina Hurricanes
289,Kevin Pollock,7,Pittsburgh Penguins
290,Marc Joannette,4,Carolina Hurricanes
291,Marc Joannette,7,Pittsburgh Penguins
292,Bill McCreary,2,Carolina Hurricanes
293,Bill McCreary,6,Pittsburgh Penguins
294,Eric Furlatt,2,Carolina Hurricanes
295,Eric Furlatt,6,Pittsburgh Penguins
296,Dennis LaRue,1,Carolina Hurricanes
297,Dennis LaRue,4,Pittsburgh Penguins
298,Paul Devorski,1,Carolina Hurricanes
299,Paul Devorski,4,Pittsburgh Penguins
300,Bill McCreary,2,Chicago Blackhawks
301,Bill McCreary,5,Detroit Red Wings
302,Eric Furlatt,2,Chicago Blackhawks
303,Eric Furlatt,5,Detroit Red Wings
304,Dennis LaRue,2,Chicago Blackhawks
305,Dennis LaRue,3,Detroit Red Wings
306,Paul Devorski,2,Chicago Blackhawks
307,Paul Devorski,3,Detroit Red Wings
308,Dan O'Halloran,4,Chicago Blackhawks
309,Dan O'Halloran,3,Detroit Red Wings
310,Dave Jackson,4,Chicago Blackhawks
311,Dave Jackson,3,Detroit Red Wings
312,Kevin Pollock,1,Chicago Blackhawks
313,Kevin Pollock,6,Detroit Red Wings
314,Marc Joannette,1,Chicago Blackhawks
315,Marc Joannette,6,Detroit Red Wings
316,Bill McCreary,1,Chicago Blackhawks
317,Bill McCreary,2,Detroit Red Wings
318,Eric Furlatt,1,Chicago Blackhawks
319,Eric Furlatt,2,Detroit Red Wings
320,Dennis LaRue,3,Detroit Red Wings
321,Dennis LaRue,1,Pittsburgh Penguins
322,Paul Devorski,3,Detroit Red Wings
323,Paul Devorski,1,Pittsburgh Penguins
324,Bill McCreary,3,Detroit Red Wings
325,Bill McCreary,1,Pittsburgh Penguins
326,Marc Joannette,3,Detroit Red Wings
327,Marc Joannette,1,Pittsburgh Penguins
328,Dennis LaRue,2,Detroit Red Wings
329,Dennis LaRue,4,Pittsburgh Penguins
330,Paul Devorski,2,Detroit Red Wings
331,Paul Devorski,4,Pittsburgh Penguins
332,Bill McCreary,2,Detroit Red Wings
333,Bill McCreary,4,Pittsburgh Penguins
334,Marc Joannette,2,Detroit Red Wings
335,Marc Joannette,4,Pittsburgh Penguins
336,Dennis LaRue,5,Detroit Red Wings
337,Dennis LaRue,0,Pittsburgh Penguins
338,Paul Devorski,5,Detroit Red Wings
339,Paul Devorski,0,Pittsburgh Penguins
340,Bill McCreary,1,Detroit Red Wings
341,Bill McCreary,2,Pittsburgh Penguins
342,Marc Joannette,1,Detroit Red Wings
343,Marc Joannette,2,Pittsburgh Penguins
344,Bill McCreary,1,Detroit Red Wings
345,Bill McCreary,2,Pittsburgh Penguins
346,Paul Devorski,1,Detroit Red Wings
347,Paul Devorski,2,Pittsburgh Penguins
